HOG	OG	Gene Tree Parent Clade	Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125.1_protein	Crocosphaera_subtropica_ATCC_51142_GCF_000017845.1_protein	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515.1_protein	cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235.1_protein	cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135.1_protein
N3.HOG0000328	OG0000147	n0			WP_015785160.1		WP_044106247.1	WP_119259830.1
N3.HOG0000329	OG0000148	n0			WP_015957424.1, WP_012593424.1			WP_119260439.1
N3.HOG0000330	OG0000149	n0			WP_012593847.1, WP_015957423.1		WP_044107116.1	WP_119260460.1
N3.HOG0000331	OG0000150	n0			WP_012593636.1		WP_044106163.1	WP_119259768.1
N3.HOG0000332	OG0000151	n0			WP_012594201.1		WP_044106603.1	WP_119260111.1
N3.HOG0000333	OG0000152	n0			WP_012593569.1			
N3.HOG0000334	OG0000153	n0			WP_012595642.1		WP_044106282.1	WP_119259849.1
N3.HOG0000335	OG0000154	n0			WP_012595103.1, WP_012595438.1		WP_232509875.1	WP_119260544.1
N3.HOG0000336	OG0000155	n0			WP_012596725.1		WP_044105876.1	WP_119259517.1
N3.HOG0000337	OG0000156	n0			WP_012595010.1		WP_044106793.1	WP_119260761.1
N3.HOG0000338	OG0000157	n0			WP_012596253.1, WP_012595147.1		WP_044106944.1	WP_119260618.1
N3.HOG0000339	OG0000158	n0			WP_012594198.1		WP_044105725.1	WP_119260894.1
N3.HOG0000340	OG0000159	n0			WP_015957304.1		WP_044105592.1	WP_119259285.1
N3.HOG0000341	OG0000160	n0			WP_012597253.1		WP_044105733.1	WP_119259391.1
N3.HOG0000342	OG0000161	n0			WP_012596564.1, WP_012595658.1		WP_044106466.1	WP_119259992.1
N3.HOG0000343	OG0000162	n3			WP_012594272.1			WP_119259556.1
N3.HOG0000344	OG0000162	n5			WP_012594787.1			
N3.HOG0000345	OG0000163	n0			WP_012595130.1		WP_044106768.1	WP_119260773.1
N3.HOG0000346	OG0000164	n0			WP_012596408.1, WP_012594769.1		WP_044106755.1	WP_119260787.1
N3.HOG0000347	OG0000165	n0			WP_012596278.1, WP_012593645.1		WP_044107085.1	WP_119260494.1
N3.HOG0000348	OG0000166	n0			WP_012596831.1		WP_044106669.1	WP_119260841.1
N3.HOG0000349	OG0000167	n0			WP_012595347.1		WP_044106525.1	WP_119260047.1
N3.HOG0000350	OG0000168	n3			WP_012595040.1			WP_119259684.1
N3.HOG0000351	OG0000168	n5			WP_012595915.1			
N3.HOG0000352	OG0000169	n3			WP_015957306.1			WP_119259461.1
N3.HOG0000353	OG0000169	n5			WP_041229613.1			
N3.HOG0000354	OG0000170	n0			WP_012595415.1		WP_044106513.1	WP_119260038.1
N3.HOG0000355	OG0000171	n0			WP_012596566.1, WP_012594960.1		WP_044105470.1	WP_119260150.1
N3.HOG0000356	OG0000172	n0			WP_012595847.1		WP_044105861.1	WP_119259500.1
N3.HOG0000357	OG0000173	n0			WP_203427710.1, WP_012596482.1		WP_044107296.1	WP_119260320.1
N3.HOG0000358	OG0000174	n0			WP_041229611.1		WP_232509834.1	WP_232014546.1
N3.HOG0000359	OG0000175	n0			WP_203427739.1		WP_044106185.1	WP_172582112.1
N3.HOG0000360	OG0000176	n0			WP_012595983.1		WP_044105987.1	WP_119259626.1
N3.HOG0000361	OG0000177	n0			WP_012593812.1		WP_044106551.1	WP_119260063.1
N3.HOG0000362	OG0000178	n0			WP_015957285.1		WP_044106694.1	WP_119260823.1
N3.HOG0000363	OG0000179	n0			WP_012593831.1		WP_044105806.1	WP_119259444.1
N3.HOG0000364	OG0000180	n0			WP_012594966.1		WP_044106116.1	WP_119259733.1
N3.HOG0000365	OG0000181	n0			WP_012595123.1		WP_044106854.1	WP_119260699.1
N3.HOG0000366	OG0000182	n0			WP_041229695.1		WP_044106409.1	WP_119259961.1
N3.HOG0000367	OG0000183	n0			WP_012595945.1, WP_012596143.1		WP_232509928.1	WP_119260286.1
N3.HOG0000368	OG0000184	n0			WP_012595374.1		WP_232509858.1	WP_119259896.1
N3.HOG0000369	OG0000185	n0			WP_015785214.1		WP_044107489.1	WP_119259572.1, WP_119260166.1
N3.HOG0000370	OG0000186	n0			WP_012595365.1, WP_012595446.1		WP_044107006.1	WP_119260567.1
N3.HOG0000371	OG0000187	n0			WP_012596644.1		WP_044107263.1	WP_119260343.1
N3.HOG0000372	OG0000188	n0			WP_012594741.1, WP_015957416.1		WP_232509823.1	WP_232014533.1
N3.HOG0000373	OG0000189	n1			WP_012597216.1		WP_044105680.1	WP_119259354.1
N3.HOG0000374	OG0000189	n4			WP_012595906.1			
N3.HOG0000375	OG0000190	n1			WP_012596570.1			
N3.HOG0000376	OG0000190	n3			WP_012597210.1			
N3.HOG0000377	OG0000190	n5			WP_241392576.1			
N3.HOG0000378	OG0000191	n0			WP_015957309.1			WP_172582030.1
N3.HOG0000379	OG0000192	n0			WP_012593932.1, WP_015957392.1, WP_012593933.1, WP_012595657.1, WP_012594286.1, WP_012595971.1			
N3.HOG0000380	OG0000193	n1			WP_012596530.1			
N3.HOG0000381	OG0000193	n4			WP_012594374.1			
N3.HOG0000382	OG0000193	n5			WP_012597256.1			
N3.HOG0000383	OG0000194	n1			WP_012595661.1			
N3.HOG0000384	OG0000194	n3			WP_012595302.1			
N3.HOG0000385	OG0000194	n4			WP_241392703.1, WP_012595756.1			
N3.HOG0000386	OG0000195	n1			WP_012594138.1			
N3.HOG0000387	OG0000195	n4			WP_012596699.1			
N3.HOG0000388	OG0000195	n5						WP_232014544.1
N3.HOG0000389	OG0000196	n1			WP_015957427.1		WP_044105925.1	WP_119259564.1
N3.HOG0000390	OG0000196	n4			WP_012596827.1			
N3.HOG0000391	OG0000197	n0			WP_241392581.1, WP_012595843.1, WP_012595844.1, WP_012596963.1, WP_012594356.1, WP_241392653.1			
N3.HOG0000392	OG0000198	n0			WP_012594856.1, WP_012596424.1, WP_157861293.1, WP_157861342.1, WP_157861287.1, WP_157861291.1			
N3.HOG0000393	OG0000199	n1			WP_012594626.1		WP_044107397.1	WP_119260229.1
N3.HOG0000394	OG0000199	n4			WP_012595305.1			
N3.HOG0000395	OG0000200	n1			WP_012596100.1, WP_012596154.1			
N3.HOG0000396	OG0000200	n3			WP_041229713.1, WP_012594346.1, WP_012596109.1			
N3.HOG0000397	OG0000202	n1			WP_012595276.1		WP_044106691.1	WP_119260825.1
N3.HOG0000398	OG0000202	n4			WP_012597195.1			
N3.HOG0000399	OG0000203	n0			WP_012593684.1, WP_012595974.1, WP_012594842.1, WP_012596216.1, WP_012595089.1, WP_241392672.1, WP_012593985.1			
N3.HOG0000400	OG0000204	n0			WP_012597054.1		WP_044107090.1	WP_232014493.1
N3.HOG0000401	OG0000205	n0			WP_012595772.1, WP_012596969.1		WP_232509903.1	
N3.HOG0000402	OG0000206	n0			WP_012593773.1		WP_084220183.1	WP_119260946.1
N3.HOG0000403	OG0000207	n0			WP_012596604.1		WP_044106886.1	WP_119260668.1
N3.HOG0000404	OG0000208	n0			WP_012596606.1		WP_044106888.1	WP_119260666.1
N3.HOG0000405	OG0000209	n0			WP_041229666.1		WP_044106889.1	WP_119260665.1
N3.HOG0000406	OG0000210	n0			WP_241392578.1		WP_044106063.1	WP_119259692.1
N3.HOG0000407	OG0000211	n0			WP_012595966.1		WP_044106427.1	WP_119259974.1
N3.HOG0000408	OG0000212	n0			WP_012596410.1		WP_044106439.1	WP_119259978.1
N3.HOG0000409	OG0000213	n0			WP_012597286.1		WP_044106413.1	WP_119259963.1
N3.HOG0000410	OG0000214	n0			WP_015785332.1		WP_044106141.1	WP_119259753.1
N3.HOG0000411	OG0000215	n0			WP_012596472.1		WP_044105908.1	WP_119259546.1
N3.HOG0000412	OG0000216	n0			WP_012594625.1		WP_044105595.1	WP_119259286.1
N3.HOG0000413	OG0000217	n0			WP_015785184.1, WP_012596517.1		WP_044107431.1	WP_119260206.1
N3.HOG0000414	OG0000218	n0			WP_012596189.1		WP_044106236.1	WP_119259825.1
N3.HOG0000415	OG0000219	n0			WP_012596188.1		WP_044106238.1	WP_119259826.1
N3.HOG0000416	OG0000220	n0			WP_012593915.1		WP_044107371.1	WP_119260249.1
N3.HOG0000417	OG0000221	n0			WP_012594414.1		WP_044106505.1	WP_119260031.1
N3.HOG0000418	OG0000222	n0			WP_012595449.1		WP_044107108.1	WP_119260468.1
N3.HOG0000419	OG0000223	n0			WP_241392706.1		WP_044106735.1	WP_119260800.1
N3.HOG0000420	OG0000224	n0			WP_012595975.1		WP_044107053.1	WP_232014616.1
N3.HOG0000421	OG0000225	n0			WP_012595221.1		WP_044106343.1	WP_119259903.1
N3.HOG0000422	OG0000226	n0			WP_012596165.1		WP_044106179.1	WP_119259787.1
N3.HOG0000423	OG0000227	n0			WP_012595802.1		WP_044107137.1	WP_119260447.1
N3.HOG0000424	OG0000228	n0			WP_015957373.1		WP_044105660.1	WP_119259343.1
N3.HOG0000425	OG0000229	n0			WP_012594390.1		WP_044107004.1	WP_119260569.1
N3.HOG0000426	OG0000230	n0			WP_012594391.1		WP_044107003.1	WP_119260570.1
N3.HOG0000427	OG0000231	n0			WP_012593739.1		WP_044107393.1	WP_119260232.1
N3.HOG0000428	OG0000232	n0			WP_012596038.1		WP_044106918.1	WP_119260638.1
N3.HOG0000429	OG0000233	n0			WP_012596401.1		WP_232509821.1	WP_119260888.1
N3.HOG0000430	OG0000234	n0			WP_012596164.1		WP_044105766.1	WP_119259410.1
N3.HOG0000431	OG0000235	n0			WP_012593780.1		WP_044106449.1	WP_119259982.1
N3.HOG0000432	OG0000236	n0			WP_012596405.1		WP_044106533.1	WP_119260052.1
N3.HOG0000433	OG0000237	n0			WP_012593914.1		WP_044107373.1	WP_119260248.1
N3.HOG0000434	OG0000238	n0			WP_012594192.1, WP_012596770.1			WP_119261008.1
N3.HOG0000435	OG0000239	n0			WP_012594762.1		WP_044105812.1	WP_119259452.1
N3.HOG0000436	OG0000240	n0			WP_015783767.1		WP_044105673.1	WP_119259351.1
N3.HOG0000437	OG0000241	n0			WP_012596449.1		WP_044106703.1	WP_119260819.1
N3.HOG0000438	OG0000242	n0			WP_012596450.1		WP_044106699.1	WP_119260820.1
N3.HOG0000439	OG0000243	n0			WP_015957410.1		WP_044107205.1	WP_119260391.1
N3.HOG0000440	OG0000244	n0			WP_203427731.1		WP_070104604.1	WP_232014534.1
N3.HOG0000441	OG0000245	n0			WP_012595552.1		WP_044107144.1	WP_119260441.1
N3.HOG0000442	OG0000246	n0			WP_015785349.1		WP_044106291.1	WP_119259860.1
N3.HOG0000443	OG0000247	n0			WP_012596112.1		WP_044107324.1	WP_119260295.1
N3.HOG0000444	OG0000248	n0			WP_012595804.1		WP_044107550.1	WP_119259590.1
N3.HOG0000445	OG0000249	n0			WP_012594232.1		WP_044106455.1	WP_119259985.1
N3.HOG0000446	OG0000250	n0			WP_012594234.1		WP_052470606.1	WP_119259555.1
N3.HOG0000447	OG0000251	n0			WP_041229716.1		WP_044106828.1	WP_119260724.1
N3.HOG0000448	OG0000252	n0			WP_012593538.1		WP_044106225.1	WP_119259818.1
N3.HOG0000449	OG0000253	n0			WP_012593537.1		WP_044106223.1	WP_119259817.1
N3.HOG0000450	OG0000254	n0			WP_012593536.1		WP_044106219.1	WP_119259815.1
N3.HOG0000451	OG0000255	n0			WP_012596595.1		WP_044106079.1	WP_119259708.1
N3.HOG0000452	OG0000256	n0			WP_012596593.1		WP_044105847.1	WP_119259485.1
N3.HOG0000453	OG0000257	n0			WP_012596575.1		WP_044107147.1	WP_119260437.1
N3.HOG0000454	OG0000258	n0			WP_012596576.1		WP_044107149.1	WP_119261002.1
N3.HOG0000455	OG0000259	n0			WP_012594229.1		WP_044106617.1	WP_119260882.1
N3.HOG0000456	OG0000260	n0			WP_012594228.1		WP_044106618.1	WP_119260881.1
N3.HOG0000457	OG0000261	n0			WP_012595629.1		WP_044106101.1	WP_119259723.1
N3.HOG0000458	OG0000262	n0			WP_012595628.1		WP_044106098.1	WP_119259722.1
N3.HOG0000459	OG0000263	n0			WP_012593882.1		WP_044107001.1	WP_119260572.1
N3.HOG0000460	OG0000264	n0			WP_012593881.1		WP_070104603.1	WP_119260571.1
N3.HOG0000461	OG0000265	n0			WP_012593685.1		WP_044106256.1	WP_119259834.1
N3.HOG0000462	OG0000266	n0			WP_012593686.1		WP_044106258.1	WP_119259835.1
N3.HOG0000463	OG0000267	n0			WP_012596332.1		WP_044106874.1	WP_119260679.1
N3.HOG0000464	OG0000268	n0			WP_012594680.1		WP_084220189.1	WP_119260076.1
N3.HOG0000465	OG0000269	n0			WP_012595125.1		WP_044106856.1	WP_119260698.1
N3.HOG0000466	OG0000270	n0			WP_012594219.1		WP_044106852.1	WP_119260700.1
N3.HOG0000467	OG0000271	n0			WP_012594220.1		WP_044106076.1	WP_119259705.1
N3.HOG0000468	OG0000272	n0			WP_012595296.1		WP_044107398.1	WP_119260227.1
N3.HOG0000469	OG0000273	n0			WP_012594382.1		WP_044107410.1	WP_119260219.1
N3.HOG0000470	OG0000274	n0			WP_015785343.1		WP_044106068.1	WP_119259696.1
N3.HOG0000471	OG0000275	n0			WP_012595987.1		WP_044105991.1	WP_119259629.1
N3.HOG0000472	OG0000276	n0			WP_012595986.1		WP_044105990.1	WP_119259628.1
N3.HOG0000473	OG0000277	n0			WP_012595985.1		WP_044105989.1	WP_119259627.1
N3.HOG0000474	OG0000278	n0			WP_203427735.1		WP_232509905.1	WP_119259625.1
N3.HOG0000475	OG0000279	n0			WP_012593772.1		WP_044106013.1	WP_119259649.1
N3.HOG0000476	OG0000280	n0			WP_041229918.1		WP_044107072.1	WP_119260510.1
N3.HOG0000477	OG0000281	n0			WP_015785099.1		WP_044107073.1	WP_119260509.1
N3.HOG0000478	OG0000282	n0			WP_241392705.1		WP_044105927.1	WP_119259566.1
N3.HOG0000479	OG0000283	n0			WP_012596610.1		WP_044105744.1	WP_119259396.1
N3.HOG0000480	OG0000284	n0			WP_203427730.1		WP_171816455.1	WP_119259879.1
N3.HOG0000481	OG0000285	n0			WP_012596667.1		WP_044107199.1	WP_119260396.1
N3.HOG0000482	OG0000286	n0			WP_015957363.1		WP_044106347.1	WP_119259907.1
N3.HOG0000483	OG0000287	n0			WP_012593395.1		WP_044107087.1	WP_119260491.1
N3.HOG0000484	OG0000288	n0			WP_012596537.1		WP_232509892.1	WP_232014470.1
N3.HOG0000485	OG0000289	n0			WP_012595867.1		WP_044105627.1	WP_119259314.1
N3.HOG0000486	OG0000290	n0			WP_012595868.1		WP_044105628.1	WP_119259315.1
N3.HOG0000487	OG0000291	n0			WP_012595870.1		WP_044105630.1	WP_119259317.1
N3.HOG0000488	OG0000292	n0			WP_012595620.1		WP_044106447.1	WP_119260951.1
N3.HOG0000489	OG0000293	n0			WP_012596430.1		WP_044107651.1	WP_119260692.1
N3.HOG0000490	OG0000294	n0			WP_012596431.1		WP_044106863.1	WP_119260691.1
N3.HOG0000491	OG0000295	n0			WP_015785403.1		WP_044106295.1	WP_119259866.1
N3.HOG0000492	OG0000296	n0			WP_012595748.1		WP_044106590.1	WP_119260096.1
N3.HOG0000493	OG0000297	n0			WP_012595834.1		WP_044106058.1	WP_119259689.1
N3.HOG0000494	OG0000298	n0			WP_012595385.1		WP_044105965.1	WP_119259602.1
N3.HOG0000495	OG0000299	n0			WP_012593963.1		WP_044106178.1	WP_119259786.1
N3.HOG0000496	OG0000300	n0			WP_012594621.1		WP_044107315.1	WP_119260304.1
N3.HOG0000497	OG0000301	n0			WP_012595573.1		WP_044106913.1	WP_119260643.1
N3.HOG0000498	OG0000302	n0			WP_241392536.1		WP_232509872.1	WP_119260644.1
N3.HOG0000499	OG0000303	n0			WP_015785312.1		WP_044105853.1	WP_119259492.1
N3.HOG0000500	OG0000304	n0			WP_015957385.1		WP_171816451.1	WP_119259493.1
N3.HOG0000501	OG0000305	n0			WP_012594443.1		WP_044106786.1	WP_119260764.1
N3.HOG0000502	OG0000306	n0			WP_012593757.1		WP_044106529.1	WP_119260049.1
N3.HOG0000503	OG0000307	n0			WP_012595526.1		WP_044106146.1	WP_119259757.1
N3.HOG0000504	OG0000308	n0			WP_012594943.1		WP_044106576.1	WP_119260079.1
N3.HOG0000505	OG0000309	n0			WP_012594142.1		WP_044107574.1	WP_119260924.1
N3.HOG0000506	OG0000310	n0			WP_012595076.1		WP_070104597.1	WP_119259356.1
N3.HOG0000507	OG0000311	n0			WP_012593708.1		WP_044106289.1	WP_119259858.1
N3.HOG0000508	OG0000312	n0			WP_012593707.1		WP_044106290.1	WP_119259859.1
N3.HOG0000509	OG0000313	n0			WP_012596093.1		WP_044105868.1	WP_119259509.1
N3.HOG0000510	OG0000314	n0			WP_012595776.1		WP_044106506.1	WP_119260032.1
N3.HOG0000511	OG0000315	n0			WP_012595249.1		WP_044106711.1	WP_119260815.1
N3.HOG0000512	OG0000316	n0			WP_012596869.1		WP_044107208.1	WP_119260387.1
N3.HOG0000513	OG0000317	n0			WP_012594558.1		WP_145972266.1	WP_232014588.1
N3.HOG0000514	OG0000318	n0			WP_012594557.1		WP_044105801.1	WP_119259437.1
N3.HOG0000515	OG0000319	n0			WP_012596661.1		WP_044106305.1	WP_119259873.1
N3.HOG0000516	OG0000320	n0			WP_012596660.1		WP_044106304.1	WP_119259872.1
N3.HOG0000517	OG0000321	n0			WP_012593866.1		WP_044106821.1	WP_119260731.1
N3.HOG0000518	OG0000322	n0			WP_012596298.1		WP_044106160.1	WP_119259770.1
N3.HOG0000519	OG0000323	n0			WP_012594276.1		WP_232509849.1	WP_119259799.1
N3.HOG0000520	OG0000324	n0			WP_012594277.1		WP_044106199.1	WP_119259798.1
N3.HOG0000521	OG0000325	n0			WP_012593668.1		WP_044107382.1	WP_119260241.1
N3.HOG0000522	OG0000326	n0			WP_012593988.1		WP_044106877.1	WP_119260678.1
N3.HOG0000523	OG0000327	n0			WP_012596163.1		WP_044105947.1	WP_119259584.1
N3.HOG0000524	OG0000328	n0			WP_012595794.1		WP_044106322.1	WP_119259884.1
N3.HOG0000525	OG0000329	n0			WP_012595793.1		WP_044106323.1	WP_232014572.1
N3.HOG0000526	OG0000330	n0			WP_012595792.1		WP_044106326.1	WP_119259886.1
N3.HOG0000527	OG0000331	n0			WP_012595706.1		WP_044106056.1	WP_119259686.1
N3.HOG0000528	OG0000332	n0			WP_012593749.1		WP_044105959.1	WP_119259597.1
N3.HOG0000529	OG0000333	n0			WP_012593953.1		WP_044105958.1	WP_119259596.1
N3.HOG0000530	OG0000334	n0			WP_012596006.1		WP_044107462.1	WP_119260183.1
N3.HOG0000531	OG0000335	n0			WP_012595533.1		WP_044106143.1	WP_119259754.1
N3.HOG0000532	OG0000336	n0			WP_015785178.1		WP_044106980.1	WP_119260587.1
N3.HOG0000533	OG0000337	n0			WP_012594885.1		WP_044106598.1	WP_119260106.1
N3.HOG0000534	OG0000338	n0			WP_012594507.1		WP_044105518.1	WP_119260133.1
N3.HOG0000535	OG0000339	n0			WP_012593456.1		WP_044106865.1	WP_119260690.1
N3.HOG0000536	OG0000340	n0			WP_012595611.1		WP_044105979.1	WP_119259618.1
N3.HOG0000537	OG0000341	n0			WP_012597105.1		WP_044106884.1	WP_119260671.1
N3.HOG0000538	OG0000342	n0			WP_012593807.1		WP_044106004.1	WP_119259642.1
N3.HOG0000539	OG0000343	n0			WP_012593806.1		WP_044107327.1	WP_119260292.1
N3.HOG0000540	OG0000344	n0			WP_012593903.1		WP_044106168.1	WP_119259778.1
N3.HOG0000541	OG0000345	n0			WP_012595059.1		WP_044107258.1	WP_119260346.1
N3.HOG0000542	OG0000346	n0			WP_012595060.1		WP_044107256.1	WP_119260347.1
N3.HOG0000543	OG0000347	n0			WP_012595061.1		WP_044107255.1	WP_119260348.1
N3.HOG0000544	OG0000348	n0			WP_012595062.1		WP_232509926.1	WP_119260349.1
N3.HOG0000545	OG0000349	n0			WP_203427725.1		WP_044107521.1	WP_119260893.1
N3.HOG0000546	OG0000350	n0			WP_012594616.1		WP_044106210.1	WP_119259808.1
N3.HOG0000547	OG0000351	n0			WP_041229900.1		WP_044106727.1	WP_119260807.1
N3.HOG0000548	OG0000352	n0			WP_012597102.1		WP_044107640.1	WP_119260806.1
N3.HOG0000549	OG0000353	n0			WP_015785330.1		WP_044105834.1	WP_119259475.1
N3.HOG0000550	OG0000354	n0			WP_012593664.1		WP_044107094.1	WP_119260479.1
N3.HOG0000551	OG0000355	n0			WP_012597254.1		WP_044105732.1	WP_119259390.1
N3.HOG0000552	OG0000356	n0			WP_012596876.1		WP_044105567.1	WP_119259275.1
N3.HOG0000553	OG0000357	n0			WP_012595972.1		WP_044107670.1	WP_119261012.1
N3.HOG0000554	OG0000358	n0			WP_012596351.1		WP_044107054.1	WP_119260525.1
N3.HOG0000555	OG0000359	n0			WP_012594019.1		WP_044105512.1	WP_119260968.1
N3.HOG0000556	OG0000360	n0			WP_012594560.1		WP_232509896.1	WP_119259441.1
N3.HOG0000557	OG0000361	n0			WP_012594340.1		WP_084220236.1	WP_119260936.1
N3.HOG0000558	OG0000362	n0			WP_012596654.1		WP_044106493.1	WP_119260021.1
N3.HOG0000559	OG0000363	n0			WP_012593938.1		WP_044107282.1	WP_119260331.1
N3.HOG0000560	OG0000364	n0			WP_012596333.1		WP_044105638.1	WP_119259324.1
N3.HOG0000561	OG0000365	n0			WP_012597041.1		WP_044107446.1	WP_119260196.1
N3.HOG0000562	OG0000366	n0			WP_012596657.1		WP_044107323.1	WP_119260296.1
N3.HOG0000563	OG0000367	n0			WP_012597097.1		WP_044106728.1	WP_119260805.1
N3.HOG0000564	OG0000368	n0			WP_012593407.1		WP_044106850.1	WP_119260703.1
N3.HOG0000565	OG0000369	n0			WP_012595861.1		WP_044107348.1	WP_119260270.1
N3.HOG0000566	OG0000370	n0			WP_012595859.1		WP_044107346.1	WP_119260272.1
N3.HOG0000567	OG0000371	n0			WP_012595048.1		WP_044107216.1	WP_119260382.1
N3.HOG0000568	OG0000372	n0			WP_241392679.1		WP_145972291.1	WP_232014610.1
N3.HOG0000569	OG0000373	n0			WP_012593515.1		WP_044105985.1	WP_119259624.1
N3.HOG0000570	OG0000374	n0			WP_012595692.1		WP_044105609.1	WP_119259297.1
N3.HOG0000571	OG0000375	n0			WP_012593702.1		WP_044105615.1	WP_119259302.1
N3.HOG0000572	OG0000376	n0			WP_012593844.1		WP_044105621.1	WP_119259306.1
N3.HOG0000573	OG0000377	n0			WP_012594850.1		WP_044106583.1	WP_119260088.1
N3.HOG0000574	OG0000378	n0			WP_012594851.1		WP_044106582.1	WP_119260087.1
N3.HOG0000575	OG0000379	n0			WP_012597249.1		WP_044106896.1	WP_119260659.1
N3.HOG0000576	OG0000380	n0			WP_012597251.1		WP_044106897.1	WP_119260657.1
N3.HOG0000577	OG0000381	n0			WP_071819093.1		WP_044106898.1	WP_044106898.1
N3.HOG0000578	OG0000382	n0			WP_012593510.1		WP_044107060.1	WP_119260520.1
N3.HOG0000579	OG0000383	n0			WP_012593509.1		WP_044107059.1	WP_119260521.1
N3.HOG0000580	OG0000384	n0			WP_012596314.1		WP_044106908.1	WP_119260650.1
N3.HOG0000581	OG0000385	n0			WP_012594015.1		WP_044105658.1	WP_119259339.1
N3.HOG0000582	OG0000386	n0			WP_012596342.1		WP_171816434.1	WP_119260362.1
N3.HOG0000583	OG0000387	n0			WP_015785333.1		WP_044106851.1	WP_119260701.1
N3.HOG0000584	OG0000388	n0			WP_012594032.1		WP_044106337.1	WP_119259899.1
N3.HOG0000585	OG0000389	n0			WP_012594036.1		WP_044106339.1	WP_119259901.1
N3.HOG0000586	OG0000390	n0			WP_012594947.1		WP_044105783.1	WP_119259421.1
N3.HOG0000587	OG0000391	n0			WP_012595156.1		WP_044106644.1	WP_232014523.1
N3.HOG0000588	OG0000392	n0			WP_012595432.1		WP_044106818.1	WP_119260734.1
N3.HOG0000589	OG0000393	n0			WP_012596247.1		WP_044106817.1	WP_119260735.1
N3.HOG0000590	OG0000394	n0			WP_041229585.1		WP_044107447.1	WP_119260195.1
N3.HOG0000591	OG0000395	n0			WP_012593815.1		WP_044107448.1	WP_119260193.1
N3.HOG0000592	OG0000396	n0			WP_012595621.1		WP_044106803.1	WP_119260750.1
N3.HOG0000593	OG0000397	n0			WP_012594139.1		WP_044105849.1	WP_119260904.1
N3.HOG0000594	OG0000398	n0			WP_012594522.1		WP_171816458.1	WP_119260066.1
N3.HOG0000595	OG0000399	n0			WP_015785146.1			WP_119259876.1
N3.HOG0000596	OG0000400	n0			WP_012593698.1		WP_044105648.1	WP_119259334.1
N3.HOG0000597	OG0000401	n0			WP_012596579.1		WP_044107283.1	WP_119260330.1
N3.HOG0000598	OG0000402	n0			WP_012596580.1		WP_044107284.1	WP_119260329.1
N3.HOG0000599	OG0000403	n0			WP_012593778.1		WP_044106514.1	WP_119260039.1
N3.HOG0000600	OG0000404	n0			WP_012593909.1		WP_044105824.1	WP_119259463.1
N3.HOG0000601	OG0000405	n0			WP_012596092.1		WP_044107365.1	WP_119260256.1
N3.HOG0000602	OG0000406	n0			WP_012596091.1		WP_084220222.1	WP_119260255.1
N3.HOG0000603	OG0000407	n0			WP_015957326.1		WP_044107698.1	WP_119260221.1
N3.HOG0000604	OG0000408	n0			WP_015957328.1		WP_145972257.1	WP_119260223.1
N3.HOG0000605	OG0000409	n0			WP_015785220.1		WP_044107404.1	WP_119260224.1
N3.HOG0000606	OG0000410	n0			WP_012595063.1		WP_044107253.1	WP_119260991.1
N3.HOG0000607	OG0000411	n0			WP_012597143.1		WP_044106822.1	WP_119260730.1
N3.HOG0000608	OG0000412	n0			WP_012596086.1		WP_044107367.1	WP_119260253.1
N3.HOG0000609	OG0000413	n0			WP_012593728.1		WP_044106841.1	WP_119260709.1
N3.HOG0000610	OG0000414	n0			WP_012595398.1		WP_044107069.1	WP_119260513.1
N3.HOG0000611	OG0000415	n0			WP_012596371.1		WP_044106107.1	WP_119259727.1
N3.HOG0000612	OG0000416	n0			WP_012595646.1		WP_044105751.1	WP_119259400.1
N3.HOG0000613	OG0000417	n0			WP_012596931.1		WP_044106390.1	WP_119259942.1
N3.HOG0000614	OG0000418	n0			WP_012594600.1		WP_044107604.1	WP_119259960.1
N3.HOG0000615	OG0000419	n0			WP_012596049.1		WP_044106826.1	WP_119260726.1
N3.HOG0000616	OG0000420	n0			WP_012596050.1		WP_044106827.1	WP_119260725.1
N3.HOG0000617	OG0000421	n0			WP_015957400.1		WP_044107665.1	WP_119261015.1
N3.HOG0000618	OG0000422	n0			WP_012597051.1		WP_044106423.1	WP_119259970.1
N3.HOG0000619	OG0000423	n0			WP_012594429.1		WP_044107051.1	WP_119260528.1
N3.HOG0000620	OG0000424	n0			WP_012594318.1		WP_044107364.1	WP_119260257.1
N3.HOG0000621	OG0000425	n0			WP_012593471.1		WP_044106139.1	WP_119259751.1
N3.HOG0000622	OG0000426	n0			WP_012595345.1		WP_044107140.1	WP_119260445.1
N3.HOG0000623	OG0000427	n0			WP_012595346.1		WP_044107142.1	WP_119260444.1
N3.HOG0000624	OG0000428	n0			WP_012596104.1		WP_044107436.1	WP_119260202.1
N3.HOG0000625	OG0000429	n0			WP_012596989.1		WP_044107223.1	WP_119260375.1
N3.HOG0000626	OG0000430	n0			WP_012596150.1		WP_044107597.1	WP_119259889.1
N3.HOG0000627	OG0000431	n0			WP_012594157.1		WP_145972280.1	WP_119260071.1
