HOG	OG	Gene Tree Parent Clade	Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125.1_protein	Crocosphaera_subtropica_ATCC_51142_GCF_000017845.1_protein	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515.1_protein	cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235.1_protein	cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135.1_protein
N4.HOG0000365	OG0000364	n0					WP_044105638.1	WP_119259324.1
N4.HOG0000366	OG0000365	n0					WP_044107446.1	WP_119260196.1
N4.HOG0000367	OG0000366	n0					WP_044107323.1	WP_119260296.1
N4.HOG0000368	OG0000367	n0					WP_044106728.1	WP_119260805.1
N4.HOG0000369	OG0000368	n0					WP_044106850.1	WP_119260703.1
N4.HOG0000370	OG0000369	n0					WP_044107348.1	WP_119260270.1
N4.HOG0000371	OG0000370	n0					WP_044107346.1	WP_119260272.1
N4.HOG0000372	OG0000371	n0					WP_044107216.1	WP_119260382.1
N4.HOG0000373	OG0000372	n0					WP_145972291.1	WP_232014610.1
N4.HOG0000374	OG0000373	n0					WP_044105985.1	WP_119259624.1
N4.HOG0000375	OG0000374	n0					WP_044105609.1	WP_119259297.1
N4.HOG0000376	OG0000375	n0					WP_044105615.1	WP_119259302.1
N4.HOG0000377	OG0000376	n0					WP_044105621.1	WP_119259306.1
N4.HOG0000378	OG0000377	n0					WP_044106583.1	WP_119260088.1
N4.HOG0000379	OG0000378	n0					WP_044106582.1	WP_119260087.1
N4.HOG0000380	OG0000379	n0					WP_044106896.1	WP_119260659.1
N4.HOG0000381	OG0000380	n0					WP_044106897.1	WP_119260657.1
N4.HOG0000382	OG0000381	n0					WP_044106898.1	WP_044106898.1
N4.HOG0000383	OG0000382	n0					WP_044107060.1	WP_119260520.1
N4.HOG0000384	OG0000383	n0					WP_044107059.1	WP_119260521.1
N4.HOG0000385	OG0000384	n0					WP_044106908.1	WP_119260650.1
N4.HOG0000386	OG0000385	n0					WP_044105658.1	WP_119259339.1
N4.HOG0000387	OG0000386	n0					WP_171816434.1	WP_119260362.1
N4.HOG0000388	OG0000387	n0					WP_044106851.1	WP_119260701.1
N4.HOG0000389	OG0000388	n0					WP_044106337.1	WP_119259899.1
N4.HOG0000390	OG0000389	n0					WP_044106339.1	WP_119259901.1
N4.HOG0000391	OG0000390	n0					WP_044105783.1	WP_119259421.1
N4.HOG0000392	OG0000391	n0					WP_044106644.1	WP_232014523.1
N4.HOG0000393	OG0000392	n0					WP_044106818.1	WP_119260734.1
N4.HOG0000394	OG0000393	n0					WP_044106817.1	WP_119260735.1
N4.HOG0000395	OG0000394	n0					WP_044107447.1	WP_119260195.1
N4.HOG0000396	OG0000395	n0					WP_044107448.1	WP_119260193.1
N4.HOG0000397	OG0000396	n0					WP_044106803.1	WP_119260750.1
N4.HOG0000398	OG0000397	n0					WP_044105849.1	WP_119260904.1
N4.HOG0000399	OG0000398	n0					WP_171816458.1	WP_119260066.1
N4.HOG0000400	OG0000399	n0						WP_119259876.1
N4.HOG0000401	OG0000400	n0					WP_044105648.1	WP_119259334.1
N4.HOG0000402	OG0000401	n0					WP_044107283.1	WP_119260330.1
N4.HOG0000403	OG0000402	n0					WP_044107284.1	WP_119260329.1
N4.HOG0000404	OG0000403	n0					WP_044106514.1	WP_119260039.1
N4.HOG0000405	OG0000404	n0					WP_044105824.1	WP_119259463.1
N4.HOG0000406	OG0000405	n0					WP_044107365.1	WP_119260256.1
N4.HOG0000407	OG0000406	n0					WP_084220222.1	WP_119260255.1
N4.HOG0000408	OG0000407	n0					WP_044107698.1	WP_119260221.1
N4.HOG0000409	OG0000408	n0					WP_145972257.1	WP_119260223.1
N4.HOG0000410	OG0000409	n0					WP_044107404.1	WP_119260224.1
N4.HOG0000411	OG0000410	n0					WP_044107253.1	WP_119260991.1
N4.HOG0000412	OG0000411	n0					WP_044106822.1	WP_119260730.1
N4.HOG0000413	OG0000412	n0					WP_044107367.1	WP_119260253.1
N4.HOG0000414	OG0000413	n0					WP_044106841.1	WP_119260709.1
N4.HOG0000415	OG0000414	n0					WP_044107069.1	WP_119260513.1
N4.HOG0000416	OG0000415	n0					WP_044106107.1	WP_119259727.1
N4.HOG0000417	OG0000416	n0					WP_044105751.1	WP_119259400.1
N4.HOG0000418	OG0000417	n0					WP_044106390.1	WP_119259942.1
N4.HOG0000419	OG0000418	n0					WP_044107604.1	WP_119259960.1
N4.HOG0000420	OG0000419	n0					WP_044106826.1	WP_119260726.1
N4.HOG0000421	OG0000420	n0					WP_044106827.1	WP_119260725.1
N4.HOG0000422	OG0000421	n0					WP_044107665.1	WP_119261015.1
N4.HOG0000423	OG0000422	n0					WP_044106423.1	WP_119259970.1
N4.HOG0000424	OG0000423	n0					WP_044107051.1	WP_119260528.1
N4.HOG0000425	OG0000424	n0					WP_044107364.1	WP_119260257.1
N4.HOG0000426	OG0000425	n0					WP_044106139.1	WP_119259751.1
N4.HOG0000427	OG0000426	n0					WP_044107140.1	WP_119260445.1
N4.HOG0000428	OG0000427	n0					WP_044107142.1	WP_119260444.1
N4.HOG0000429	OG0000428	n0					WP_044107436.1	WP_119260202.1
N4.HOG0000430	OG0000429	n0					WP_044107223.1	WP_119260375.1
N4.HOG0000431	OG0000430	n0					WP_044107597.1	WP_119259889.1
N4.HOG0000432	OG0000431	n0					WP_145972280.1	WP_119260071.1
N4.HOG0000433	OG0000432	n0					WP_044106689.1	WP_119260827.1
N4.HOG0000434	OG0000433	n0					WP_044107047.1	WP_119260531.1
N4.HOG0000435	OG0000434	n0					WP_044107046.1	WP_119260532.1
N4.HOG0000436	OG0000435	n0					WP_044107045.1	WP_119260533.1
N4.HOG0000437	OG0000436	n0					WP_044106706.1	WP_119260818.1
N4.HOG0000438	OG0000437	n0					WP_044106663.1	WP_119260845.1
N4.HOG0000439	OG0000438	n0					WP_044106131.1	WP_119259741.1
N4.HOG0000440	OG0000439	n0					WP_044105934.1	WP_119259575.1
N4.HOG0000441	OG0000440	n0					WP_044106086.1	WP_119259712.1
N4.HOG0000442	OG0000441	n0					WP_044106920.1	WP_119260637.1
N4.HOG0000443	OG0000442	n0					WP_044105952.1	WP_119259587.1
N4.HOG0000444	OG0000443	n0					WP_044105954.1	WP_119259593.1
N4.HOG0000445	OG0000444	n0					WP_044105974.1	WP_119259612.1
N4.HOG0000446	OG0000445	n0					WP_044105973.1	WP_119259611.1
N4.HOG0000447	OG0000446	n0					WP_044105963.1	WP_119259600.1
N4.HOG0000448	OG0000447	n0					WP_044106978.1	WP_119260593.1
N4.HOG0000449	OG0000448	n0					WP_044106461.1	WP_119259989.1
N4.HOG0000450	OG0000449	n0					WP_044106464.1	WP_119259990.1
N4.HOG0000451	OG0000450	n0					WP_044107379.1	WP_119260243.1
N4.HOG0000452	OG0000451	n0					WP_044107377.1	WP_119260244.1
N4.HOG0000453	OG0000452	n0					WP_044105850.1	WP_119259489.1
N4.HOG0000454	OG0000453	n0					WP_044107074.1	WP_119260508.1
N4.HOG0000455	OG0000454	n0					WP_171816445.1	WP_172582046.1
N4.HOG0000456	OG0000455	n0					WP_044107449.1	WP_119260192.1
N4.HOG0000457	OG0000456	n0					WP_044105776.1	WP_119259417.1
N4.HOG0000458	OG0000457	n0					WP_145972287.1	WP_119260670.1
N4.HOG0000459	OG0000458	n0					WP_044107608.1	WP_119259971.1
N4.HOG0000460	OG0000459	n0					WP_044105755.1	WP_119259402.1
N4.HOG0000461	OG0000460	n0					WP_044106906.1	WP_119261022.1
N4.HOG0000462	OG0000461	n0					WP_044107290.1	WP_119260325.1
N4.HOG0000463	OG0000462	n0					WP_044106549.1	WP_119260062.1
N4.HOG0000464	OG0000463	n0					WP_044105899.1	WP_119259540.1
N4.HOG0000465	OG0000464	n0					WP_171816454.1	WP_232014600.1
N4.HOG0000466	OG0000465	n0					WP_232509900.1	WP_232014594.1
N4.HOG0000467	OG0000466	n0					WP_044106198.1	WP_119259796.1
N4.HOG0000468	OG0000467	n0					WP_044105497.1	WP_119260140.1
N4.HOG0000469	OG0000468	n0					WP_044107212.1	WP_119260385.1
N4.HOG0000470	OG0000469	n0					WP_044105851.1	WP_119259490.1
N4.HOG0000471	OG0000470	n0					WP_044105852.1	WP_119259491.1
N4.HOG0000472	OG0000471	n0					WP_044106133.1	WP_119259745.1
N4.HOG0000473	OG0000472	n0					WP_044105625.1	WP_119259311.1
N4.HOG0000474	OG0000473	n0					WP_232509870.1	WP_232014506.1
N4.HOG0000475	OG0000474	n0					WP_044106356.1	WP_119259919.1
N4.HOG0000476	OG0000475	n0					WP_044106846.1	WP_119260706.1
N4.HOG0000477	OG0000476	n0					WP_044106845.1	WP_119260707.1
N4.HOG0000478	OG0000477	n0					WP_044105953.1	WP_119259591.1
N4.HOG0000479	OG0000478	n0					WP_044106078.1	WP_119259707.1
N4.HOG0000480	OG0000479	n0					WP_044107544.1	WP_119259518.1
N4.HOG0000481	OG0000480	n0					WP_232509856.1	WP_232014570.1
N4.HOG0000482	OG0000481	n0					WP_044106288.1	WP_119259857.1
N4.HOG0000483	OG0000482	n0					WP_044106999.1	WP_119260574.1
N4.HOG0000484	OG0000483	n0					WP_232509921.1	WP_119260443.1
N4.HOG0000485	OG0000484	n0					WP_044107485.1	WP_119260162.1
N4.HOG0000486	OG0000485	n0					WP_044107486.1	WP_119260163.1
N4.HOG0000487	OG0000486	n0					WP_044107487.1	WP_119260164.1
N4.HOG0000488	OG0000487	n0					WP_044107188.1	WP_119260998.1
N4.HOG0000489	OG0000488	n0					WP_044106990.1	WP_119260578.1
N4.HOG0000490	OG0000489	n0					WP_044106438.1	WP_119260950.1
N4.HOG0000491	OG0000490	n0					WP_232509922.1	WP_119260423.1
N4.HOG0000492	OG0000491	n0					WP_044105753.1	WP_119259401.1
N4.HOG0000493	OG0000492	n0					WP_044107168.1	WP_119260422.1
N4.HOG0000494	OG0000493	n0					WP_232509894.1	WP_119259338.1
N4.HOG0000495	OG0000494	n0					WP_044107499.1	WP_119260171.1
N4.HOG0000496	OG0000495	n0					WP_044107390.1	WP_119260234.1
N4.HOG0000497	OG0000496	n0					WP_044107095.1	WP_119260478.1
N4.HOG0000498	OG0000497	n0					WP_044106950.1	WP_119260610.1
N4.HOG0000499	OG0000498	n0					WP_044107281.1	WP_119260332.1
N4.HOG0000500	OG0000499	n0					WP_044106403.1	WP_119259955.1
N4.HOG0000501	OG0000500	n0					WP_145972253.1	WP_119260389.1
N4.HOG0000502	OG0000501	n0					WP_044106750.1	WP_119260789.1
N4.HOG0000503	OG0000502	n0					WP_044105972.1	WP_119259609.1
N4.HOG0000504	OG0000503	n0					WP_044107320.1	WP_119260299.1
N4.HOG0000505	OG0000504	n0					WP_044107319.1	WP_119260300.1
N4.HOG0000506	OG0000505	n0					WP_044107328.1	WP_119260288.1
N4.HOG0000507	OG0000506	n0					WP_044107329.1	WP_119260287.1
N4.HOG0000508	OG0000507	n0					WP_044107278.1	WP_119260334.1
N4.HOG0000509	OG0000508	n0					WP_232509815.1	WP_232014469.1
N4.HOG0000510	OG0000509	n0					WP_171816427.1	WP_172582072.1
N4.HOG0000511	OG0000510	n0					WP_044107672.1	WP_119261010.1
N4.HOG0000512	OG0000511	n0					WP_232509912.1	WP_119260051.1
N4.HOG0000513	OG0000512	n0					WP_044106945.1	WP_119260617.1
N4.HOG0000514	OG0000513	n0					WP_044106591.1	WP_119260099.1
N4.HOG0000515	OG0000514	n0					WP_044107537.1	WP_119260905.1
N4.HOG0000516	OG0000515	n0					WP_044107321.1	WP_119260298.1
N4.HOG0000517	OG0000516	n0					WP_044107237.1	WP_119260367.1
N4.HOG0000518	OG0000517	n0					WP_044106242.1	WP_119259828.1
N4.HOG0000519	OG0000518	n0					WP_044106651.1	WP_119260854.1
N4.HOG0000520	OG0000519	n0					WP_044107342.1	WP_119260275.1
N4.HOG0000521	OG0000520	n0					WP_044107695.1	WP_119260276.1
N4.HOG0000522	OG0000521	n0					WP_044106156.1	WP_119259774.1
N4.HOG0000523	OG0000522	n0					WP_044105823.1	WP_119259460.1
N4.HOG0000524	OG0000523	n0					WP_044106154.1	WP_119259767.1
N4.HOG0000525	OG0000524	n0					WP_044106153.1	WP_119259766.1
N4.HOG0000526	OG0000525	n0					WP_044107575.1	WP_119259759.1
N4.HOG0000527	OG0000526	n0					WP_044105738.1	WP_119259393.1
N4.HOG0000528	OG0000527	n0					WP_044106422.1	WP_119259969.1
N4.HOG0000529	OG0000528	n0					WP_044106421.1	WP_119259968.1
N4.HOG0000530	OG0000529	n0					WP_044106536.1	WP_119260054.1
N4.HOG0000531	OG0000530	n0					WP_044106152.1	WP_119259764.1
N4.HOG0000532	OG0000531	n0					WP_044107578.1	WP_119260926.1
N4.HOG0000533	OG0000532	n0					WP_044106009.1	WP_232014596.1
N4.HOG0000534	OG0000533	n0					WP_044105938.1	WP_119259578.1
N4.HOG0000535	OG0000534	n0					WP_044105940.1	WP_119259580.1
N4.HOG0000536	OG0000535	n0					WP_044105941.1	WP_119259581.1
N4.HOG0000537	OG0000536	n0					WP_044107497.1	WP_119260170.1
N4.HOG0000538	OG0000537	n0					WP_044107511.1	WP_119259296.1
N4.HOG0000539	OG0000538	n0					WP_044105978.1	WP_119259617.1
N4.HOG0000540	OG0000539	n0					WP_044106870.1	WP_119260684.1
N4.HOG0000541	OG0000540	n0					WP_044106599.1	WP_119260107.1
N4.HOG0000542	OG0000541	n0					WP_044105645.1	WP_119259329.1
N4.HOG0000543	OG0000542	n0					WP_044105945.1	WP_119259582.1
N4.HOG0000544	OG0000543	n0					WP_044107680.1	WP_232014612.1
N4.HOG0000545	OG0000544	n0					WP_044107044.1	WP_119260535.1
N4.HOG0000546	OG0000545	n0					WP_044107041.1	WP_119260536.1
N4.HOG0000547	OG0000546	n0					WP_044107040.1	WP_119260537.1
N4.HOG0000548	OG0000547	n0					WP_044107039.1	WP_119260538.1
N4.HOG0000549	OG0000548	n0					WP_044107038.1	WP_119260539.1
N4.HOG0000550	OG0000549	n0					WP_044107035.1	WP_119260542.1
N4.HOG0000551	OG0000550	n0					WP_044107034.1	WP_119260543.1
N4.HOG0000552	OG0000551	n0					WP_044107033.1	WP_119260545.1
N4.HOG0000553	OG0000552	n0					WP_044107032.1	WP_119260546.1
N4.HOG0000554	OG0000553	n0					WP_044107031.1	WP_119260547.1
N4.HOG0000555	OG0000554	n0					WP_044107030.1	WP_119260548.1
N4.HOG0000556	OG0000555	n0					WP_044107028.1	WP_119260550.1
N4.HOG0000557	OG0000556	n0					WP_044107023.1	WP_119260554.1
N4.HOG0000558	OG0000557	n0					WP_044107022.1	WP_119260555.1
N4.HOG0000559	OG0000558	n0					WP_044107011.1	WP_119260563.1
N4.HOG0000560	OG0000559	n0					WP_044107010.1	WP_119260564.1
N4.HOG0000561	OG0000560	n0					WP_044107350.1	WP_119260269.1
N4.HOG0000562	OG0000561	n0					WP_044106969.1	WP_119260595.1
N4.HOG0000563	OG0000562	n0					WP_044106825.1	WP_119260727.1
N4.HOG0000564	OG0000563	n0					WP_044107336.1	WP_119260281.1
N4.HOG0000565	OG0000564	n0					WP_044105787.1	WP_044105787.1
N4.HOG0000566	OG0000565	n0					WP_044107159.1	WP_119260430.1
N4.HOG0000567	OG0000566	n0					WP_044106283.1	WP_119259851.1
N4.HOG0000568	OG0000567	n0					WP_044106171.1	WP_119260927.1
N4.HOG0000569	OG0000568	n0					WP_044105634.1	WP_119259321.1
N4.HOG0000570	OG0000569	n0					WP_044107660.1	WP_119261018.1
N4.HOG0000571	OG0000570	n0					WP_044106942.1	WP_119260620.1
N4.HOG0000572	OG0000571	n0					WP_044106595.1	WP_119260103.1
N4.HOG0000573	OG0000572	n0					WP_044107194.1	WP_119260401.1
N4.HOG0000574	OG0000573	n0					WP_044107193.1	WP_119260402.1
N4.HOG0000575	OG0000574	n0					WP_044105902.1	WP_119259542.1
N4.HOG0000576	OG0000575	n0					WP_044107362.1	WP_119260984.1
N4.HOG0000577	OG0000576	n0					WP_044107360.1	WP_119260260.1
N4.HOG0000578	OG0000577	n0					WP_044105690.1	WP_119259361.1
N4.HOG0000579	OG0000578	n0					WP_044106164.1	WP_119259776.1
N4.HOG0000580	OG0000579	n0					WP_044105976.1	WP_119259613.1
N4.HOG0000581	OG0000580	n0					WP_044106930.1	WP_119260628.1
N4.HOG0000582	OG0000581	n0					WP_232509906.1	WP_232014597.1
N4.HOG0000583	OG0000582	n0					WP_044107271.1	WP_119260990.1
N4.HOG0000584	OG0000583	n0					WP_044107269.1	WP_119260339.1
N4.HOG0000585	OG0000584	n0					WP_044105682.1	WP_119259355.1
N4.HOG0000586	OG0000585	n0					WP_044107092.1	WP_119260482.1
N4.HOG0000587	OG0000586	n0					WP_171816448.1	WP_172582105.1
N4.HOG0000588	OG0000587	n0					WP_145972242.1	WP_119260721.1
N4.HOG0000589	OG0000588	n0					WP_044107207.1	WP_119260388.1
N4.HOG0000590	OG0000589	n0					WP_044105589.1	WP_119259284.1
N4.HOG0000591	OG0000590	n0					WP_044107308.1	WP_119260311.1
N4.HOG0000592	OG0000591	n0					WP_044107309.1	WP_119260310.1
N4.HOG0000593	OG0000592	n0					WP_044107310.1	WP_119260309.1
N4.HOG0000594	OG0000593	n0					WP_044106587.1	WP_119260093.1
N4.HOG0000595	OG0000594	n0					WP_044105574.1	WP_119259278.1
N4.HOG0000596	OG0000595	n0					WP_044106753.1	WP_119260788.1
N4.HOG0000597	OG0000596	n0					WP_044105937.1	WP_119259577.1
N4.HOG0000598	OG0000597	n0					WP_044106984.1	WP_119260582.1
N4.HOG0000599	OG0000598	n0					WP_044107546.1	WP_119260909.1
N4.HOG0000600	OG0000599	n0					WP_044106894.1	WP_119260660.1
N4.HOG0000601	OG0000600	n0					WP_084220190.1	WP_232014458.1
N4.HOG0000602	OG0000601	n0					WP_044105770.1	WP_119259412.1
N4.HOG0000603	OG0000602	n0					WP_044105886.1	WP_119259527.1
N4.HOG0000604	OG0000603	n0					WP_044105550.1	WP_119260119.1
N4.HOG0000605	OG0000604	n0					WP_044107478.1	WP_119260159.1
N4.HOG0000606	OG0000605	n0					WP_044105488.1	WP_232014465.1
N4.HOG0000607	OG0000606	n0					WP_044106956.1	WP_119260605.1
N4.HOG0000608	OG0000607	n0					WP_044105475.1	WP_119260147.1
N4.HOG0000609	OG0000608	n0					WP_044105478.1	WP_172582044.1
N4.HOG0000610	OG0000609	n0					WP_044107131.1	WP_119260449.1
N4.HOG0000611	OG0000610	n0					WP_044106883.1	WP_119260672.1
N4.HOG0000612	OG0000611	n0					WP_044106491.1	WP_119260020.1
N4.HOG0000613	OG0000612	n0					WP_044105922.1	WP_119259561.1
N4.HOG0000614	OG0000613	n0					WP_044105921.1	WP_119259560.1
N4.HOG0000615	OG0000614	n0					WP_044105920.1	WP_119259559.1
N4.HOG0000616	OG0000615	n0					WP_044106479.1	WP_119260001.1
N4.HOG0000617	OG0000616	n0					WP_044105763.1	WP_119259407.1
N4.HOG0000618	OG0000617	n0					WP_044107217.1	WP_119260381.1
N4.HOG0000619	OG0000618	n0					WP_044105798.1	WP_119259433.1
N4.HOG0000620	OG0000619	n0					WP_044105799.1	WP_119259434.1
N4.HOG0000621	OG0000620	n0					WP_044107633.1	WP_119261042.1
N4.HOG0000622	OG0000621	n0					WP_044107298.1	WP_119260318.1
N4.HOG0000623	OG0000622	n0					WP_044107299.1	WP_119260317.1
N4.HOG0000624	OG0000623	n0					WP_044107302.1	WP_119260316.1
N4.HOG0000625	OG0000624	n0					WP_044107692.1	WP_119260988.1
N4.HOG0000626	OG0000625	n0					WP_044105685.1	WP_119259359.1
N4.HOG0000627	OG0000626	n0					WP_044106832.1	WP_119260718.1
N4.HOG0000628	OG0000627	n0					WP_044106835.1	WP_232014508.1
N4.HOG0000629	OG0000628	n0					WP_044106672.1	WP_119260838.1
N4.HOG0000630	OG0000629	n0					WP_171816457.1	WP_119259938.1
N4.HOG0000631	OG0000630	n0					WP_044107531.1	WP_119260903.1
N4.HOG0000632	OG0000631	n0					WP_044107154.1	WP_119260435.1
N4.HOG0000633	OG0000632	n0					WP_044105888.1	WP_119259528.1
N4.HOG0000634	OG0000633	n0					WP_044107472.1	WP_119260176.1
N4.HOG0000635	OG0000634	n0					WP_044107473.1	WP_119260175.1
N4.HOG0000636	OG0000635	n0					WP_044106014.1	WP_119259651.1
N4.HOG0000637	OG0000636	n0					WP_044107560.1	WP_119259650.1
N4.HOG0000638	OG0000637	n0					WP_232509836.1	WP_119259523.1
N4.HOG0000639	OG0000638	n0					WP_044105723.1	WP_119259385.1
N4.HOG0000640	OG0000639	n0					WP_044106809.1	WP_119261031.1
N4.HOG0000641	OG0000640	n0					WP_044107066.1	WP_232014498.1
N4.HOG0000642	OG0000641	n0					WP_044105828.1	WP_119259465.1
N4.HOG0000643	OG0000642	n0					WP_044105893.1	WP_119259535.1
N4.HOG0000644	OG0000643	n0					WP_044105605.1	WP_119259290.1
N4.HOG0000645	OG0000644	n0					WP_044106293.1	WP_119259864.1
N4.HOG0000646	OG0000645	n0					WP_044107596.1	WP_119260943.1
N4.HOG0000647	OG0000646	n0					WP_044106394.1	WP_119259948.1
N4.HOG0000648	OG0000647	n0					WP_044106130.1	WP_119259740.1
N4.HOG0000649	OG0000648	n0					WP_044105807.1	WP_119259445.1
N4.HOG0000650	OG0000649	n0					WP_044106112.1	WP_119259730.1
N4.HOG0000651	OG0000650	n0					WP_044106799.1	WP_119260754.1
N4.HOG0000652	OG0000651	n0					WP_044106798.1	WP_119260755.1
N4.HOG0000653	OG0000652	n0					WP_044105816.1	WP_119259454.1
N4.HOG0000654	OG0000653	n0					WP_052470614.1	WP_119259797.1
N4.HOG0000655	OG0000654	n0					WP_084220198.1	WP_172582119.1
N4.HOG0000656	OG0000655	n0					WP_044105926.1	WP_119259565.1
N4.HOG0000657	OG0000656	n0					WP_044107293.1	WP_119260322.1
N4.HOG0000658	OG0000657	n0					WP_044105461.1	WP_119260155.1
N4.HOG0000659	OG0000658	n0					WP_044105666.1	WP_119259346.1
N4.HOG0000660	OG0000659	n0					WP_044106064.1	WP_119259693.1
N4.HOG0000661	OG0000660	n0					WP_044105499.1	WP_119260139.1
N4.HOG0000662	OG0000661	n0					WP_044107220.1	WP_119260377.1
N4.HOG0000663	OG0000662	n0					WP_044107219.1	WP_232014608.1
N4.HOG0000664	OG0000663	n0					WP_044105632.1	WP_119259319.1
N4.HOG0000665	OG0000664	n0					WP_044106472.1	WP_119259996.1
N4.HOG0000666	OG0000665	n0					WP_044106314.1	WP_119259877.1
N4.HOG0000667	OG0000666	n0					WP_044107437.1	WP_119260200.1
N4.HOG0000668	OG0000667	n0					WP_044107439.1	WP_119260199.1
N4.HOG0000669	OG0000668	n0					WP_044107442.1	WP_119260197.1
N4.HOG0000670	OG0000669	n0					WP_044107444.1	WP_044107444.1
N4.HOG0000671	OG0000670	n0					WP_044107049.1	WP_119260529.1
N4.HOG0000672	OG0000671	n0					WP_044107286.1	WP_119260328.1
N4.HOG0000673	OG0000672	n0					WP_171816464.1	WP_119260368.1
N4.HOG0000674	OG0000673	n0					WP_044106685.1	WP_119260830.1
N4.HOG0000675	OG0000674	n0					WP_044106414.1	WP_119259964.1
N4.HOG0000676	OG0000675	n0					WP_044106968.1	WP_119260596.1
N4.HOG0000677	OG0000676	n0					WP_044106967.1	WP_119260597.1
N4.HOG0000678	OG0000677	n0					WP_044106965.1	WP_119260598.1
N4.HOG0000679	OG0000678	n0					WP_044106964.1	WP_119260599.1
N4.HOG0000680	OG0000679	n0					WP_044106963.1	WP_119260600.1
N4.HOG0000681	OG0000680	n0					WP_044106369.1	WP_119259926.1
N4.HOG0000682	OG0000681	n0					WP_044106365.1	WP_119259924.1
N4.HOG0000683	OG0000682	n0					WP_044106363.1	WP_119259923.1
N4.HOG0000684	OG0000683	n0					WP_044106362.1	WP_119259922.1
N4.HOG0000685	OG0000684	n0					WP_044106360.1	WP_119259921.1
N4.HOG0000686	OG0000685	n0					WP_044105903.1	WP_119259543.1
N4.HOG0000687	OG0000686	n0					WP_044107312.1	WP_119260307.1
N4.HOG0000688	OG0000687	n0					WP_044106878.1	WP_119260677.1
N4.HOG0000689	OG0000688	n0					WP_044105969.1	WP_119259606.1
N4.HOG0000690	OG0000689	n0					WP_171816467.1	WP_119260212.1
N4.HOG0000691	OG0000690	n0					WP_044106265.1	WP_119259840.1
N4.HOG0000692	OG0000691	n0					WP_044106206.1	WP_119259806.1
N4.HOG0000693	OG0000692	n0					WP_044107204.1	WP_119260392.1
N4.HOG0000694	OG0000693	n0					WP_044105994.1	WP_119259632.1
N4.HOG0000695	OG0000694	n0					WP_044106157.1	WP_119259773.1
N4.HOG0000696	OG0000695	n0					WP_044107579.1	WP_119259772.1
N4.HOG0000697	OG0000696	n0					WP_232509848.1	WP_232014559.1
N4.HOG0000698	OG0000697	n0					WP_084220180.1	WP_119259837.1
N4.HOG0000699	OG0000698	n0					WP_232509863.1	WP_172582035.1
N4.HOG0000700	OG0000699	n0					WP_044107065.1	WP_119260516.1
N4.HOG0000701	OG0000700	n0					WP_171816388.1	WP_232014564.1
N4.HOG0000702	OG0000701	n0					WP_044106215.1	WP_119259812.1
N4.HOG0000703	OG0000702	n0					WP_044106216.1	WP_119259813.1
N4.HOG0000704	OG0000703	n0					WP_044107630.1	WP_119261044.1
N4.HOG0000705	OG0000704	n0					WP_044106948.1	WP_119260613.1
N4.HOG0000706	OG0000705	n0					WP_044107114.1	WP_119260462.1
N4.HOG0000707	OG0000706	n0					WP_044105758.1	WP_119259404.1
N4.HOG0000708	OG0000707	n0					WP_145972222.1	WP_119260901.1
N4.HOG0000709	OG0000708	n0					WP_044105877.1	WP_119259519.1
N4.HOG0000710	OG0000709	n0					WP_044106914.1	WP_119260642.1
N4.HOG0000711	OG0000710	n0						WP_119260636.1
N4.HOG0000712	OG0000711	n0					WP_044107415.1	WP_119260216.1
N4.HOG0000713	OG0000712	n0					WP_044107418.1	WP_119260214.1
N4.HOG0000714	OG0000713	n0					WP_171816387.1	WP_172582023.1
N4.HOG0000715	OG0000714	n0					WP_044107668.1	WP_044107668.1
N4.HOG0000716	OG0000715	n0					WP_044106936.1	WP_119260624.1
N4.HOG0000717	OG0000716	n0					WP_044105942.1	WP_119260911.1
N4.HOG0000718	OG0000717	n0					WP_044107435.1	WP_119260203.1
N4.HOG0000719	OG0000718	n0					WP_052470652.1	WP_119259604.1
N4.HOG0000720	OG0000719	n0					WP_044106577.1	WP_119260081.1
N4.HOG0000721	OG0000720	n0					WP_044106578.1	WP_119260082.1
N4.HOG0000722	OG0000721	n0					WP_044107145.1	WP_119260440.1
N4.HOG0000723	OG0000722	n0					WP_044106744.1	WP_119260793.1
N4.HOG0000724	OG0000723	n0					WP_044106677.1	WP_119260832.1
N4.HOG0000725	OG0000724	n0					WP_044105892.1	WP_119259534.1
N4.HOG0000726	OG0000725	n0					WP_044105620.1	WP_119259305.1
N4.HOG0000727	OG0000726	n0					WP_044106357.1	WP_119259920.1
N4.HOG0000728	OG0000727	n0					WP_044107279.1	WP_119260333.1
N4.HOG0000729	OG0000728	n0					WP_044107195.1	WP_119260400.1
N4.HOG0000730	OG0000729	n0					WP_044106096.1	WP_119259720.1
N4.HOG0000731	OG0000730	n0					WP_044106095.1	WP_119259719.1
N4.HOG0000732	OG0000731	n0					WP_044105837.1	WP_119259476.1
N4.HOG0000733	OG0000732	n0					WP_044105838.1	WP_119259477.1
N4.HOG0000734	OG0000733	n0					WP_044106836.1	WP_119260715.1
