source:/home/lalibelulalo/PIPELINES_2023/ASR_ORTHOLOGUES/Synechococcus_cyanobium_clade/pangenoma	Cyanobium_gracile_PCC_6307_GCF_000316515.1_genomic.gbff	Cyanobium_sp_M30B3_GCF_018399015.1_genomic.gbff	Cyanobium_sp_NIES-981_GCF_900088535.1_genomic.gbff	Cyanobium_sp_NS01_GCF_014280235.1_genomic.gbff	Synechococcus_sp_CBW1002_GCF_015840915.1_genomic.gbff	Synechococcus_sp_CBW1004_GCF_015840715.1_genomic.gbff	Synechococcus_sp_CBW1006_GCF_015840525.1_genomic.gbff	Synechococcus_sp_CBW1108_GCF_015840335.1_genomic.gbff	
4512_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4513_integrin_alpha.faa	0	1	0	0	0	0	0	0	
4514_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4515_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4516_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4517_VTT_domain-containin...faa	0	1	0	0	0	0	0	0	
4521_MTH1187_family_thiam...faa	0	1	0	0	0	1	0	1	
4525_shikimate_dehydrogen...faa	0	1	0	0	1	1	1	1	
4529_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4530_DUF3387_domain-conta...faa	0	1	0	0	0	0	0	0	
4532_putative_DNA_binding...faa	0	1	0	0	0	0	0	0	
4533_restriction_endonucl...faa	0	1	0	0	0	1	0	0	
4535_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4536_hypothetical_protein.faa	0	1	0	0	0	0	0	1	
4537_ATP-binding_protein.faa	0	1	0	0	0	0	0	0	
4538_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4547_16S_rRNA_-uracil-149...faa	0	1	0	0	0	0	0	0	
4551_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4554_hypothetical_protein.faa	0	1	0	0	0	0	0	1	
4560_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4562_hypothetical_protein.faa	0	1	0	0	0	1	1	1	
4567_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4574_DUF2996_domain-conta...faa	0	1	0	0	0	0	0	0	
4575_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4586_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4595_hypothetical_protein.faa	0	1	0	0	0	1	0	0	
4609_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4610_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4624_amidohydrolase.faa	0	1	0	0	0	0	0	0	
4625_YbdK_family_carboxyl...faa	0	1	0	0	0	0	0	0	
4626_TenA_family_protein.faa	0	1	0	0	0	0	0	0	
4638_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4641_DEAD-DEAH_box_helica...faa	0	1	0	0	0	0	0	0	
4642_DUF262_domain-contai...faa	0	1	0	0	0	0	0	0	
4643_restriction_endonucl...faa	0	1	0	0	0	0	0	0	
4644_DUF3018_family_prote...faa	0	1	0	0	0	0	0	0	
4646_type_II_toxin-antito...faa	0	1	0	0	0	0	0	0	
4648_type_I_restriction-m...faa	0	1	0	0	0	1	0	0	
4653_SulP_family_inorgani...faa	0	1	0	0	0	1	0	0	
4659_hypothetical_protein.faa	0	1	0	0	0	0	0	1	
4661_hypothetical_protein.faa	0	1	1	0	0	1	0	0	
4662_methyltransferase_do...faa	0	1	0	0	0	1	0	0	
4676_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4689_DUF4278_domain-conta...faa	0	1	1	0	0	1	0	0	
4690_nuclear_transport_fa...faa	0	1	1	0	1	1	1	1	
4691_hypothetical_protein.faa	0	1	0	0	0	1	0	0	
4693_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4697_high_light_inducible...faa	0	1	0	0	0	0	0	0	
4699_AraC_family_transcri...faa	0	2	0	0	0	0	0	0	
4701_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4712_DUF3175_domain-conta...faa	0	1	0	0	0	0	0	0	
4728_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4733_response_regulator.faa	0	1	0	0	0	0	0	0	
4734_ABC_transporter_subs...faa	0	1	0	0	0	1	0	0	
4735_HAMP_domain-containi...faa	0	1	0	0	0	0	0	0	
4743_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4750_LysR_family_transcri...faa	0	1	0	0	0	2	0	1	
4752_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4753_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4754_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4762_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4770_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4775_DUF2256_domain-conta...faa	0	1	0	0	0	0	0	0	
4810_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4811_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4812_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4813_J_domain-containing_...faa	0	1	0	0	0	0	0	0	
4815_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4817_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4820_HlyD_family_efflux_t...faa	0	1	0	0	1	0	1	0	
4822_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4844_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4847_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4848_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4851_hypothetical_protein.faa	0	1	0	0	0	0	0	1	
4853_SMC_family_ATPase.faa	0	1	1	0	0	0	0	0	
4855_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4862_HEPN_domain-containi...faa	0	1	0	0	0	0	0	0	
4863_AbrB-MazE-SpoVT_fami...faa	0	1	0	0	0	0	0	0	
4864_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4865_virulence_RhuM_famil...faa	0	1	0	0	0	0	0	0	
4866_addiction_module_pro...faa	0	1	0	0	0	0	0	0	
4868_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4870_hypothetical_protein.faa	0	1	0	0	1	1	1	2	
4871_type_II_toxin-antito...faa	0	1	0	0	1	1	1	1	
4872_ribbon-helix-helix_p...faa	0	1	0	0	0	0	0	0	
4873_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4874_DEAD-DEAH_box_helica...faa	0	1	0	0	1	1	0	0	
4875_phosphatase_PAP2_fam...faa	0	1	0	0	0	0	0	0	
4908_sepF.faa	0	1	1	0	0	0	0	0	
4910_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4935_U32_family_peptidase.faa	0	1	0	0	1	0	1	0	
4957_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4963_hypothetical_protein.faa	0	1	1	0	0	0	0	1	
4965_methyltransferase_do...faa	0	1	0	0	1	1	1	1	
4973_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4983_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4985_DUF3387_domain-conta...faa	0	1	0	0	0	0	0	0	
4986_addiction_module_pro...faa	0	1	0	0	0	0	0	0	
4991_MliC_family_protein.faa	0	1	0	0	0	0	0	0	
4994_hypothetical_protein.faa	0	1	0	0	0	1	0	0	
4996_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
4999_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5003_glycosyltransferase_...faa	0	1	0	0	0	0	0	0	
5004_phosphatase_PAP2_fam...faa	0	1	0	0	0	0	0	1	
5005_phosphatase_PAP2_fam...faa	0	1	0	0	0	0	0	0	
5017_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5019_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5023_DUF805_domain-contai...faa	0	1	1	0	0	1	0	0	
5034_AAA_family_ATPase.faa	0	1	0	0	0	0	0	0	
5036_hypothetical_protein.faa	0	1	0	0	0	1	0	0	
5043_hypothetical_protein.faa	0	1	1	0	0	1	0	1	
5051_zupT.faa	0	1	0	0	0	1	0	0	
5054_cation_diffusion_fac...faa	0	1	1	0	1	0	1	1	
5074_hypothetical_protein.faa	0	1	0	0	1	1	1	1	
5078_mechanosensitive_ion...faa	0	1	0	0	0	1	0	0	
5079_hypothetical_protein.faa	0	1	0	0	0	1	0	0	
5084_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5085_hypothetical_protein.faa	0	1	1	0	0	0	0	0	
5087_pyrroloquinoline_qui...faa	0	1	1	0	0	0	0	0	
5092_NAD-P--binding_prote...faa	0	1	1	0	0	1	0	1	
5100_hypothetical_protein.faa	0	2	0	0	0	0	0	0	
5102_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5103_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5106_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5108_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5110_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5111_DUF4912_domain-conta...faa	0	1	0	0	0	0	0	0	
5113_AbrB_family_transcri...faa	0	1	0	0	0	0	0	0	
5114_zinc_ABC_transporter...faa	0	1	0	0	0	0	0	0	
5115_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5117_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5119_ZIP_family_metal_tra...faa	0	1	0	0	0	1	0	0	
5121_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5131_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5133_Na-Pi_symporter.faa	0	1	0	0	0	0	0	0	
5134_DUF1576_domain-conta...faa	0	1	0	0	0	0	0	0	
5135_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5136_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5141_HNH_endonuclease.faa	0	1	0	0	0	0	0	0	
5142_DUF5615_family_PIN-l...faa	0	1	0	0	0	0	0	0	
5144_hypothetical_protein.faa	0	1	0	0	0	0	1	0	
5148_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5149_AAA_family_ATPase.faa	0	1	0	0	0	0	0	0	
5152_DUF3427_domain-conta...faa	0	1	1	0	0	0	0	0	
5153_type_II_toxin-antito...faa	0	1	0	0	0	1	0	0	
5154_type_II_toxin-antito...faa	0	1	0	0	0	0	0	1	
5155_nucleotidyltransfera...faa	0	1	0	0	0	0	0	0	
5158_nucleotidyltransfera...faa	0	1	0	0	0	0	0	0	
5159_type_II_toxin-antito...faa	0	1	0	0	0	0	0	0	
5160_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5161_DUF3427_domain-conta...faa	0	1	0	0	0	0	0	0	
5164_HEPN_domain-containi...faa	0	1	0	0	0	0	0	0	
5165_nucleotidyltransfera...faa	0	1	0	0	0	1	1	0	
5167_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5168_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5169_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5170_DUF563_domain-contai...faa	0	1	0	0	0	0	0	0	
5171_hypothetical_protein.faa	0	1	0	0	0	0	1	0	
5173_DUF1830_domain-conta...faa	0	1	0	0	0	0	0	0	
5174_hypothetical_protein.faa	0	1	0	0	0	0	0	1	
5175_DUF3136_domain-conta...faa	0	1	0	0	0	1	0	0	
5178_high_light_inducible...faa	0	1	0	0	0	0	0	1	
5181_sepF.faa	0	1	0	0	0	0	0	0	
5185_L-D-transpeptidase.faa	0	1	0	0	0	0	0	0	
5191_DUF3153_domain-conta...faa	0	1	0	0	0	0	0	0	
5192_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5195_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5198_cutA.faa	0	1	0	0	0	0	0	0	
5201_psb27.faa	0	1	0	0	0	0	0	0	
5228_hypothetical_protein.faa	0	1	0	0	0	0	0	1	
5230_mechanosensitive_ion...faa	0	1	1	0	0	1	1	0	
5232_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5251_hypothetical_protein.faa	0	1	1	0	1	0	1	1	
5263_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5280_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5281_type_II_toxin-antito...faa	0	1	0	0	0	0	0	2	
5282_type_II_toxin-antito...faa	0	1	0	0	0	0	0	1	
5283_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5285_hypothetical_protein.faa	0	1	0	0	1	1	1	0	
5292_DUF433_domain-contai...faa	0	1	0	0	0	0	0	1	
5293_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5294_hypothetical_protein.faa	0	1	0	0	1	2	0	1	
5299_sensor_histidine_kin...faa	0	1	0	0	0	0	0	0	
5302_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5305_DUF1651_domain-conta...faa	0	1	0	0	0	0	0	0	
5308_AbrB_family_transcri...faa	0	1	0	0	0	0	0	0	
5309_type_II_toxin-antito...faa	0	1	0	0	1	1	1	0	
5310_hypothetical_protein.faa	0	1	0	0	1	1	1	0	
5312_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5314_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5315_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5316_leucine-rich_repeat_...faa	0	1	0	0	0	0	0	0	
5318_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5319_nucleotidyl_transfer...faa	0	1	0	0	0	0	0	0	
5320_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5324_hypothetical_protein.faa	0	1	0	0	0	0	0	1	
5327_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5335_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5336_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5337_fatty_acid_desaturas...faa	0	1	0	0	0	0	0	0	
5338_SDR_family_NAD-P--de...faa	0	1	0	0	0	0	0	0	
5339_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5342_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5350_hypothetical_protein.faa	0	1	1	0	0	0	1	0	
5353_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5354_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5361_hypothetical_protein.faa	0	2	0	0	0	0	0	0	
5362_hypothetical_protein.faa	0	2	0	0	0	0	0	0	
5363_helix-turn-helix_tra...faa	0	1	0	0	0	0	0	0	
5373_type_II_toxin-antito...faa	0	1	0	0	0	0	0	0	
5374_Txe-YoeB_family_addi...faa	0	1	0	0	0	0	0	0	
5376_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5377_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5378_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5381_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5387_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5393_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5394_blaOXA.faa	0	1	0	0	0	0	0	0	
5411_RNA-binding_protein.faa	0	1	1	0	0	1	0	0	
5419_dual_specificity_pro...faa	0	1	0	0	1	1	1	1	
5421_hypothetical_protein.faa	0	1	0	0	1	0	1	0	
5423_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5424_YdcF_family_protein.faa	0	1	0	0	0	0	0	0	
5429_type_II_toxin-antito...faa	0	1	0	0	0	0	0	0	
5430_AbrB-MazE-SpoVT_fami...faa	0	1	0	0	0	0	1	0	
5431_WcaF_family_extracel...faa	0	1	0	0	0	1	1	1	
5433_HEPN_domain-containi...faa	0	2	0	0	0	0	0	0	
5434_glycosyltransferase.faa	0	1	0	0	0	0	1	0	
5435_hypothetical_protein.faa	0	1	0	0	0	0	1	0	
5436_glycosyltransferase_...faa	0	1	0	0	0	0	1	0	
5437_glycosyltransferase_...faa	0	1	0	0	0	0	1	0	
5438_glycosyltransferase.faa	0	1	0	0	0	0	2	0	
5439_FkbM_family_methyltr...faa	0	1	0	0	0	0	1	0	
5440_glycosyltransferase.faa	0	1	0	0	0	0	0	0	
5442_methyltransferase_do...faa	0	1	0	0	0	0	0	0	
5443_glycosyltransferase.faa	0	1	0	0	0	0	1	0	
5444_glycosyltransferase_...faa	0	1	0	0	0	0	0	0	
5445_glycosyltransferase_...faa	0	1	0	0	0	0	0	0	
5446_glycosyltransferase.faa	0	1	0	0	0	0	0	0	
5447_DUF563_domain-contai...faa	0	1	0	0	0	0	0	0	
5448_acyltransferase.faa	0	1	0	0	0	0	0	0	
5449_glycosyltransferase.faa	0	1	0	0	0	0	0	0	
5450_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5451_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5452_glycosyltransferase_...faa	0	1	0	0	0	0	0	0	
5453_glycosyltransferase_...faa	0	2	0	0	0	0	0	0	
5454_acyltransferase.faa	0	1	0	0	0	0	0	0	
5455_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5456_glycosyltransferase.faa	0	1	1	0	0	2	1	0	
5457_polysaccharide_pyruv...faa	0	1	0	0	0	0	0	0	
5458_sulfotransferase_dom...faa	0	1	0	0	0	0	0	0	
5461_glycosyltransferase.faa	0	1	0	0	0	0	0	0	
5462_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5463_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5464_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5465_polysaccharide_pyruv...faa	0	1	0	0	0	0	0	0	
5466_nitroreductase_famil...faa	0	1	0	0	0	0	0	0	
5467_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5468_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5469_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5470_class_I_SAM-dependen...faa	0	1	0	0	0	0	0	0	
5471_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5475_NAD-dependent_epimer...faa	0	1	0	0	0	0	0	0	
5477_DUF2887_domain-conta...faa	0	1	0	0	0	0	0	0	
5479_FkbM_family_methyltr...faa	0	1	0	0	0	0	0	0	
5480_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5481_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5483_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5484_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5485_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5486_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5490_nucleotidyltransfera...faa	0	1	0	0	0	0	0	0	
5496_J_domain-containing_...faa	0	1	0	0	1	0	1	1	
5497_PIN_domain-containin...faa	0	1	0	0	0	0	0	0	
5515_hypothetical_protein.faa	0	1	0	0	1	1	1	1	
5516_ABC_transporter_subs...faa	0	1	0	0	1	0	1	1	
5520_helix-turn-helix_dom...faa	0	1	0	0	0	1	0	1	
5524_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5529_cAMP_phosphodiestera...faa	0	1	0	0	0	0	0	0	
5547_DUF1501_domain-conta...faa	0	1	1	0	0	0	1	0	
5548_DUF1800_family_prote...faa	0	1	1	0	0	0	1	0	
5551_hypothetical_protein.faa	0	1	0	0	0	0	1	0	
5552_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5553_hypothetical_protein.faa	0	1	0	0	0	1	0	0	
5554_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5555_glycosyltransferase.faa	0	1	0	0	0	0	1	0	
5556_glycosyltransferase.faa	0	1	0	0	0	0	1	0	
5557_glycosyltransferase.faa	0	1	0	0	0	0	0	0	
5559_hypothetical_protein.faa	0	1	1	0	0	0	1	0	
5566_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5569_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5571_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5576_hypothetical_protein.faa	0	1	0	0	0	1	0	0	
5579_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5593_hypothetical_protein.faa	0	1	1	0	0	0	1	0	
5602_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5629_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5672_geranylgeranyl_reduc...faa	0	1	0	0	0	0	0	1	
5674_helix-turn-helix_dom...faa	0	1	0	0	0	0	0	0	
5681_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5700_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5701_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5702_hypothetical_protein.faa	0	1	0	0	0	1	0	1	
5703_hypothetical_protein.faa	0	1	1	0	1	1	1	0	
5704_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5707_cfa.faa	0	1	0	0	0	0	0	0	
5708_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5710_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5711_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5712_helix-turn-helix_dom...faa	0	1	0	0	0	0	0	0	
5713_tyrosine-type_recomb...faa	0	1	0	0	1	1	0	1	
5717_lysM.faa	0	1	0	0	0	0	0	0	
5718_diguanylate_cyclase.faa	0	1	0	0	0	1	0	0	
5737_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5738_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5746_trypsin-like_peptida...faa	0	1	0	0	0	0	0	0	
5747_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5748_type_I_restriction-m...faa	0	1	1	0	0	1	0	0	
5749_restriction_endonucl...faa	0	1	0	0	0	0	0	0	
5750_Txe-YoeB_family_addi...faa	0	1	1	0	0	1	0	0	
5751_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5752_type_II_toxin-antito...faa	0	1	0	0	0	0	0	1	
5756_DEAD-DEAH_box_helica...faa	0	1	1	0	0	1	0	0	
5765_phytanoyl-CoA_dioxyg...faa	0	1	0	0	0	0	0	0	
5770_PilZ_domain-containi...faa	0	1	0	0	0	0	0	0	
5771_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5772_hypothetical_protein.faa	0	1	1	0	0	0	0	0	
5773_DUF3365_domain-conta...faa	0	1	0	0	0	1	0	0	
5774_GGDEF_domain-contain...faa	0	1	0	0	0	1	0	0	
5775_sensor_domain-contai...faa	0	1	1	0	0	1	0	0	
5778_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5779_sigma-70_family_RNA_...faa	0	1	0	0	0	1	0	1	
5781_ion_transporter.faa	0	1	0	0	0	0	0	0	
5782_EAL_domain-containin...faa	0	1	0	0	0	1	0	0	
5787_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5789_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5797_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5800_hypothetical_protein.faa	0	1	1	0	0	1	0	0	
5801_hypothetical_protein.faa	0	1	1	0	1	1	0	0	
5802_prepilin-type_N-term...faa	0	1	0	0	1	1	1	1	
5804_hypothetical_protein.faa	0	2	1	0	1	0	1	0	
5805_hypothetical_protein.faa	0	1	0	0	0	1	0	0	
5806_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5810_bifunctional_diguany...faa	0	1	0	0	0	0	0	0	
5813_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5816_HD_domain-containing...faa	0	1	0	0	0	1	0	0	
5817_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5818_type_II_toxin-antito...faa	0	1	0	0	0	1	0	3	
5819_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5820_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5821_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5822_type_II_secretion_sy...faa	0	1	0	0	0	0	0	0	
5823_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5824_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5825_type_II_toxin-antito...faa	0	1	0	0	0	1	0	1	
5826_BrnA_antitoxin_famil...faa	0	1	0	0	0	0	0	0	
5827_Uma2_family_endonucl...faa	0	1	0	0	0	0	0	0	
5830_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5831_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5832_type_II_toxin-antito...faa	0	1	0	0	0	0	0	0	
5834_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5835_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5836_putative_toxin-antit...faa	0	1	0	0	0	0	0	1	
5837_AbrB-MazE-SpoVT_fami...faa	0	1	0	0	0	0	0	1	
5838_Rpn_family_recombina...faa	0	3	0	0	0	0	0	0	
5839_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5840_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5842_HAMP_domain-containi...faa	0	1	0	0	1	1	1	0	
5844_HAMP_domain-containi...faa	0	1	0	0	0	0	0	0	
5846_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5847_Uma2_family_endonucl...faa	0	1	0	0	0	0	0	0	
5848_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5849_DUF4351_domain-conta...faa	0	2	0	0	0	0	0	0	
5850_DUF4143_domain-conta...faa	0	1	0	0	0	0	0	0	
5851_AAA_family_ATPase.faa	0	1	0	0	0	0	0	0	
5865_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5866_cation-proton_antipo...faa	0	1	0	0	0	0	0	0	
5874_LysM_peptidoglycan-b...faa	0	1	0	0	0	0	0	0	
5887_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5893_helix-turn-helix_tra...faa	0	1	0	0	0	0	0	0	
5895_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5912_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5918_hypothetical_protein.faa	0	1	0	0	0	0	1	1	
5919_pentapeptide_repeat-...faa	0	1	0	0	0	0	1	1	
5921_phycobilisome_rod-co...faa	0	1	0	0	0	0	1	1	
5922_phycobilisome_rod-co...faa	0	1	0	0	0	0	1	1	
5923_phycobiliprotein_lya...faa	0	1	0	0	0	0	1	1	
5924_chromophore_lyase_Cp...faa	0	1	0	0	0	0	1	1	
5925_HEAT_repeat_domain-c...faa	0	1	0	0	0	0	1	1	
5926_DUF2656_family_prote...faa	0	1	0	0	0	0	1	1	
5927_HEAT_repeat_domain-c...faa	0	1	0	0	0	0	1	1	
5928_HEAT_repeat_domain-c...faa	0	1	0	0	0	0	1	1	
5929_cpeA.faa	0	1	0	0	0	0	1	1	
5930_cpeB.faa	0	1	0	0	0	0	1	1	
5931_hypothetical_protein.faa	0	1	0	0	0	0	1	1	
5932_phycobiliprotein_lya...faa	0	1	0	0	0	0	1	1	
5933_15-16-dihydrobiliver...faa	0	1	0	0	0	0	1	1	
5934_phycoerythrobilin-fe...faa	0	1	0	0	0	0	1	1	
5936_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5937_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5938_NAD-dependent_epimer...faa	0	1	0	0	0	0	0	0	
5939_hypothetical_protein.faa	0	1	0	0	0	0	0	1	
5942_phycocyanin_subunit_...faa	0	1	0	0	0	0	0	0	
5981_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
5983_PAS_domain-containin...faa	0	1	0	0	0	0	0	0	
6017_DUF1311_domain-conta...faa	0	1	0	0	0	0	0	1	
6018_hypothetical_protein.faa	0	1	0	0	0	1	0	1	
6019_ribbon-helix-helix_p...faa	0	1	0	0	0	0	0	0	
6026_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
6029_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
6032_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
6033_glycosyltransferase.faa	0	1	0	0	0	0	0	0	
6034_hypothetical_protein.faa	0	1	0	0	0	0	0	0	
