9695_methylenetetrahydrof...faa	ID:WP_245552530.1,	ID:WP_213203958.1,	ID:WP_087068970.1,	ID:WP_225875748.1,	ID:WP_197158575.1,	ID:WP_197210292.1,	ID:WP_197158575.1,	ID:WP_197151895.1,	
9696_NDP-sugar_synthase.faa	ID:WP_015110408.1,	ID:WP_213203959.1,	ID:WP_087068969.1,	ID:WP_186700071.1,	ID:WP_197158576.1,	ID:WP_197210293.1,	ID:WP_197158576.1,	ID:WP_197151893.1,	
9697_segregation-condensa...faa	ID:WP_015110409.1,	ID:WP_213203960.1,	ID:WP_087068968.1,	ID:WP_186698385.1,	ID:WP_197158577.1,	ID:WP_197210294.1,	ID:WP_197158577.1,	ID:WP_197151891.1,	
9698_LapA_family_protein.faa	ID:WP_015110410.1,	-	ID:WP_087068967.1,	ID:WP_186698387.1,	ID:WP_197158578.1,	ID:WP_197210295.1,	ID:WP_197158578.1,	ID:WP_197151884.1,	
9699_NAD-P-H-quinone_oxid...faa	ID:WP_015108043.1,ID:WP_015110411.1,	ID:WP_213203961.1,ID:WP_213202339.1,	ID:WP_087069164.1,ID:WP_172820962.1,	ID:WP_186698389.1,ID:WP_186700456.1,	ID:WP_197170826.1,ID:WP_197170148.1,	ID:WP_197213710.1,ID:WP_197211449.1,	ID:WP_197158579.1,ID:WP_197155192.1,	ID:WP_197150616.1,ID:WP_197151882.1,	
9700_NAD-P-H-quinone_oxid...faa	ID:WP_015110412.1,	ID:WP_213203962.1,	ID:WP_087068965.1,	ID:WP_186698391.1,	ID:WP_197170825.1,	ID:WP_197210299.1,	ID:WP_197158580.1,	ID:WP_197151880.1,	
9701_hypothetical_protein.faa	ID:WP_015110413.1,	ID:WP_213205077.1,	ID:WP_087069470.1,	ID:WP_186700073.1,	ID:WP_231598214.1,	ID:WP_231597353.1,	ID:WP_231598214.1,	ID:WP_197153383.1,	
9702_LysR_family_transcri...faa	ID:WP_015110414.1,	ID:WP_213203963.1,	ID:WP_087068964.1,	ID:WP_186698392.1,	ID:WP_197158582.1,	ID:WP_197210301.1,	ID:WP_197158582.1,	ID:WP_197151878.1,	
9703_DUF3172_domain-conta...faa	-	ID:WP_213203964.1,	-	ID:WP_186700075.1,	ID:WP_197171949.1,	-	ID:WP_197159050.1,	ID:WP_197151877.1,	
9704_NAD-P-H-quinone_oxid...faa	ID:WP_015110416.1,	ID:WP_213203965.1,	ID:WP_087068962.1,	ID:WP_186698394.1,	ID:WP_197170823.1,	ID:WP_197210308.1,	ID:WP_197158583.1,	ID:WP_197151875.1,	
9705_pds.faa	ID:WP_015110417.1,	ID:WP_213203966.1,	ID:WP_087068961.1,	ID:WP_186698396.1,	ID:WP_197170821.1,	ID:WP_197210309.1,	ID:WP_197158584.1,	ID:WP_197151873.1,	
9706_phytoene_synthase.faa	ID:WP_043327300.1,	ID:WP_213205078.1,	ID:WP_087069469.1,	ID:WP_186698397.1,	ID:WP_197171947.1,	ID:WP_197210310.1,	ID:WP_197159051.1,	ID:WP_197151872.1,	
9707_alpha-beta_fold_hydr...faa	ID:WP_015110423.1,	ID:WP_213205079.1,	ID:WP_087068960.1,	ID:WP_186698399.1,	ID:WP_231598048.1,	ID:WP_197210311.1,	ID:WP_231605532.1,	ID:WP_231596640.1,	
9708_RNA-binding_protein.faa	ID:WP_015110433.1,	ID:WP_213203967.1,	ID:WP_087068959.1,	ID:WP_186698400.1,	ID:WP_197158586.1,	ID:WP_197210312.1,	ID:WP_197158586.1,	ID:WP_197151868.1,	
9709_CCA_tRNA_nucleotidyl...faa	ID:WP_245552532.1,	ID:WP_213203968.1,	ID:WP_225867424.1,	ID:WP_225875749.1,	ID:WP_197170817.1,	ID:WP_197210313.1,	ID:WP_197158587.1,	ID:WP_231596534.1,	
9710_Ycf34_family_protein.faa	ID:WP_015110435.1,	ID:WP_213203969.1,	ID:WP_087069468.1,	ID:WP_186698404.1,	ID:WP_197158588.1,	ID:WP_197210314.1,	ID:WP_197158588.1,	ID:WP_197151866.1,	
9711_tsaB.faa	ID:WP_015110436.1,	ID:WP_213203970.1,	ID:WP_087068957.1,	ID:WP_186698406.1,	ID:WP_197170815.1,	ID:WP_197210315.1,	ID:WP_197158589.1,	ID:WP_197151865.1,	
9712_YdcF_family_protein.faa	ID:WP_245552677.1,	ID:WP_213203971.1,	ID:WP_225867672.1,	ID:WP_186698408.1,	ID:WP_231598213.1,	ID:WP_231597354.1,	ID:WP_231605591.1,	ID:WP_231596639.1,	
9713_1-acyl-sn-glycerol-3...faa	ID:WP_015110438.1,	ID:WP_213203972.1,	ID:WP_172820961.1,	ID:WP_186700077.1,	ID:WP_197159052.1,	ID:WP_197213713.1,	ID:WP_197159052.1,	ID:WP_197151857.1,	
9714_fabD.faa	ID:WP_015110439.1,	ID:WP_213203973.1,	ID:WP_087068954.1,	ID:WP_186698409.1,	ID:WP_197170812.1,	ID:WP_197210317.1,	ID:WP_197158591.1,	ID:WP_197151855.1,	
9715_ketoacyl-ACP_synthas...faa	ID:WP_015110440.1,	ID:WP_213205080.1,	ID:WP_087068953.1,	ID:WP_186700079.1,	ID:WP_197159053.1,	ID:WP_231596754.1,	ID:WP_197159053.1,	ID:WP_197153381.1,	
9716_plsX.faa	ID:WP_015110441.1,	ID:WP_213203974.1,	ID:WP_087068952.1,	ID:WP_186698411.1,	ID:WP_197158592.1,	ID:WP_197210319.1,	ID:WP_197158592.1,	ID:WP_197153380.1,	
9717_response_regulator_t...faa	ID:WP_015110442.1,	ID:WP_213203975.1,	ID:WP_087068951.1,	ID:WP_186698413.1,	ID:WP_197158593.1,	ID:WP_197210320.1,	ID:WP_197158593.1,	ID:WP_197151853.1,	
9718_radA.faa	ID:WP_015110443.1,	ID:WP_213205081.1,	ID:WP_087068950.1,	ID:WP_186698415.1,	ID:WP_197171946.1,	ID:WP_197210321.1,	ID:WP_197159054.1,	ID:WP_197151851.1,	
9719_photosystem_I_assemb...faa	ID:WP_015110444.1,	ID:WP_213203977.1,	ID:WP_006910180.1,	ID:WP_186698417.1,	ID:WP_197158594.1,	ID:WP_197213714.1,	ID:WP_197158594.1,	ID:WP_197153379.1,	
9720_cation-translocating...faa	ID:WP_051017239.1,	ID:WP_213203978.1,	ID:WP_225867423.1,	ID:WP_186700081.1,	ID:WP_197171944.1,	ID:WP_197213715.1,	ID:WP_197159055.1,	ID:WP_255517761.1,	
9721_tmk.faa	ID:WP_015110446.1,	ID:WP_213203979.1,	ID:WP_225867422.1,	ID:WP_186698419.1,	ID:WP_197158595.1,	ID:WP_197210322.1,	ID:WP_197158595.1,	ID:WP_231596533.1,	
9722_DNA_polymerase_III_s...faa	ID:WP_015110447.1,	ID:WP_213203980.1,	ID:WP_087068945.1,	ID:WP_186698421.1,	ID:WP_197170810.1,	ID:WP_197210323.1,	ID:WP_197158596.1,	ID:WP_197151825.1,	
9723_response_regulator_t...faa	ID:WP_015110448.1,	ID:WP_213203981.1,	ID:WP_087068944.1,	ID:WP_186698423.1,	ID:WP_197170808.1,	ID:WP_197210324.1,	ID:WP_197158597.1,	ID:WP_197151823.1,	
9724_energy-coupling_fact...faa	ID:WP_245552678.1,	ID:WP_213203982.1,	ID:WP_087068943.1,	ID:WP_186698424.1,	ID:WP_197170806.1,	ID:WP_231597355.1,	ID:WP_197158598.1,	ID:WP_197151821.1,	
9725_hypothetical_protein.faa	ID:WP_015110450.1,	ID:WP_213203983.1,	ID:WP_087068942.1,	ID:WP_186698426.1,	ID:WP_197158599.1,	ID:WP_197210326.1,	ID:WP_197158599.1,	ID:WP_197151819.1,	
9726_psbD.faa	ID:WP_015108802.1,ID:WP_015108802.1,	ID:WP_213203984.1,ID:WP_213203984.1,	ID:WP_006909677.1,ID:WP_006909677.1,	ID:WP_186698428.1,ID:WP_186698428.1,	ID:WP_197170804.1,ID:WP_197169926.1,	ID:WP_197212587.1,ID:WP_197210327.1,	ID:WP_197158600.1,ID:WP_197154553.1,	ID:WP_197151129.1,ID:WP_197151129.1,	
9727_aspartyl-asparaginyl...faa	-	ID:WP_213203985.1,	ID:WP_087068941.1,	ID:WP_225875750.1,	-	-	-	-	
9729_J_domain-containing_...faa	ID:WP_015110460.1,	ID:WP_213205082.1,	ID:WP_087068939.1,	ID:WP_186700085.1,	ID:WP_231598045.1,	ID:WP_231596755.1,	ID:WP_231605537.1,	ID:WP_231596532.1,	
9730_NAD-P-H-quinone_oxid...faa	ID:WP_015110461.1,	ID:WP_213203987.1,	ID:WP_087068938.1,	ID:WP_186698431.1,	ID:WP_197158607.1,	ID:WP_197210332.1,	ID:WP_197158607.1,	ID:WP_197151812.1,	
9731_TIGR01777_family_oxi...faa	ID:WP_015110462.1,	ID:WP_213203988.1,	ID:WP_087068937.1,	ID:WP_186698433.1,	ID:WP_197170796.1,	ID:WP_197210350.1,	ID:WP_197158609.1,	ID:WP_197151811.1,	
9732_hypothetical_protein.faa	ID:WP_015110463.1,	ID:WP_213203989.1,	ID:WP_087068936.1,	ID:WP_186698435.1,	ID:WP_197170794.1,	ID:WP_197213716.1,	ID:WP_197158610.1,	ID:WP_197151809.1,	
9733_lipid-A-disaccharide...faa	ID:WP_043325907.1,	-	ID:WP_087068935.1,	ID:WP_186698436.1,	ID:WP_197170792.1,	ID:WP_197210351.1,	ID:WP_197158611.1,	ID:WP_197151808.1,	
9734_hypothetical_protein.faa	ID:WP_015110465.1,	ID:WP_213205083.1,	ID:WP_087068934.1,	ID:WP_186698438.1,	ID:WP_197158612.1,	ID:WP_231596760.1,	ID:WP_197158612.1,	ID:WP_197151806.1,	
9735_iron-sulfur_cluster_...faa	ID:WP_043327312.1,	ID:WP_213203990.1,	ID:WP_087068933.1,	ID:WP_186698440.1,	ID:WP_231598212.1,	ID:WP_197210352.1,	ID:WP_197158613.1,	ID:WP_197151804.1,	
9736_zds.faa	ID:WP_015110467.1,	ID:WP_213203991.1,	ID:WP_087069467.1,	ID:WP_186698442.1,	ID:WP_197170789.1,	ID:WP_197210353.1,	ID:WP_197158614.1,	ID:WP_197151802.1,	
9737_SRPBCC_family_protei...faa	ID:WP_015110468.1,	ID:WP_213203992.1,	-	ID:WP_186700087.1,	ID:WP_197158615.1,	ID:WP_197210354.1,	ID:WP_197158615.1,	ID:WP_197151800.1,	
9738_hypothetical_protein.faa	-	ID:WP_213203993.1,	-	ID:WP_186698445.1,	-	-	-	-	
9739_uroporphyrinogen-III...faa	ID:WP_015110470.1,	ID:WP_213203994.1,	ID:WP_087068931.1,	ID:WP_186698447.1,	ID:WP_231598211.1,	ID:WP_197210356.1,	ID:WP_231605593.1,	ID:WP_197151798.1,	
9740_glycosyltransferase.faa	ID:WP_015110471.1,	ID:WP_213205084.1,	ID:WP_087068930.1,	ID:WP_225875751.1,	-	ID:WP_197210357.1,	-	ID:WP_197151797.1,	
9741_glycosyl_hydrolase_f...faa	ID:WP_015110472.1,	ID:WP_213203995.1,	ID:WP_225867421.1,	ID:WP_225875752.1,	ID:WP_197170787.1,	ID:WP_197210358.1,	ID:WP_197158617.1,	ID:WP_231596531.1,	
9742_rbfA.faa	ID:WP_015110473.1,	ID:WP_213203996.1,	ID:WP_087068928.1,	ID:WP_186698449.1,	ID:WP_197170785.1,	ID:WP_197210359.1,	ID:WP_197158618.1,	ID:WP_197151792.1,	
9743_DUF751_family_protei...faa	ID:WP_015110474.1,	ID:WP_213203997.1,	ID:WP_087068927.1,	ID:WP_186698451.1,	ID:WP_197158619.1,	ID:WP_197213718.1,	ID:WP_197158619.1,	ID:WP_197151790.1,	
9744_glutathione_S-transf...faa	ID:WP_245552534.1,	ID:WP_213203998.1,	ID:WP_087068926.1,	ID:WP_186698453.1,	ID:WP_197171934.1,	ID:WP_197210360.1,	ID:WP_197159060.1,	ID:WP_197151788.1,	
9745_POLO_box_duplicated_...faa	-	ID:WP_213203999.1,	-	ID:WP_186698455.1,	ID:WP_197170783.1,	-	ID:WP_197158620.1,	ID:WP_197151786.1,	
9746_chlororespiratory_re...faa	ID:WP_043325912.1,	ID:WP_213204000.1,	ID:WP_087068925.1,	ID:WP_186698457.1,	ID:WP_197158621.1,	ID:WP_197210361.1,	ID:WP_197158621.1,	ID:WP_197151785.1,	
9747_shikimate_kinase.faa	ID:WP_015110477.1,	ID:WP_213204001.1,	ID:WP_087068924.1,	ID:WP_186698459.1,	ID:WP_231598210.1,	ID:WP_197210362.1,	ID:WP_231605594.1,	ID:WP_197151779.1,	
9748_6-carboxytetrahydrop...faa	ID:WP_043325914.1,	ID:WP_213205085.1,	ID:WP_225867420.1,	ID:WP_186698460.1,	ID:WP_231598209.1,	ID:WP_197210363.1,	ID:WP_231605596.1,	ID:WP_197151777.1,	
9749_dihydrofolate_reduct...faa	ID:WP_015110479.1,	ID:WP_213204002.1,	ID:WP_087068923.1,	ID:WP_186698462.1,	ID:WP_231598044.1,	ID:WP_231596762.1,	ID:WP_231605539.1,	ID:WP_197151776.1,	
9750_GNAT_family_N-acetyl...faa	ID:WP_043325916.1,	ID:WP_213204003.1,	ID:WP_087068922.1,	ID:WP_186698464.1,	ID:WP_197158624.1,	ID:WP_197210364.1,	ID:WP_197158624.1,	ID:WP_197151774.1,	
9751_DUF4346_domain-conta...faa	ID:WP_015110482.1,	ID:WP_213204004.1,	ID:WP_087068921.1,	ID:WP_186698466.1,	ID:WP_197158625.1,	ID:WP_197210365.1,	ID:WP_197158625.1,	ID:WP_197151772.1,	
9752_B12-binding_domain-c...faa	ID:WP_015110483.1,ID:WP_015110665.1,	ID:WP_213204005.1,ID:WP_213204666.1,	ID:WP_087068920.1,	ID:WP_186698468.1,	ID:WP_197158626.1,	ID:WP_197210366.1,	ID:WP_197158626.1,	ID:WP_197151770.1,	
9753_rimO.faa	ID:WP_015110486.1,	ID:WP_213204007.1,	ID:WP_087068918.1,	ID:WP_186698470.1,	ID:WP_197158628.1,	ID:WP_197210367.1,	ID:WP_197158628.1,	ID:WP_197151766.1,	
9754_vitamin_K_epoxide_re...faa	ID:WP_015110487.1,	ID:WP_213205087.1,	ID:WP_087068917.1,	ID:WP_186698472.1,	ID:WP_231598042.1,	ID:WP_197210368.1,	ID:WP_231605542.1,	ID:WP_231596529.1,	
9755_nadB.faa	ID:WP_015110488.1,	ID:WP_213204008.1,	ID:WP_087068916.1,	ID:WP_186698474.1,	ID:WP_231598208.1,	ID:WP_231597356.1,	ID:WP_197158630.1,	ID:WP_197151757.1,	
9756_psbU.faa	ID:WP_015110489.1,	ID:WP_213204009.1,	ID:WP_087069465.1,	ID:WP_186698476.1,	ID:WP_197158631.1,	ID:WP_197210370.1,	ID:WP_197158631.1,	ID:WP_197151755.1,	
9757_DUF3120_domain-conta...faa	ID:WP_245552535.1,	ID:WP_213205088.1,	ID:WP_225867419.1,	ID:WP_225875753.1,	ID:WP_231598207.1,	ID:WP_231597357.1,	ID:WP_197159064.1,	ID:WP_231596528.1,	
9758_undecaprenyl-diphosp...faa	ID:WP_015110491.1,	ID:WP_213204010.1,	ID:WP_172820905.1,	ID:WP_186698478.1,	ID:WP_197171926.1,	ID:WP_197210372.1,	ID:WP_197159065.1,	ID:WP_197151752.1,	
9759_TIGR03279_family_rad...faa	ID:WP_015110492.1,	ID:WP_213204011.1,	ID:WP_087068915.1,	ID:WP_186698480.1,	ID:WP_197171925.1,	ID:WP_197210373.1,	ID:WP_197159066.1,	ID:WP_197151751.1,	
9760_TolC_family_protein.faa	ID:WP_015110493.1,	ID:WP_213204012.1,	ID:WP_225867418.1,	ID:WP_186698481.1,	ID:WP_231598041.1,	ID:WP_231597358.1,	ID:WP_231605544.1,	ID:WP_197151750.1,	
9761_BCD_family_MFS_trans...faa	ID:WP_015110494.1,	ID:WP_213205089.1,	ID:WP_087068913.1,	ID:WP_186700094.1,	ID:WP_197158632.1,	ID:WP_231596766.1,	ID:WP_197158632.1,	ID:WP_231596527.1,	
9762_inositol_monophospha...faa	ID:WP_015110495.1,	ID:WP_213204013.1,	ID:WP_087068912.1,	ID:WP_186698483.1,	ID:WP_197170769.1,	ID:WP_197210375.1,	ID:WP_197158633.1,	ID:WP_197151744.1,	
9763_YihY-virulence_facto...faa	ID:WP_245552630.1,	ID:WP_213204014.1,	ID:WP_225867417.1,	ID:WP_186698485.1,	ID:WP_231598195.1,	ID:WP_231596907.1,	ID:WP_231598195.1,	ID:WP_197153373.1,	
9764_hypothetical_protein.faa	ID:WP_015109201.1,	ID:WP_213204015.1,	ID:WP_087069461.1,	ID:WP_186698487.1,	ID:WP_197158634.1,	ID:WP_197211231.1,	ID:WP_197158634.1,	ID:WP_197151742.1,	
9765_DUF2834_domain-conta...faa	ID:WP_015109200.1,	ID:WP_213204016.1,	ID:WP_087068911.1,	ID:WP_186698489.1,	ID:WP_231598196.1,	ID:WP_197211232.1,	ID:WP_197158635.1,	ID:WP_231596526.1,	
9766_xseB.faa	-	-	-	ID:WP_186698491.1,	-	-	-	ID:WP_197151740.1,	
9767_xseA.faa	ID:WP_015109198.1,	ID:WP_213204018.1,	ID:WP_087068909.1,	ID:WP_186698493.1,	ID:WP_231598197.1,	ID:WP_197211234.1,	ID:WP_231605546.1,	ID:WP_197151738.1,	
9768_hypothetical_protein.faa	ID:WP_015109197.1,	-	-	ID:WP_186698495.1,	ID:WP_197158637.1,	ID:WP_197213989.1,	ID:WP_197158637.1,	ID:WP_197151731.1,	
9769_hrpB.faa	ID:WP_156818418.1,	ID:WP_213204019.1,	ID:WP_087068908.1,	ID:WP_186698497.1,	ID:WP_197171808.1,	ID:WP_197211236.1,	ID:WP_197158640.1,	ID:WP_255517760.1,	
9770_hypothetical_protein.faa	ID:WP_043326803.1,	ID:WP_213187653.1,	ID:WP_087068907.1,	ID:WP_186698499.1,	ID:WP_197158641.1,	ID:WP_197213990.1,	ID:WP_197158641.1,	ID:WP_197151729.1,	
9771_DUF2973_domain-conta...faa	ID:WP_015109192.1,	ID:WP_213204020.1,	ID:WP_087068906.1,	ID:WP_186698500.1,	ID:WP_197158642.1,	ID:WP_197211237.1,	ID:WP_197158642.1,	ID:WP_197151727.1,	
9772_trypsin-like_peptida...faa	ID:WP_015109190.1,	ID:WP_213204021.1,	ID:WP_225867416.1,	ID:WP_186698502.1,	ID:WP_231598260.1,	ID:WP_197211238.1,	ID:WP_231598260.1,	ID:WP_197151726.1,	
9773_hypothetical_protein.faa	ID:WP_015109189.1,	ID:WP_213204022.1,	ID:WP_087068904.1,	ID:WP_186698504.1,	ID:WP_197158644.1,	ID:WP_197211240.1,	ID:WP_197158644.1,	ID:WP_197151724.1,	
9774_ATP-binding_cassette...faa	ID:WP_245552651.1,	ID:WP_213204023.1,	ID:WP_225867671.1,	ID:WP_186698506.1,	ID:WP_197172183.1,	ID:WP_231597395.1,	ID:WP_197158645.1,	ID:WP_231596524.1,	
9775_hypothetical_protein.faa	-	-	-	ID:WP_186700899.1,	-	-	-	-	
9776_hypothetical_protein.faa	ID:WP_015109186.1,	ID:WP_213204024.1,	ID:WP_087069460.1,	ID:WP_186698508.1,	ID:WP_197158647.1,	ID:WP_197211242.1,	ID:WP_197158647.1,	ID:WP_231596523.1,	
9777_hypothetical_protein.faa	ID:WP_015109185.1,	ID:WP_213204025.1,	ID:WP_087068902.1,	ID:WP_186698509.1,	-	ID:WP_197211243.1,	-	ID:WP_197151722.1,	
9778_hypothetical_protein.faa	ID:WP_015109184.1,	ID:WP_213204026.1,	-	ID:WP_186698511.1,	ID:WP_197158648.1,	ID:WP_197211244.1,	ID:WP_197158648.1,	ID:WP_197151720.1,	
9779_anhydro-N-acetylmura...faa	ID:WP_015109183.1,	ID:WP_213204027.1,	ID:WP_087068900.1,	ID:WP_186700096.1,	ID:WP_197171810.1,	ID:WP_197211245.1,	ID:WP_197158649.1,	ID:WP_197151713.1,	
9780_redoxin_domain-conta...faa	ID:WP_245552650.1,	ID:WP_213204028.1,	ID:WP_225867670.1,	ID:WP_225875889.1,	ID:WP_197158652.1,	ID:WP_197211247.1,	ID:WP_197158652.1,	ID:WP_197151712.1,	
9781_HAD-IA_family_hydrol...faa	ID:WP_051017215.1,	ID:WP_213205090.1,	ID:WP_087068898.1,	ID:WP_186698515.1,	ID:WP_197171817.1,	ID:WP_197211249.1,	ID:WP_197158655.1,	ID:WP_197151704.1,	
9782_FAD-dependent_oxidor...faa	ID:WP_015109178.1,	ID:WP_213204030.1,	ID:WP_087068897.1,	ID:WP_186698517.1,	ID:WP_231598200.1,	ID:WP_197211250.1,	ID:WP_231598200.1,	ID:WP_231596521.1,	
9783_phosphoadenylyl-sulf...faa	ID:WP_245552649.1,	ID:WP_213204031.1,	ID:WP_087068896.1,	ID:WP_186698519.1,	ID:WP_231598261.1,	ID:WP_197213997.1,	ID:WP_231605597.1,	ID:WP_197151702.1,	
9784_type_III_pantothenat...faa	ID:WP_051017076.1,	ID:WP_213205091.1,	ID:WP_087068895.1,	ID:WP_186698521.1,	ID:WP_197171823.1,	ID:WP_197211251.1,	ID:WP_197158658.1,	ID:WP_197151700.1,	
9785_bcp.faa	ID:WP_015109175.1,	ID:WP_213204032.1,	ID:WP_087068894.1,	ID:WP_186698522.1,	ID:WP_197158659.1,	ID:WP_197211252.1,	ID:WP_197158659.1,	ID:WP_197151698.1,	
9786_alpha-beta_hydrolase.faa	ID:WP_015109174.1,	-	ID:WP_087068893.1,	ID:WP_186698524.1,	ID:WP_197158661.1,	ID:WP_231597397.1,	ID:WP_197158661.1,	ID:WP_197151689.1,	
9787_AAA_family_ATPase.faa	ID:WP_156818417.1,	ID:WP_213204035.1,	ID:WP_087068892.1,	ID:WP_225875754.1,	ID:WP_197171824.1,	ID:WP_197211254.1,	ID:WP_197158662.1,	ID:WP_197151687.1,	
9788_efflux_RND_transport...faa	ID:WP_015109172.1,	ID:WP_213204039.1,	ID:WP_087068891.1,	ID:WP_225875755.1,	ID:WP_231598016.1,ID:WP_197171826.1,	ID:WP_197212342.1,ID:WP_197213999.1,	ID:WP_231598016.1,ID:WP_197158663.1,	ID:WP_197151685.1,ID:WP_197148499.1,	
9789_efflux_RND_transport...faa	ID:WP_015109168.1,ID:WP_015109171.1,ID:WP_015110914.1,	ID:WP_213204037.1,	ID:WP_087067478.1,ID:WP_087068887.1,ID:WP_087068890.1,	ID:WP_186698530.1,ID:WP_186698536.1,ID:WP_186696777.1,	ID:WP_197170654.1,ID:WP_197171828.1,ID:WP_197171831.1,ID:WP_197170501.1,	ID:WP_197211600.1,ID:WP_197212340.1,ID:WP_197211256.1,	ID:WP_197158664.1,ID:WP_197158667.1,ID:WP_197156565.1,	ID:WP_197150337.1,ID:WP_197151641.1,ID:WP_197151682.1,ID:WP_197148501.1,	
9790_hypothetical_protein.faa	ID:WP_015109170.1,	ID:WP_213204040.1,	ID:WP_157665486.1,	ID:WP_186698532.1,	ID:WP_197158665.1,	ID:WP_197212339.1,	ID:WP_197158665.1,	-	
9791_efflux_RND_transport...faa	ID:WP_156818577.1,	ID:WP_213204036.1,	ID:WP_087068888.1,	ID:WP_255460147.1,	ID:WP_197171829.1,	ID:WP_197211255.1,	ID:WP_197158666.1,	ID:WP_197151643.1,ID:WP_197151683.1,	
9793_alpha-D-glucose_phos...faa	ID:WP_043325551.1,	ID:WP_213204041.1,	ID:WP_087068885.1,	ID:WP_186698537.1,	ID:WP_197171835.1,	ID:WP_231596909.1,	ID:WP_197158671.1,	ID:WP_231596518.1,	
9794_hypothetical_protein.faa	-	-	-	ID:WP_225875756.1,	-	-	-	-	
9795_hypothetical_protein.faa	-	-	-	ID:WP_186698539.1,	ID:WP_197171839.1,	-	ID:WP_197158673.1,	ID:WP_197151635.1,	
9796_FAD-dependent_monoox...faa	ID:WP_245552626.1,	ID:WP_213205092.1,	ID:WP_087068883.1,	ID:WP_225875757.1,	ID:WP_231598202.1,	ID:WP_197211265.1,	ID:WP_197158674.1,	ID:WP_197151633.1,	
9797_hypothetical_protein.faa	ID:WP_015109155.1,	ID:WP_213205093.1,	ID:WP_225867414.1,	ID:WP_186698543.1,	ID:WP_197159070.1,	ID:WP_197211266.1,	ID:WP_197159070.1,	ID:WP_197151631.1,	
9798_phospholipase_D-like...faa	ID:WP_015109154.1,	ID:WP_213204043.1,	ID:WP_087068882.1,	ID:WP_186698545.1,	ID:WP_197171842.1,	ID:WP_197211267.1,	ID:WP_197158675.1,	ID:WP_231596637.1,	
9799_hypothetical_protein.faa	ID:WP_015109153.1,	ID:WP_213204044.1,	ID:WP_087068881.1,	ID:WP_186700901.1,	ID:WP_197158676.1,	ID:WP_197211268.1,	ID:WP_197158676.1,	ID:WP_197151621.1,	
9800_DUF4912_domain-conta...faa	ID:WP_015108447.1,ID:WP_083891434.1,	ID:WP_213204045.1,	ID:WP_225867669.1,	ID:WP_225875758.1,	ID:WP_197171844.1,	ID:WP_231596911.1,ID:WP_197211374.1,	ID:WP_197158677.1,	ID:WP_197151619.1,	
9801_phycobilisome_rod-co...faa	ID:WP_015109151.1,	-	ID:WP_087068879.1,	ID:WP_186698546.1,	ID:WP_197171846.1,	ID:WP_197211270.1,	ID:WP_197158678.1,	ID:WP_197151617.1,	
9802_phycobiliprotein_lya...faa	ID:WP_015109150.1,	ID:WP_213205094.1,	ID:WP_087068878.1,	ID:WP_186698548.1,	ID:WP_197159071.1,	ID:WP_197211271.1,	ID:WP_197159071.1,	ID:WP_197151615.1,	
9803_EamA_family_transpor...faa	ID:WP_043325547.1,	ID:WP_213204046.1,	ID:WP_087068877.1,	ID:WP_186698550.1,	-	-	-	-	
9804_hypothetical_protein.faa	ID:WP_015109148.1,	-	ID:WP_087068876.1,	ID:WP_186698552.1,	ID:WP_231598203.1,	ID:WP_197211272.1,	ID:WP_231598203.1,	ID:WP_197151613.1,	
9805_sufR.faa	ID:WP_015109147.1,	ID:WP_213204047.1,	ID:WP_087069457.1,	ID:WP_186698554.1,	ID:WP_197171848.1,	ID:WP_231596912.1,	ID:WP_197158679.1,	ID:WP_197151611.1,	
9806_ferredoxin--nitrite_...faa	ID:WP_015109146.1,	ID:WP_213204048.1,	ID:WP_087068875.1,	ID:WP_186698556.1,	ID:WP_197171850.1,	ID:WP_197211273.1,	ID:WP_197158680.1,	ID:WP_197151604.1,	
9807_sufB.faa	ID:WP_015109145.1,	ID:WP_213204049.1,	ID:WP_087068874.1,	ID:WP_186698557.1,	ID:WP_197171852.1,	ID:WP_197211274.1,	ID:WP_197158681.1,	ID:WP_197151603.1,	
9808_sufC.faa	ID:WP_015109144.1,	ID:WP_213204050.1,	ID:WP_087068873.1,	ID:WP_186698559.1,	ID:WP_197158682.1,	ID:WP_197211275.1,	ID:WP_197158682.1,	ID:WP_197151601.1,	
9809_SufD_family_Fe-S_clu...faa	ID:WP_245552648.1,	ID:WP_213204051.1,	ID:WP_087068872.1,	ID:WP_186698561.1,	ID:WP_231598204.1,	ID:WP_197211276.1,	ID:WP_197158683.1,	ID:WP_197151600.1,	
9810_SufS_family_cysteine...faa	ID:WP_015109142.1,	ID:WP_213204052.1,	ID:WP_225867413.1,	ID:WP_186700102.1,	ID:WP_197171856.1,	ID:WP_197211277.1,	ID:WP_197158684.1,	ID:WP_231596516.1,	
9811_sulfotransferase_fam...faa	-	-	-	ID:WP_186698562.1,	-	-	-	-	
9812_mtnA.faa	ID:WP_015109129.1,	ID:WP_213204056.1,	ID:WP_087068870.1,	ID:WP_186698564.1,	ID:WP_197171860.1,	ID:WP_197211283.1,	ID:WP_197158690.1,	ID:WP_197151593.1,	
9813_class_II_aldolase-ad...faa	-	ID:WP_213205096.1,	ID:WP_087068859.1,	ID:WP_186698566.1,	-	-	-	ID:WP_255517735.1,	
9814_sodium-solute_sympor...faa	ID:WP_015109115.1,	ID:WP_213204061.1,	ID:WP_087068858.1,	ID:WP_225875759.1,	ID:WP_197159075.1,	-	ID:WP_231605552.1,	ID:WP_197151588.1,	
