source:/home/lalibelulalo/PIPELINES_2023/ASR_ORTHOLOGUES/Thermosynechococcus_clade/pangenoma	Acaryochloris_marina_MBIC11017_GCF_000018105.1_genomic.gbff	Acaryochloris_marina_S15_GCF_018336915.1_genomic.gbff	Acaryochloris_sp__Moss_Beach_GCF_021497025.1_genomic.gbff	Gloeomargarita_lithophora_Alchichica-_D10_GCF_001870225.1_genomic.gbff	Synechococcus_sp_PCC_6312_GCF_000316685.1_genomic.gbff	Thermostichus_lividus_PCC_6715_GCF_002754935.1_genomic.gbff	Thermosynechococcus_elongatus_PKUAC-SCTE542_GCF_003555505.1_genomic.gbff	Thermosynechococcus_sp_CL-1_GCF_008386235.1_genomic.gbff	Thermosynechococcus_sp_HN-54_GCF_023650955.1_genomic.gbff	Thermosynechococcus_sp_TA-1_GCF_017086385.1_genomic.gbff	Thermosynechococcus_sp_a_NK55_GCF_000505665.1_genomic.gbff	Thermosynechococcus_vestitus_BP-1_GCF_000011345.1_genomic.gbff	
4473_translation_initiati...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4474_cupin_domain-contain...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4475_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4476_protein-tyrosine-pho...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4477_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4481_NUDIX_domain-contain...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4482_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4484_isopenicillin_N_synt...faa	1	1	1	1	1	0	0	0	0	0	0	0	
4486_FHA_domain-containin...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4487_FHA_domain-containin...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4488_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4489_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4490_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4491_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4492_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4493_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4494_cadherin-like_domain...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4495_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4496_NACHT_domain-contain...faa	1	1	1	0	1	0	0	0	0	0	0	0	
4497_response_regulator.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4500_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4502_methyltransferase_do...faa	1	1	1	0	1	0	0	0	0	0	0	0	
4503_homogentisate_phytyl...faa	1	1	1	0	1	0	0	0	0	0	0	0	
4505_hypothetical_protein.faa	1	1	1	0	1	0	0	0	0	0	0	0	
4506_GMC_oxidoreductase.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4508_NDP-sugar_synthase.faa	1	1	1	0	1	0	0	0	0	0	0	0	
4510_NUDIX_domain-contain...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4511_hppD.faa	1	1	1	0	1	0	0	0	0	0	0	0	
4512_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4517_hypothetical_protein.faa	1	1	0	0	0	0	0	0	0	0	0	0	
4519_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4520_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4526_dtd.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4528_phenylacetate--CoA_l...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4529_CHASE_domain-contain...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4530_SGNH-GDSL_hydrolase_...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4535_TIGR02450_family_Trp...faa	1	1	1	1	0	0	0	0	0	0	0	0	
4538_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4539_chlorophyll_a-b-bind...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4540_high_light_inducible...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4542_hypothetical_protein.faa	1	1	1	0	1	0	0	0	0	0	0	0	
4545_tetratricopeptide_re...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4546_PstS_family_phosphat...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4547_cupin.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4548_GNAT_family_N-acetyl...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4549_GNAT_family_N-acetyl...faa	1	1	0	0	0	0	0	0	0	0	0	0	
4550_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4552_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4553_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4555_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4556_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4557_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4558_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4559_peptidylprolyl_isome...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4560_DUF2459_domain-conta...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4561_RNA_2--phosphotransf...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4562_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4563_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4564_AAA-like_domain-cont...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4566_FHA_domain-containin...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4567_DOMON-like_domain-co...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4568_aminoglycoside_phosp...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4569_serine-threonine_pro...faa	1	1	0	1	1	1	1	1	1	1	0	0	
4579_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4581_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4582_DUF4870_domain-conta...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4583_TraB-GumN_family_pro...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4586_MFS_transporter.faa	1	1	1	1	1	1	1	1	1	1	0	1	
4590_VTT_domain-containin...faa	2	2	2	1	0	0	0	0	0	0	0	0	
4601_hypothetical_protein.faa	1	1	1	0	1	1	1	1	1	1	0	1	
4603_tetratricopeptide_re...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4605_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4608_fatty_acid_desaturas...faa	1	1	1	0	1	1	1	0	1	0	0	1	
4610_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4616_HD_domain-containing...faa	1	1	1	1	1	0	0	0	0	0	0	0	
4618_rnhA.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4623_CPBP_family_intramem...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4625_alpha-beta_hydrolase.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4627_metallophosphoestera...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4628_class_I_SAM-dependen...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4630_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4631_acyl-CoA_desaturase.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4632_ATP-binding_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4633_ATP-binding_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4635_hypothetical_protein.faa	1	0	1	0	0	0	0	0	0	0	0	0	
4636_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4639_ABC_transporter_subs...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4640_thioesterase_domain-...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4643_rplD.faa	1	1	1	1	1	1	1	1	1	1	0	1	
4666_DUF11_domain-contain...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4667_DUF11_domain-contain...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4668_TonB-dependent_recep...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4669_right-handed_paralle...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4670_DUF11_domain-contain...faa	2	0	0	0	0	0	0	0	0	0	0	0	
4671_DUF4347_domain-conta...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4672_pentapeptide_repeat-...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4673_ester_cyclase.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4674_LuxR_C-terminal-rela...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4675_sulfurtransferase.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4676_AAA_family_ATPase.faa	2	0	1	0	0	0	0	0	0	0	0	0	
4677_AAA_family_ATPase.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4678_endonuclease_domain-...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4679_AAA-like_domain-cont...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4680_AAA-like_domain-cont...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4681_DUF1778_domain-conta...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4682_GNAT_family_N-acetyl...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4683_sugar_ABC_transporte...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4684_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4685_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4686_phosphate_ABC_transp...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4687_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4689_tetratricopeptide_re...faa	2	1	1	0	0	0	0	0	0	0	0	0	
4691_tetratricopeptide_re...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4693_glutathione_S-transf...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4695_RtcB_family_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4696_sugar_transferase.faa	1	1	0	0	1	1	1	1	1	1	0	1	
4697_RNA_polymerase_sigma...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4699_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4700_cation_diffusion_fac...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4702_SH3_domain-containin...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4704_hypothetical_protein.faa	1	1	0	0	0	0	0	0	0	0	0	0	
4705_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4707_glpD.faa	1	1	0	0	0	0	0	0	0	0	0	0	
4710_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4711_gamma-glutamylcyclot...faa	1	1	1	0	0	0	1	1	0	1	0	0	
4712_diguanylate_cyclase.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4713_cas12k.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4714_type_I_restriction_e...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4716_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4718_restriction_endonucl...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4719_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4720_XisI_protein.faa	1	0	0	0	1	0	0	0	0	0	0	0	
4721_XisH_family_protein.faa	1	0	0	0	1	0	0	0	0	0	0	0	
4722_N-6_DNA_methylase.faa	1	1	0	0	0	0	0	0	0	0	0	0	
4723_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4724_VOC_family_protein.faa	2	1	0	0	0	0	0	0	0	0	0	0	
4725_exonuclease_domain-c...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4726_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4727_reverse_transcriptas...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4728_WGR_domain-containin...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4729_response_regulator.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4730_response_regulator.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4731_ATP-binding_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4732_heme_NO-binding_doma...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4733_class_I_SAM-dependen...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4734_iron-containing_redo...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4735_TauD-TfdA_family_dio...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4736_AAA_family_ATPase.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4737_hemB.faa	1	1	1	0	1	0	0	0	0	0	0	0	
4738_sulfite_exporter_Tau...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4741_ribbon-helix-helix_d...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4742_PIN_domain-containin...faa	1	2	1	0	1	0	0	0	0	0	0	0	
4748_pyridoxamine_5--phos...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4749_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4750_FxLYD_domain-contain...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4751_NAD-P--dependent_alc...faa	1	1	1	0	1	0	0	0	0	0	0	0	
4752_NAD-P--dependent_oxi...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4755_ATP-binding_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4760_GGDEF_domain-contain...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4762_glycosyltransferase_...faa	1	2	1	1	0	1	1	1	1	1	0	1	
4763_DUF4832_domain-conta...faa	1	1	0	0	0	0	0	0	0	0	0	0	
4764_polysaccharide_biosy...faa	1	1	0	0	0	0	0	0	0	0	0	0	
4766_hypothetical_protein.faa	1	1	0	0	0	0	0	0	0	0	0	0	
4768_DegT-DnrJ-EryC1-StrS...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4769_polysaccharide_biosy...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4770_metalloregulator_Ars...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4771_trxA.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4772_alkene_reductase.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4773_nuclear_transport_fa...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4774_ABC_transporter_subs...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4775_pentapeptide_repeat-...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4778_AI-2E_family_transpo...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4779_dihydrofolate_reduct...faa	1	1	1	0	1	0	0	0	0	0	0	0	
4787_insulinase_family_pr...faa	1	1	1	1	0	0	0	0	0	0	0	0	
4788_insulinase_family_pr...faa	1	1	1	1	0	0	0	0	0	0	0	0	
4792_glycosyltransferase.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4793_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4794_DUF3131_domain-conta...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4795_DUF3131_domain-conta...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4796_hypothetical_protein.faa	1	1	0	0	0	0	0	0	0	0	0	0	
4798_AbrB_family_transcri...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4799_topA.faa	2	1	1	0	0	0	0	0	0	0	0	0	
4800_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4802_CDP-alcohol_phosphat...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4803_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4804_SMI1-KNR4_family_pro...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4805_hypothetical_protein.faa	1	1	0	0	0	0	0	0	0	0	0	0	
4807_prolyl_oligopeptidas...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4808_cyclic_nucleotide-bi...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4814_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4824_biopolymer_transport...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4827_acyl-CoA_thioesteras...faa	1	1	1	1	1	0	0	0	0	0	0	0	
4837_high_light_inducible...faa	1	1	1	1	0	0	0	0	0	0	0	0	
4839_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4840_NAD-P-H-dependent_ox...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4843_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4844_hypothetical_protein.faa	1	1	0	0	0	0	0	0	0	0	0	0	
4845_cytidine_deaminase.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4846_alpha-ketoglutarate-...faa	1	1	0	0	0	0	0	0	0	0	0	0	
4847_class_I_SAM-dependen...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4848_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4849_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4851_hypothetical_protein.faa	1	1	0	0	0	0	0	0	0	0	0	0	
4852_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4853_DedA_family_protein.faa	1	1	1	0	1	0	0	0	0	0	0	0	
4854_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4855_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4856_hypothetical_protein.faa	2	1	0	0	0	0	0	0	0	0	0	0	
4858_sodium-solute_sympor...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4859_NAD-P--dependent_oxi...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4860_cupin_domain-contain...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4861_DUF1501_domain-conta...faa	1	1	1	1	0	0	0	0	0	0	0	0	
4862_DUF1800_domain-conta...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4863_bifunctional_diguany...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4864_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4865_pentapeptide_repeat-...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4866_response_regulator_t...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4867_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4872_SDR_family_NAD-P--de...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4875_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4876_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4878_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4879_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4880_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4881_S-layer_family_prote...faa	1	1	0	0	0	0	0	0	0	0	0	0	
4882_hypothetical_protein.faa	1	1	0	0	0	0	0	0	0	0	0	0	
4883_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4884_filamentous_hemagglu...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4885_tetratricopeptide_re...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4886_CHAT_domain-containi...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4890_vanadium-dependent_h...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4892_Rieske_-2Fe-2S-_prot...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4893_diguanylate_cyclase.faa	1	2	2	0	0	0	0	0	0	0	0	0	
4896_M28_family_peptidase.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4897_CHAT_domain-containi...faa	1	1	1	1	2	1	0	1	0	0	0	0	
4898_RNA_polymerase_sigma...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4899_hypothetical_protein.faa	1	1	0	0	0	0	0	0	0	0	0	0	
4900_hypothetical_protein.faa	1	1	0	0	0	0	0	0	0	0	0	0	
4903_methylated-DNA---pro...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4904_DUF3303_family_prote...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4905_GNAT_family_N-acetyl...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4906_NADPH-quinone_reduct...faa	1	1	0	0	0	0	0	0	0	0	0	0	
4907_PAS_domain_S-box_pro...faa	2	1	1	0	0	0	0	0	0	0	0	0	
4908_hypothetical_protein.faa	1	0	1	0	0	0	0	0	0	0	0	0	
4909_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4910_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4911_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4912_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4914_YihY-virulence_facto...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4915_CsbD_family_protein.faa	1	2	2	1	1	0	0	0	0	0	0	0	
4916_ISAs1-like_element_I...faa	2	0	0	0	0	0	0	0	0	0	0	0	
4917_high_light_inducible...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4920_DUF547_domain-contai...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4921_ubiG.faa	1	1	1	1	0	0	0	0	0	0	0	0	
4922_nucleoside_phosphory...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4923_hypothetical_protein.faa	1	0	1	0	0	0	0	0	0	0	0	0	
4924_DUF4112_domain-conta...faa	1	1	0	0	0	0	0	0	0	0	0	0	
4925_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4926_ferritin-like_protei...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4927_LodA-GoxA_family_CTQ...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4928_SPASM_domain-contain...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4929_tryptophan_7-halogen...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4930_alpha-beta_hydrolase.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4931_lactate_dehydrogenas...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4932_class_I_SAM-dependen...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4933_DUF5724_domain-conta...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4934_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4935_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4937_VOC_family_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4938_VOC_family_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4939_ATP-dependent_RecD-l...faa	3	1	2	0	1	0	0	0	0	0	0	0	
4940_amidohydrolase_famil...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4941_TetR-AcrR_family_tra...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4942_efflux_RND_transport...faa	1	0	0	1	0	0	0	0	0	0	0	0	
4943_ABC_transporter_perm...faa	1	0	0	1	0	0	0	0	0	0	0	0	
4944_ABC_transporter_ATP-...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4945_hypothetical_protein.faa	1	1	0	0	0	0	0	0	0	0	0	0	
4946_hypothetical_protein.faa	1	1	0	0	0	0	0	0	0	0	0	0	
4947_DUF1328_domain-conta...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4948_psbU.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4949_peptidylprolyl_isome...faa	2	1	1	0	0	0	0	0	0	0	0	0	
4950_site-2_protease_fami...faa	1	2	2	0	0	0	0	0	0	0	0	0	
4951_universal_stress_pro...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4952_DUF308_domain-contai...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4953_photosystem_II_react...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4955_response_regulator_t...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4957_tetratricopeptide_re...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4958_protein_phosphatase_...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4959_response_regulator.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4960_ATP-binding_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4961_hybrid_sensor_histid...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4962_hypothetical_protein.faa	1	1	1	0	0	0	1	1	0	1	0	0	
4963_mechanosensitive_ion...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4965_hypothetical_protein.faa	1	11	6	0	0	0	0	0	0	0	0	0	
4966_CHRD_domain-containi...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4967_response_regulator_t...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4968_DUF3365_domain-conta...faa	1	0	0	0	0	0	0	0	0	0	0	0	
4969_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
4970_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4972_glycosyltransferase_...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4977_response_regulator.faa	2	0	0	0	0	2	0	0	0	0	0	0	
4979_arsM.faa	1	1	1	0	1	0	0	0	0	0	0	0	
4980_arsS.faa	1	1	1	0	1	0	0	0	0	0	0	0	
4981_TVP38-TMEM64_family_...faa	1	1	0	0	0	0	0	0	0	0	0	0	
4982_TVP38-TMEM64_family_...faa	1	1	1	0	1	1	0	0	0	0	0	0	
4983_MAPEG_family_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4984_EAL_domain-containin...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4985_lysylphosphatidylgly...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4986_cysteine_synthase_A.faa	1	1	1	1	1	1	1	1	1	1	0	1	
4988_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4991_S-layer_homology_dom...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4992_response_regulator.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4993_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
4994_L-lactate_permease.faa	1	1	1	0	1	0	0	0	0	0	0	0	
4996_D-hexose-6-phosphate...faa	1	1	1	0	0	0	0	0	0	0	0	0	
4997_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
5000_hypothetical_protein.faa	1	1	1	0	0	0	0	0	0	0	0	0	
5003_response_regulator.faa	1	1	1	0	0	0	0	0	0	0	0	0	
5005_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	
5006_Uma2_family_endonucl...faa	1	0	0	0	0	0	0	0	0	0	0	0	
5009_Uma2_family_endonucl...faa	1	0	0	0	0	0	0	0	0	0	0	0	
5010_EAL_domain-containin...faa	1	1	1	0	0	0	0	0	0	0	0	0	
5011_methylmalonic_acidur...faa	1	1	1	0	0	0	0	0	0	0	0	0	
5015_hypothetical_protein.faa	1	0	1	0	0	0	0	0	0	0	0	0	
5016_NAD-dependent_epimer...faa	1	0	0	0	0	0	0	0	0	0	0	0	
5027_RNA-binding_protein.faa	1	1	1	1	1	1	1	1	1	1	0	1	
5028_2Fe-2S_iron-sulfur_c...faa	1	1	1	0	0	0	0	0	0	0	0	0	
