1760_lipase_family_protei...faa	ID:WP_012162034.1,	-	-	-	-	-	-	-	-	-	-	-	
1762_DUF937_domain-contai...faa	ID:WP_012162036.1,	ID:WP_212662586.1,	ID:WP_235109402.1,	-	-	-	-	-	-	-	-	-	
1763_response_regulator_t...faa	ID:WP_010478060.1,	ID:WP_212662587.1,	ID:WP_212662587.1,	-	ID:WP_015122907.1,	-	-	-	-	-	-	-	
1764_HAMP_domain-containi...faa	ID:WP_012162037.1,	ID:WP_212662588.1,	ID:WP_235109404.1,	-	-	-	-	-	-	-	-	-	
1765_cupin.faa	ID:WP_012162038.1,	ID:WP_212662589.1,	ID:WP_235109405.1,	ID:WP_071455107.1,	-	-	-	-	-	-	-	-	
1766_hypothetical_protein.faa	ID:WP_012162039.1,	-	-	-	-	-	-	-	-	-	-	-	
1767_hypothetical_protein.faa	ID:WP_012162041.1,	-	-	-	-	-	-	-	-	-	-	-	
1771_crtH.faa	ID:WP_012162046.1,	ID:WP_212662594.1,	-	ID:WP_071455457.1,	-	-	-	-	-	-	-	-	
1774_hypothetical_protein.faa	ID:WP_012162048.1,	-	-	-	-	-	-	-	-	-	-	-	
1776_pentapeptide_repeat-...faa	ID:WP_012162051.1,	ID:WP_212662598.1,	ID:WP_235109414.1,	-	-	-	-	-	-	-	-	-	
1778_response_regulator.faa	ID:WP_012162053.1,	ID:WP_212662600.1,	ID:WP_212662600.1,	-	-	-	-	-	-	-	-	-	
1780_hypothetical_protein.faa	ID:WP_012162055.1,	ID:WP_212662602.1,	ID:WP_212662602.1,	-	-	-	-	-	-	-	-	-	
1782_mgtE.faa	ID:WP_012162057.1,	ID:WP_212662604.1,	ID:WP_212662604.1,	-	-	-	ID:WP_181496462.1,	ID:WP_149817390.1,	ID:WP_250681786.1,	ID:WP_206201286.1,	-	-	
1784_M23_family_metallope...faa	ID:WP_238549182.1,	ID:WP_249369400.1,	ID:WP_235109418.1,	-	-	-	-	-	-	-	-	-	
1788_alpha-beta_hydrolase.faa	ID:WP_012162063.1,	ID:WP_249369402.1,	ID:WP_235109422.1,	-	-	-	-	-	-	-	-	-	
1790_IS1380_family_transp...faa	ID:WP_012162068.1,	ID:WP_212661575.1,	-	-	-	-	-	-	-	-	-	-	
1791_GNAT_family_N-acetyl...faa	ID:WP_041659296.1,	-	-	-	-	-	-	-	-	-	-	-	
1792_hypothetical_protein.faa	ID:WP_238549183.1,	-	-	-	-	-	-	-	-	-	-	-	
1793_DUF5958_family_prote...faa	ID:WP_012162071.1,	-	-	-	-	-	-	-	-	-	-	-	
1794_hypothetical_protein.faa	ID:WP_012162072.1,	-	ID:WP_235109436.1,	-	-	-	-	-	-	-	-	-	
1795_hypothetical_protein.faa	ID:WP_148215687.1,	-	-	-	-	-	-	-	-	-	-	-	
1796_hypothetical_protein.faa	ID:WP_187152924.1,	-	-	-	-	-	-	-	-	-	-	-	
1805_class_I_SAM-dependen...faa	ID:WP_012162082.1,ID:WP_041661532.1,	-	-	-	-	-	-	-	-	-	-	-	
1806_DUF4344_domain-conta...faa	ID:WP_012162083.1,	ID:WP_212662622.1,	-	-	-	-	-	-	-	-	-	-	
1808_serine_hydrolase.faa	ID:WP_012162086.1,	ID:WP_249369404.1,	ID:WP_235109456.1,	-	-	-	-	-	-	-	-	-	
1811_hypothetical_protein.faa	ID:WP_041659300.1,	-	-	-	-	-	-	-	-	-	-	-	
1812_GUN4_domain-containi...faa	ID:WP_012162095.1,	-	ID:WP_235107800.1,	-	-	-	-	-	-	-	-	-	
1814_hypothetical_protein.faa	ID:WP_012162097.1,	ID:WP_212662631.1,	ID:WP_235109464.1,	-	-	-	-	-	-	-	-	-	
1815_radical_SAM_protein.faa	ID:WP_012162098.1,	ID:WP_249369406.1,	ID:WP_235109465.1,	-	-	-	-	-	-	-	-	-	
1816_plastoquinol_termina...faa	ID:WP_012162099.1,	ID:WP_212662632.1,	ID:WP_235109466.1,	-	-	-	-	-	-	-	-	-	
1817_helix-turn-helix_tra...faa	ID:WP_012162100.1,ID:WP_049783910.1,	ID:WP_212662633.1,	ID:WP_235109467.1,	ID:WP_071453455.1,	ID:WP_041431057.1,	ID:WP_227517618.1,	-	-	-	-	-	-	
1818_amino_acid_ABC_trans...faa	ID:WP_012162101.1,ID:WP_012167704.1,	ID:WP_212667078.1,ID:WP_212662634.1,	ID:WP_235109468.1,ID:WP_235111827.1,	-	ID:WP_083853485.1,	-	-	-	-	-	-	-	
1819_hypothetical_protein.faa	ID:WP_012162102.1,	-	-	-	-	-	-	-	-	-	-	-	
1823_2Fe-2S_iron-sulfur_c...faa	ID:WP_012162107.1,	-	-	-	-	-	-	-	-	-	-	-	
1825_DUF456_family_protei...faa	ID:WP_049783694.1,	ID:WP_212662641.1,	ID:WP_212662641.1,	-	-	-	-	-	-	-	-	-	
1826_cadherin_domain-calx...faa	ID:WP_012162110.1,	-	-	-	-	-	-	-	-	-	-	-	
1827_MerR_family_transcri...faa	ID:WP_238549184.1,	-	-	-	-	-	-	-	-	-	-	-	
1828_hypothetical_protein.faa	ID:WP_012162112.1,	-	-	-	-	-	-	-	-	-	-	-	
1829_sensor_histidine_kin...faa	ID:WP_041659308.1,	-	-	-	ID:WP_216594183.1,	-	-	-	-	-	-	-	
1831_hypothetical_protein.faa	ID:WP_041659311.1,	-	-	-	-	-	-	-	-	-	-	-	
1832_GNAT_family_N-acetyl...faa	ID:WP_012162116.1,	ID:WP_212662644.1,	ID:WP_235109476.1,	-	-	-	-	-	-	-	-	-	
1837_mnmH.faa	ID:WP_012162121.1,	ID:WP_212662649.1,	ID:WP_235109479.1,	-	-	-	-	-	-	-	-	-	
1838_hypothetical_protein.faa	ID:WP_012162122.1,	ID:WP_212662650.1,	ID:WP_235109480.1,	-	-	-	-	-	-	-	-	-	
1839_hypothetical_protein.faa	ID:WP_238549185.1,	ID:WP_249369408.1,	ID:WP_235109481.1,	-	-	-	-	-	-	-	-	-	
1840_hypothetical_protein.faa	ID:WP_012162124.1,ID:WP_148215690.1,	-	-	-	-	-	-	-	-	-	-	-	
1842_serine-threonine-pro...faa	ID:WP_012162126.1,	ID:WP_212662652.1,	ID:WP_235109484.1,	-	-	-	-	-	-	-	-	-	
1843_hypothetical_protein.faa	ID:WP_049783695.1,	-	-	-	-	-	-	-	-	-	-	-	
1844_ankyrin_repeat_domai...faa	ID:WP_041659314.1,	-	-	-	-	-	-	-	-	-	-	-	
1845_hypothetical_protein.faa	ID:WP_187152926.1,	-	-	-	-	-	-	-	-	-	-	-	
1846_GNAT_family_N-acetyl...faa	ID:WP_012162130.1,	-	-	-	-	-	-	-	-	-	-	-	
1847_DUF4334_domain-conta...faa	ID:WP_012162131.1,	ID:WP_212662653.1,	-	-	-	-	-	-	-	-	-	-	
1848_serine-threonine-pro...faa	ID:WP_012162132.1,ID:WP_012166073.1,	ID:WP_212665725.1,ID:WP_212662654.1,	ID:WP_235109501.1,ID:WP_235108361.1,	-	-	-	-	-	-	-	-	-	
1850_hypothetical_protein.faa	ID:WP_041659317.1,	-	-	-	-	-	-	-	-	-	-	-	
1851_hypothetical_protein.faa	ID:WP_148215691.1,	-	-	-	-	-	-	-	-	-	-	-	
1852_hypothetical_protein.faa	ID:WP_012162138.1,	-	-	-	-	-	-	-	-	-	-	-	
1853_hypothetical_protein.faa	ID:WP_012162139.1,	-	-	-	-	-	-	-	-	-	-	-	
1854_ATP-binding_cassette...faa	ID:WP_012162140.1,	-	-	-	-	-	-	-	-	-	-	-	
1856_high_light_inducible...faa	ID:WP_012162142.1,	-	ID:WP_235112838.1,	-	-	-	-	-	-	-	-	-	
1857_hypothetical_protein.faa	ID:WP_012162145.1,	ID:WP_212664871.1,	ID:WP_212664871.1,ID:WP_212664871.1,	-	-	-	-	-	-	-	-	-	
1863_hypothetical_protein.faa	ID:WP_238549186.1,	-	-	-	-	-	-	-	-	-	-	-	
1864_hypothetical_protein.faa	ID:WP_012162155.1,	-	-	-	-	-	-	-	-	-	-	-	
1865_glutathione_S-transf...faa	ID:WP_012162156.1,	-	-	-	-	-	-	-	-	-	-	-	
1866_helix-turn-helix_tra...faa	ID:WP_041659330.1,	-	ID:WP_235106968.1,	-	-	-	-	-	-	-	-	-	
1867_hypothetical_protein.faa	ID:WP_012162158.1,	-	-	-	-	-	-	-	-	-	-	-	
1868_SIMPL_domain-contain...faa	ID:WP_012162159.1,	ID:WP_212662661.1,	-	-	-	-	-	-	-	-	-	-	
1870_SMI1-KNR4_family_pro...faa	ID:WP_012162160.1,	ID:WP_212665813.1,ID:WP_212662662.1,	ID:WP_235111343.1,	-	-	-	-	-	-	-	-	-	
1872_LysR_family_transcri...faa	ID:WP_012162161.1,	ID:WP_212662665.1,	-	-	-	-	-	-	-	-	-	-	
1874_DUF4437_domain-conta...faa	ID:WP_238549187.1,	-	-	-	-	-	-	-	-	-	-	-	
1875_enoyl-CoA_hydratase-...faa	ID:WP_012162165.1,	ID:WP_212662666.1,	ID:WP_235109516.1,	-	-	-	-	-	-	-	-	-	
1876_LLM_class_oxidoreduc...faa	ID:WP_012162166.1,	ID:WP_212662667.1,	ID:WP_235109518.1,	-	-	-	-	-	-	-	-	-	
1877_SDR_family_NAD-P--de...faa	ID:WP_012162167.1,	ID:WP_212662668.1,	ID:WP_235109520.1,	-	-	-	-	-	-	-	-	-	
1878_hypothetical_protein.faa	ID:WP_041659332.1,	-	-	-	-	-	-	-	-	-	-	-	
1879_BON_domain-containin...faa	ID:WP_012162170.1,	ID:WP_212662669.1,	ID:WP_235109523.1,	-	-	-	-	-	-	-	-	-	
1880_hypothetical_protein.faa	ID:WP_012162171.1,	-	-	-	-	-	-	-	-	-	-	-	
1881_hypothetical_protein.faa	ID:WP_041659333.1,	ID:WP_212662671.1,	ID:WP_235109526.1,	-	-	-	-	-	-	-	-	-	
1882_GGDEF_domain-contain...faa	ID:WP_012162173.1,	ID:WP_249369414.1,	ID:WP_235109527.1,	-	-	-	-	-	-	-	-	-	
1884_hypothetical_protein.faa	ID:WP_041659335.1,	-	-	-	-	-	-	-	-	-	-	-	
1885_hypothetical_protein.faa	ID:WP_012162177.1,	ID:WP_212662672.1,	-	-	-	-	-	-	-	-	-	-	
1887_D-cysteine_desulfhyd...faa	ID:WP_012162178.1,	ID:WP_212662673.1,	ID:WP_235109532.1,	-	-	-	-	-	-	-	-	-	
1890_diguanylate_cyclase.faa	ID:WP_012162180.1,	ID:WP_212664700.1,	ID:WP_235107465.1,	-	-	-	-	-	-	-	-	-	
1895_RnfABCDGE_type_elect...faa	ID:WP_012162184.1,	ID:WP_212662679.1,	ID:WP_235109537.1,	ID:WP_084111409.1,	-	-	-	-	-	-	-	-	
1898_hypothetical_protein.faa	ID:WP_012162187.1,	ID:WP_212662682.1,	ID:WP_235109538.1,	-	-	-	-	-	-	-	-	-	
1901_2Fe-2S_iron-sulfur_c...faa	ID:WP_012162190.1,	ID:WP_212662685.1,	ID:WP_212662685.1,	-	-	-	-	-	-	-	-	-	
1905_transaldolase.faa	ID:WP_012162194.1,	ID:WP_212662689.1,	ID:WP_235109547.1,	-	-	-	-	-	-	-	-	-	
1906_trifunctional_serine...faa	ID:WP_238549267.1,ID:WP_012163950.1,ID:WP_012165360.1,	ID:WP_212664126.1,ID:WP_249369933.1,ID:WP_212662690.1,	ID:WP_235107017.1,ID:WP_235107859.1,	-	-	-	-	-	-	-	-	-	
1908_NAD-P--binding_domai...faa	ID:WP_012162197.1,	ID:WP_212662691.1,	-	-	-	-	-	-	-	-	-	-	
1912_CAP_domain-containin...faa	ID:WP_012162200.1,	ID:WP_212662694.1,	-	-	-	-	-	-	-	-	-	-	
1914_hypothetical_protein.faa	ID:WP_010475938.1,	-	-	-	-	-	-	-	-	-	-	-	
1915_hypothetical_protein.faa	ID:WP_148215693.1,	-	-	-	-	-	-	-	-	-	-	-	
1916_TIM_barrel_protein.faa	ID:WP_012162205.1,	ID:WP_212662698.1,	ID:WP_235109573.1,	-	-	-	-	-	-	-	-	-	
1917_class_II_glutamine_a...faa	ID:WP_012162206.1,	ID:WP_212662699.1,	ID:WP_235109574.1,	-	ID:WP_015123120.1,	-	-	-	-	-	-	-	
1918_S8_family_peptidase.faa	ID:WP_041659340.1,	-	ID:WP_235113138.1,	-	-	-	-	-	-	-	-	-	
1919_hypothetical_protein.faa	ID:WP_012162209.1,	-	-	-	-	-	-	-	-	-	-	-	
1920_Uma2_family_endonucl...faa	ID:WP_012162212.1,	ID:WP_212662702.1,	ID:WP_235109576.1,	-	-	-	-	-	-	-	-	-	
1924_DUF5615_family_PIN-l...faa	ID:WP_238549188.1,	-	-	-	-	-	-	-	-	-	-	-	
1925_hypothetical_protein.faa	ID:WP_012162217.1,	-	ID:WP_235109582.1,	-	-	-	-	-	-	-	-	-	
1926_hypothetical_protein.faa	ID:WP_012162218.1,	ID:WP_212662707.1,	-	-	-	-	-	-	-	-	-	-	
1927_hypothetical_protein.faa	ID:WP_012162219.1,	ID:WP_249369419.1,	ID:WP_235109584.1,	-	-	-	-	-	-	-	-	-	
1928_hypothetical_protein.faa	ID:WP_238549269.1,	ID:WP_249369421.1,	ID:WP_235109585.1,	-	-	-	-	-	-	-	-	-	
1929_AarF-ABC1-UbiB_kinas...faa	ID:WP_012162221.1,	ID:WP_212662710.1,	ID:WP_235109586.1,	ID:WP_216634591.1,	-	-	-	-	-	-	-	-	
1930_ggpS.faa	ID:WP_012162223.1,	ID:WP_212662711.1,	ID:WP_212662711.1,	ID:WP_071453133.1,	-	-	-	-	-	-	-	-	
1931_hypothetical_protein.faa	ID:WP_012162225.1,	ID:WP_212662712.1,	ID:WP_235109587.1,	-	-	-	-	-	-	-	-	-	
1932_glpK.faa	ID:WP_012162226.1,	ID:WP_212662713.1,	ID:WP_235109588.1,	-	-	-	-	-	-	-	-	-	
1933_DUF4347_domain-conta...faa	ID:WP_012162227.1,	ID:WP_212662714.1,	ID:WP_235109589.1,	-	-	-	-	-	-	-	-	-	
1934_hypothetical_protein.faa	ID:WP_238549270.1,	-	-	-	-	-	-	-	-	-	-	-	
1935_stpA.faa	ID:WP_012162229.1,	ID:WP_212662715.1,	ID:WP_212662715.1,	-	-	-	-	-	-	-	-	-	
1937_CDP-archaeol_synthas...faa	ID:WP_012162231.1,	ID:WP_212662717.1,	ID:WP_235109590.1,	-	-	-	-	-	-	-	-	-	
1938_sphingosine_kinase.faa	ID:WP_238549189.1,	ID:WP_249369423.1,	ID:WP_235109592.1,	-	-	-	-	-	-	-	-	-	
1940_CDP-alcohol_phosphat...faa	ID:WP_012162235.1,	ID:WP_212662719.1,	ID:WP_235109597.1,	-	-	-	-	-	-	-	-	-	
1941_lipA.faa	ID:WP_041659344.1,	ID:WP_249369425.1,	ID:WP_235109598.1,	-	ID:WP_015126015.1,	ID:WP_227517688.1,	ID:WP_181496554.1,	ID:WP_149821491.1,	ID:WP_250681919.1,	ID:WP_206200499.1,	-	ID:WP_011056422.1,	
1942_hypothetical_protein.faa	ID:WP_012162237.1,	-	ID:WP_235109600.1,	-	-	-	-	-	-	-	-	-	
1943_hypothetical_protein.faa	ID:WP_012162238.1,	ID:WP_249369427.1,	ID:WP_235109601.1,	-	-	-	-	-	-	-	-	-	
1945_DEAD-DEAH_box_helica...faa	ID:WP_012162240.1,	ID:WP_212662721.1,	ID:WP_235109603.1,	-	-	-	-	-	-	-	-	-	
1946_penicillin-binding_p...faa	ID:WP_012162241.1,	ID:WP_212662722.1,	ID:WP_235109604.1,	-	-	-	-	-	-	-	-	-	
1953_tetratricopeptide_re...faa	ID:WP_012162249.1,	ID:WP_212662728.1,	-	-	-	-	-	-	-	-	-	-	
1955_DUF3747_domain-conta...faa	ID:WP_012162251.1,	ID:WP_212662730.1,	ID:WP_235109616.1,	-	-	-	-	-	-	-	-	-	
1956_substrate-binding_do...faa	ID:WP_012162252.1,	ID:WP_212662731.1,	ID:WP_235109618.1,	-	-	-	-	-	-	-	-	-	
1957_putative_dsRNA-bindi...faa	ID:WP_012162255.1,	ID:WP_212662732.1,	ID:WP_212662732.1,	ID:WP_071453948.1,	-	-	-	-	-	-	-	-	
1959_DnaJ_domain-containi...faa	ID:WP_012162257.1,	ID:WP_212662734.1,	ID:WP_212662734.1,	-	-	-	-	-	-	-	-	-	
1962_hypothetical_protein.faa	ID:WP_012162260.1,	ID:WP_212662737.1,	ID:WP_212662737.1,	-	-	-	-	-	-	-	-	-	
1964_alpha-beta_hydrolase.faa	ID:WP_012162262.1,	ID:WP_212662739.1,	ID:WP_235109622.1,	-	-	-	-	-	-	-	-	-	
1965_EAL_domain-containin...faa	ID:WP_012162263.1,	ID:WP_212662740.1,	ID:WP_212662740.1,	-	-	-	-	-	-	-	-	-	
1966_response_regulator.faa	ID:WP_012162264.1,	ID:WP_212662741.1,	ID:WP_212662741.1,	-	-	-	-	-	-	-	-	-	
1967_ATP-binding_protein.faa	ID:WP_049783702.1,	ID:WP_212662742.1,	ID:WP_235109624.1,	-	-	-	-	-	-	-	-	-	
1969_hypothetical_protein.faa	ID:WP_012162267.1,	ID:WP_212662744.1,	ID:WP_235109625.1,	-	-	-	-	-	-	-	-	-	
1970_hypothetical_protein.faa	ID:WP_012162268.1,	ID:WP_212662745.1,	ID:WP_212662745.1,	-	-	-	-	-	-	-	-	-	
1971_polyamine_aminopropy...faa	ID:WP_012162269.1,	ID:WP_212662746.1,	-	-	-	-	-	-	-	-	-	-	
1972_DUF4178_domain-conta...faa	ID:WP_012162270.1,	ID:WP_212662747.1,	ID:WP_212662747.1,	-	-	-	-	-	-	-	-	-	
1974_hypothetical_protein.faa	ID:WP_041659346.1,	ID:WP_212662748.1,	ID:WP_212662748.1,	-	-	-	-	-	-	-	-	-	
1975_trpS.faa	ID:WP_010477865.1,	ID:WP_212662749.1,	ID:WP_235109632.1,	ID:WP_071455893.1,	ID:WP_015125062.1,	ID:WP_099799646.1,	ID:WP_181496152.1,	ID:WP_149818132.1,	ID:WP_250683443.1,	ID:WP_206199525.1,	-	ID:WP_011057831.1,	
1982_transporter.faa	ID:WP_238549190.1,	ID:WP_212662756.1,	ID:WP_235109644.1,	-	-	-	-	-	-	-	-	-	
1989_glycosyltransferase.faa	ID:WP_012162285.1,	-	ID:WP_235109650.1,	-	-	-	-	-	-	-	-	-	
1990_Uma2_family_endonucl...faa	ID:WP_012162286.1,ID:WP_041659536.1,ID:WP_012165034.1,	-	-	-	-	-	-	-	-	-	-	-	
1991_TerD_family_protein.faa	ID:WP_012162287.1,	ID:WP_212662766.1,	ID:WP_235109652.1,	-	-	-	-	-	-	-	-	-	
1994_CTB_family_bacterioc...faa	ID:WP_010467893.1,	ID:WP_212662768.1,	ID:WP_212662768.1,	-	-	-	-	-	-	-	-	-	
1995_CTB_family_bacterioc...faa	ID:WP_010467895.1,	-	ID:WP_212666363.1,	-	-	-	-	-	-	-	-	-	
1996_CTB_family_bacterioc...faa	ID:WP_012162290.1,	-	-	-	-	-	-	-	-	-	-	-	
1997_CTB_family_bacterioc...faa	ID:WP_049783704.1,	ID:WP_249369433.1,	ID:WP_235109654.1,	-	-	-	-	-	-	-	-	-	
1998_HlyD_family_efflux_t...faa	ID:WP_012162292.1,	ID:WP_212662772.1,ID:WP_249370342.1,	ID:WP_235109655.1,	-	-	-	-	-	-	-	-	-	
1999_peptidase_domain-con...faa	ID:WP_012162293.1,	ID:WP_249369435.1,ID:WP_212667198.1,	ID:WP_235109656.1,	-	-	-	-	-	-	-	-	-	
2000_hypothetical_protein.faa	ID:WP_012162294.1,	ID:WP_212662774.1,	ID:WP_235109657.1,	-	-	-	-	-	-	-	-	-	
2001_hypothetical_protein.faa	ID:WP_012162295.1,	ID:WP_212662775.1,	ID:WP_235109658.1,	-	-	-	-	-	-	-	-	-	
2002_tetratricopeptide_re...faa	ID:WP_012162296.1,	ID:WP_212662776.1,	ID:WP_235109659.1,	-	-	-	-	-	-	-	-	-	
2003_hypothetical_protein.faa	ID:WP_010467911.1,	ID:WP_212662777.1,	ID:WP_212662777.1,	-	-	-	-	-	-	-	-	-	
2008_hypothetical_protein.faa	ID:WP_010467921.1,	ID:WP_212662782.1,	ID:WP_235109665.1,	-	-	-	-	-	-	-	-	-	
2009_hypothetical_protein.faa	ID:WP_012162301.1,	-	ID:WP_235109667.1,	-	-	-	-	-	-	-	-	-	
2010_molybdopterin-depend...faa	ID:WP_012162304.1,	-	ID:WP_235109668.1,	-	-	-	-	-	-	-	-	-	
2011_DUF2808_domain-conta...faa	ID:WP_012162305.1,	ID:WP_212662787.1,	ID:WP_235109669.1,	-	-	-	-	-	-	-	-	-	
2012_hypothetical_protein.faa	ID:WP_012162306.1,	-	-	-	-	-	-	-	-	-	-	-	
2013_hypothetical_protein.faa	ID:WP_041659362.1,	-	-	-	-	-	-	-	-	-	-	-	
2014_tyrosine-type_recomb...faa	ID:WP_238549272.1,	-	-	-	-	-	-	-	-	-	-	-	
2015_hypothetical_protein.faa	ID:WP_049783706.1,	-	-	-	-	-	-	-	-	-	-	-	
2017_hypothetical_protein.faa	ID:WP_012162311.1,	-	-	-	-	-	-	-	-	-	-	-	
2019_AAA_family_ATPase.faa	ID:WP_012162313.1,	ID:WP_212662791.1,	ID:WP_235109671.1,	-	-	-	-	-	-	-	-	-	
2020_GDSL-type_esterase-l...faa	ID:WP_012162314.1,	ID:WP_212662795.1,	ID:WP_235109672.1,	-	-	-	-	-	-	-	-	-	
2025_tetratricopeptide_re...faa	ID:WP_063710516.1,	ID:WP_249369439.1,	ID:WP_235109675.1,	-	-	-	-	-	-	-	-	-	
2026_molecular_chaperone_...faa	ID:WP_012162319.1,	ID:WP_212662800.1,	ID:WP_235109677.1,	-	-	-	-	-	-	-	-	-	
2035_rpsL.faa	ID:WP_012162327.1,	ID:WP_212662806.1,	ID:WP_212662806.1,	ID:WP_071454107.1,	ID:WP_015123967.1,	ID:WP_099798390.1,	ID:WP_149819523.1,	ID:WP_149819523.1,	ID:WP_149819523.1,	ID:WP_149819523.1,	-	ID:WP_011057584.1,	
2048_GNAT_family_N-acetyl...faa	ID:WP_041659373.1,	ID:WP_212662818.1,	ID:WP_235109695.1,	ID:WP_071453233.1,	ID:WP_015123490.1,	-	-	-	-	-	-	-	
2052_hypothetical_protein.faa	ID:WP_049783708.1,	ID:WP_235109697.1,	ID:WP_235109697.1,	-	-	-	-	-	-	-	-	-	
2053_hypothetical_protein.faa	ID:WP_041659381.1,	-	-	-	-	-	-	-	-	-	-	-	
2058_hypothetical_protein.faa	ID:WP_010468019.1,	ID:WP_249369447.1,	ID:WP_235109707.1,	-	-	-	-	-	-	-	-	-	
2059_GTP-binding_protein.faa	ID:WP_063710517.1,	ID:WP_212662830.1,	ID:WP_235109708.1,	-	-	-	-	-	-	-	-	-	
2066_pentapeptide_repeat-...faa	ID:WP_012162359.1,	ID:WP_212662837.1,	ID:WP_235109715.1,	-	-	-	-	-	-	-	-	-	
2067_neutral_zinc_metallo...faa	ID:WP_012162360.1,	ID:WP_212662838.1,	ID:WP_235109716.1,	-	-	-	-	-	-	-	-	-	
2068_hypothetical_protein.faa	ID:WP_012162361.1,	ID:WP_212662839.1,	ID:WP_212662839.1,	-	-	-	-	-	-	-	-	-	
2069_FHA_domain-containin...faa	ID:WP_012162362.1,	ID:WP_212662840.1,	ID:WP_235109717.1,	-	-	-	-	-	-	-	-	-	
2070_ATP-binding_protein.faa	ID:WP_049783710.1,	ID:WP_212662841.1,	ID:WP_235109718.1,	-	-	-	-	-	-	-	-	-	
2073_sensor_domain-contai...faa	ID:WP_012162366.1,	-	-	-	-	-	-	-	-	-	-	-	
2075_ABC_transporter_perm...faa	ID:WP_012162368.1,	ID:WP_212662845.1,	ID:WP_235109724.1,	-	-	-	-	-	-	-	-	-	
2077_hypothetical_protein.faa	ID:WP_010472411.1,	ID:WP_212662847.1,	ID:WP_212662847.1,	-	-	-	-	-	-	-	-	-	
2082_hypothetical_protein.faa	ID:WP_012162374.1,	ID:WP_212662852.1,	ID:WP_235109729.1,	-	-	-	-	-	-	-	-	-	
2083_HpsJ_family_protein.faa	ID:WP_012162375.1,	ID:WP_212662853.1,	ID:WP_235109730.1,	-	-	-	-	-	-	-	-	-	
2084_crtA.faa	ID:WP_148215694.1,	ID:WP_212662854.1,	ID:WP_235109731.1,	-	-	-	-	-	-	-	-	-	
2085_serine-threonine_pro...faa	ID:WP_238549193.1,	ID:WP_249370311.1,ID:WP_212662855.1,	ID:WP_235109732.1,	-	-	-	-	-	-	-	-	-	
2086_SDR_family_oxidoredu...faa	ID:WP_012162378.1,	ID:WP_212662856.1,	ID:WP_235109733.1,	-	-	-	-	-	-	-	-	-	
2087_DUF3565_domain-conta...faa	ID:WP_041659395.1,	ID:WP_235109734.1,	ID:WP_235109734.1,	-	-	-	-	-	-	-	-	-	
2088_hypothetical_protein.faa	ID:WP_187152928.1,	ID:WP_212662857.1,	ID:WP_212662857.1,	-	-	-	-	-	-	-	-	-	
2089_FAD-dependent_oxidor...faa	ID:WP_012162381.1,	ID:WP_212662858.1,	ID:WP_212662858.1,	-	-	-	-	-	-	-	-	-	
2090_hypothetical_protein.faa	ID:WP_012162382.1,	-	-	-	-	-	-	-	-	-	-	-	
2091_yidD.faa	ID:WP_012162383.1,	ID:WP_212662859.1,	ID:WP_235109737.1,	-	-	-	-	-	-	-	-	-	
2096_hypothetical_protein.faa	ID:WP_012162389.1,	ID:WP_212662864.1,	-	-	-	-	-	-	-	-	-	-	
2100_GAF_domain-containin...faa	ID:WP_012162392.1,	ID:WP_212662865.1,	ID:WP_235109743.1,	-	-	-	-	-	-	-	-	-	
2101_TetR-AcrR_family_tra...faa	ID:WP_238549195.1,	ID:WP_249369453.1,	ID:WP_235109744.1,	-	-	-	-	-	-	-	-	-	
2102_DUF4345_domain-conta...faa	ID:WP_012162394.1,	ID:WP_212662866.1,	ID:WP_235109745.1,	-	-	-	-	-	-	-	-	-	
2103_SRPBCC_family_protei...faa	ID:WP_012162395.1,	ID:WP_212662867.1,	ID:WP_212662867.1,	-	-	-	-	-	-	-	-	-	
2105_hypothetical_protein.faa	ID:WP_012162397.1,	ID:WP_212665897.1,ID:WP_212662870.1,ID:WP_212666892.1,	ID:WP_235109750.1,ID:WP_235111733.1,	-	ID:WP_015125459.1,	-	-	-	-	-	-	-	
2106_choice-of-anchor_I_f...faa	ID:WP_012162398.1,	-	-	-	-	-	-	-	-	-	-	-	
2110_hypothetical_protein.faa	ID:WP_012162404.1,	-	-	-	-	-	-	-	-	-	-	-	
2114_PKD_domain-containin...faa	ID:WP_012162409.1,	ID:WP_212666062.1,ID:WP_249369455.1,	-	-	-	-	-	-	-	-	-	-	
2115_cellulase_family_gly...faa	ID:WP_238549196.1,	ID:WP_249369457.1,	-	-	-	-	-	-	-	-	-	-	
2116_acyltransferase_fami...faa	ID:WP_012162413.1,	ID:WP_212662879.1,	ID:WP_235109768.1,	-	-	-	-	-	-	-	-	-	
2117_nucleotidyltransfera...faa	ID:WP_238549197.1,	ID:WP_212662880.1,	ID:WP_235109770.1,	-	-	-	-	-	-	-	-	-	
2118_class_I_SAM-dependen...faa	ID:WP_012162415.1,	ID:WP_249369459.1,	ID:WP_235109772.1,	-	-	-	-	-	-	-	-	-	
2119_glycosyltransferase_...faa	ID:WP_012162416.1,	ID:WP_212662882.1,	ID:WP_235109774.1,	-	-	-	-	-	-	-	-	-	
2120_class_I_SAM-dependen...faa	ID:WP_012162417.1,	-	-	-	-	-	-	-	-	-	-	-	
2121_glycosyltransferase_...faa	ID:WP_012162418.1,	ID:WP_212662883.1,	ID:WP_235109775.1,	-	-	-	-	-	-	-	-	-	
2122_hypothetical_protein.faa	ID:WP_012162419.1,	-	-	-	-	-	-	-	-	-	-	-	
