Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000022	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	n10	1.0	Terminal	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596902.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596903.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596901.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596904.1
OG0000022	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	n11	1.0	Terminal	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596902.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596903.1
OG0000022	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	n12	1.0	Terminal	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596901.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596904.1
OG0000023	N0	n0	1.0	Non-Terminal	cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044106752.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_172582091.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594825.1, Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012953903.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_229636896.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543540.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596735.1, Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012953663.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_229637634.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594459.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544544.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_232014562.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044106195.1
OG0000023	N0	n6	0.166666666667	Non-Terminal	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596735.1	Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012953663.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_229637634.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594459.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544544.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_232014562.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044106195.1
OG0000024	N0	n0	1.0	Non-Terminal	cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044106831.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119260719.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594128.1, Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012953822.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_229636849.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009545850.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594673.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594863.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119260198.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044107440.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543829.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_229637201.1, Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012954203.1
OG0000024	N0	n6	0.166666666667	Non-Terminal	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594673.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594863.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119260198.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044107440.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543829.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_229637201.1, Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012954203.1
OG0000025	N0	n0	1.0	Non-Terminal	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594546.1, Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012954605.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_040054455.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044106482.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119260007.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544410.1	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544409.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_241392701.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_243397415.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_040054938.1, Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012954012.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_232014617.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_232509920.1
OG0000025	N0	n6	0.166666666667	Non-Terminal	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544409.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_241392701.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_243397415.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_040054938.1, Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012954012.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_232014617.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_232509920.1
OG0000026	N0	n0	1.0	Non-Terminal	cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119260685.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044106869.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594333.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544174.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_229637397.1, Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012954492.1	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009547952.1, Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012954473.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_040054535.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544392.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596082.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044107610.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119260046.1
OG0000026	N0	n6	0.166666666667	Non-Terminal	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009547952.1	Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012954473.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_040054535.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544392.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596082.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044107610.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119260046.1
OG0000027	N2	n2	0.75	Non-Terminal	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596303.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044106434.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119259976.1	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009545244.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595814.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119259917.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044106355.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009545893.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544965.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119260154.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044105464.1
OG0000027	N2	n5	0.25	Non-Terminal	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009545244.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595814.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119259917.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044106355.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009545893.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544965.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119260154.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044105464.1
OG0000027	N2	n6	0.75	Non-Terminal	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595814.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119259917.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044106355.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009545893.1	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544965.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119260154.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044105464.1
OG0000028	N2	n0	0.5	Non-Terminal	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596671.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593398.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009545644.1	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009547421.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594698.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596022.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596680.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596679.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596113.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593824.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593729.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543656.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543113.1
OG0000028	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	n2	1.0	Terminal	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596671.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593398.1
OG0000028	N2	n3	0.5	Non-Terminal	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009547421.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594698.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596022.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596680.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596679.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596113.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593824.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593729.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543656.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543113.1
OG0000028	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	n5	1.0	Terminal	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594698.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596022.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596680.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596679.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596113.1
OG0000028	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	n6	1.0	Terminal	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594698.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596022.1
OG0000028	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	n7	1.0	Terminal	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596680.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596679.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596113.1
OG0000028	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	n8	1.0	Terminal	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596679.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596113.1
OG0000028	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	n10	1.0	Terminal	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593824.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593729.1
OG0000028	Crocosphaera_subtropica_ATCC_51142_GCF_000017845.1_protein	n11	1.0	Terminal	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543656.1	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543113.1
OG0000029	N0	n0	1.0	Non-Terminal	cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044106819.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119260733.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594738.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544464.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_229636955.1, Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012953989.1	cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_229637558.1, Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012953539.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009547491.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044106393.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119259947.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012595625.1
OG0000030	N0	n0	1.0	Non-Terminal	cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119259648.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_084220174.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593771.1, Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012953557.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_040054680.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_182670728.1	Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012954379.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_040054617.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044106349.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119259909.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012597010.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009546539.1
OG0000031	N0	n0	0.833333333333	Non-Terminal	Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012953575.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544101.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594308.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044106866.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119260688.1	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009546171.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596199.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119259913.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044106353.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_040054966.1, Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012953713.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_008276079.1
OG0000031	N0	n5	0.166666666667	Non-Terminal	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009546171.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596199.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119259913.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044106353.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_040054966.1, Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012953713.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_008276079.1
OG0000032	N0	n0	1.0	Non-Terminal	cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_229637118.1, Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012954150.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543349.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119260873.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_232509865.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596416.1	Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012953697.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_040054980.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009547073.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012597073.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119260872.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044106634.1
OG0000033	N0	n0	1.0	Non-Terminal	Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012953707.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_229637658.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044106073.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119259703.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594695.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543405.1	Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012593929.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119260305.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044107314.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_229637681.1, Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012953739.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009543543.1
OG0000034	N0	n0	1.0	Non-Terminal	Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009545495.1, Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012953804.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_229636836.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119260826.1, cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044106690.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012594532.1	cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235_1_protein_WP_044107155.1, cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135_1_protein_WP_119260434.1, Rippkaea_orientalis_PCC_8801_GCF_000021805_1_protein_WP_012596119.1, cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515_1_protein_WP_040054706.1, Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125_1_protein_WP_012954134.1, Crocosphaera_subtropica_ATCC_51142_GCF_000017845_1_protein_WP_009544164.1
