Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Calothrix_sp_336-3_336-3.gbff,Calothrix_sp_NIES-3974_NIES-3974.gbff,Calothrix_sp_NIES-4071_NIES-4071.gbff,Calothrix_sp_NIES-4105_NIES-4105.gbff,Calothrix_sp_PCC_6303_PCC_6303.gbff,Calothrix_sp_PCC_7716_PCC_7716.gbff
7455_AtzE_family_amidohyd...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7456_efflux_RND_transport...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7457_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7458_AAA_family_ATPase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7459_transglycosylase_dom...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7460_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7461_dmeF.faa,,,,,,,,,,,,,,0,1,0,0,1,1
7462_cobG.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7463_precorrin-8X_methylm...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7464_precorrin-2_C-20--me...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7465_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,1,0,1
7466_glycosyltransferase.faa,,,,,,,,,,,,,,0,1,1,1,1,1
7467_aldo-keto_reductase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7468_TetR-AcrR_family_tra...faa,,,,,,,,,,,,,,1,1,0,0,1,0
7469_NAD-P--dependent_alc...faa,,,,,,,,,,,,,,1,1,0,0,1,1
7470_PRC-barrel_domain-co...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7471_phosphate-starvation...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7472_DUF2905_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7473_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7474_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,1,0
7475_glycoside_hydrolase_...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7476_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7477_ATP-binding_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7478_glutathione_S-transf...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7479_fasciclin_domain-con...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7480_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7481_GTP-binding_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7482_alpha-beta_hydrolase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7483_SufE_family_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7484_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7485_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7486_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,1,0,1
7487_queG.faa,,,,,,,,,,,,,,1,1,1,1,0,1
7488_HAD-IA_family_hydrol...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7489_asparaginase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7490_CGLD27_family_protei...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7491_rsfS.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7492_glycosyltransferase_...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7493_sugar_transferase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7494_7-carboxy-7-deazagua...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7495_DUF3318_domain-conta...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7496_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,1,0
7497_iron_uptake_porin.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7498_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,0,0,0,1
7499_DUF1361_domain-conta...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7500_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7501_DUF4346_domain-conta...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7502_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7503_-2Fe-2S--binding_pro...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7504_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7505_metal-dependent_phos...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7506_DUF4178_domain-conta...faa,,,,,,,,,,,,,,0,1,1,1,0,1
7507_polyamine_aminopropy...faa,,,,,,,,,,,,,,0,1,1,1,0,1
7508_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,1,0,1
7509_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,1,0,1
7510_DUF4090_family_prote...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7511_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7512_chloride_channel_pro...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7513_TldD-PmbA_family_pro...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7514_hydrocarbon-binding_...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7515_murQ.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7516_FMN-dependent_NADH-a...faa,,,,,,,,,,,,,,1,1,0,0,0,1
7517_AraC_family_transcri...faa,,,,,,,,,,,,,,1,1,1,1,0,1
7519_hflX.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7520_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7521_D-alanyl-D-alanine_c...faa,,,,,,,,,,,,,,0,1,1,1,1,1
7522_translocation-assemb...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7523_AI-2E_family_transpo...faa,,,,,,,,,,,,,,0,1,1,1,0,1
7525_AI-2E_family_transpo...faa,,,,,,,,,,,,,,1,1,1,1,0,1
7526_TIGR00341_family_pro...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7527_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7528_ParA_family_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7529_alpha-beta_hydrolase.faa,,,,,,,,,,,,,,0,1,1,1,1,1
7530_PAS_domain_S-box_pro...faa,,,,,,,,,,,,,,0,1,1,1,0,1
7531_molybdenum_cofactor_...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7532_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7533_CBS_domain-containin...faa,,,,,,,,,,,,,,1,1,1,1,0,1
7536_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7537_DEAD-DEAH_box_helica...faa,,,,,,,,,,,,,,1,1,0,0,1,1
7538_pentapeptide_repeat-...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7539_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7540_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7541_TonB-dependent_recep...faa,,,,,,,,,,,,,,0,1,0,0,1,1
7542_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,1
7543_fldA.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7544_alpha-beta_hydrolase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7545_PepSY_domain-contain...faa,,,,,,,,,,,,,,0,1,0,0,0,1
7546_alpha-beta_hydrolase.faa,,,,,,,,,,,,,,1,1,1,1,0,1
7547_chlorophyll_a-b-bind...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7548_superoxide_dismutase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7549_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7550_transcriptional_regu...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7551_TM0106_family_RecB-l...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7552_aminotransferase_cla...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7553_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,1,0,1
7554_egtC.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7555_ergothioneine_biosyn...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7556_acsF.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7557_glycosyltransferase_...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7558_helix-turn-helix_dom...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7559_DUF4058_family_prote...faa,,,,,,,,,,,,,,0,1,1,1,0,1
7560_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7561_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7562_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,0,1
7563_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7564_NAD-P--FAD-dependent...faa,,,,,,,,,,,,,,0,1,0,0,0,1
7565_tetratricopeptide_re...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7566_branched-chain_amino...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7567_helix-turn-helix_dom...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7568_fdxB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7569_ferrous_iron_transpo...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7570_ferrous_iron_transpo...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7571_50S_ribosome-binding...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7572_glyoxalase_superfami...faa,,,,,,,,,,,,,,0,1,1,1,0,0
7573_dcd.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7574_queC.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7575_hemolysin_family_pro...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7576_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7577_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7578_ureidoglycolate_lyas...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7579_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7580_FG-GAP-like_repeat-c...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7581_histone_deacetylase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7583_protein_kinase.faa,,,,,,,,,,,,,,0,1,1,1,0,1
7584_ABC_transporter_subs...faa,,,,,,,,,,,,,,0,1,1,1,0,1
7585_protein_kinase.faa,,,,,,,,,,,,,,0,1,0,0,1,1
7586_serine-threonine_pro...faa,,,,,,,,,,,,,,0,1,1,1,1,1
7587_5-formyltetrahydrofo...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7588_sulfurtransferase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7589_MnmC_family_methyltr...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7590_two-component_system...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7591_glmU.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7592_5--nucleotidase-apyr...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7593_5--nucleotidase_C-te...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7594_glutathione_S-transf...faa,,,,,,,,,,,,,,1,1,1,1,1,0
7595_DUF2808_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,1,0
7596_iron_uptake_porin.faa,,,,,,,,,,,,,,0,1,1,1,1,1
7597_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7598_TIGR00303_family_pro...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7599_dipeptide_epimerase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7600_pdhA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7601_aldose_epimerase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7602_fba.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7603_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7604_response_regulator_t...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7605_DUF192_domain-contai...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7606_DUF2949_domain-conta...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7607_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,1,1,1,0,1
7609_VWA_domain-containin...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7610_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7611_OmpA_family_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7612_cupin_domain-contain...faa,,,,,,,,,,,,,,1,1,0,0,1,0
7613_branched-chain_amino...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7614_cation-translocating...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7615_M48_family_metallope...faa,,,,,,,,,,,,,,0,1,1,1,0,1
7616_prenyltransferase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7617_cation-proton_antipo...faa,,,,,,,,,,,,,,0,1,0,0,1,1
7618_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7619_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7620_glycosyltransferase_...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7621_rnhA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7622_response_regulator.faa,,,,,,,,,,,,,,0,1,1,1,0,1
7623_helix-turn-helix_dom...faa,,,,,,,,,,,,,,0,1,1,1,1,1
7624_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,1,1,1
7628_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,1,1,1
7629_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,1,1,1
7630_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,1,1,1
7631_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7632_AAA_family_ATPase.faa,,,,,,,,,,,,,,1,1,0,0,0,0
7633_glucose-1-phosphate_...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7634_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7635_Uma2_family_endonucl...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7636_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,0,1
7639_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,1,1,1
7640_OmpA_family_protein.faa,,,,,,,,,,,,,,0,1,1,1,1,1
7641_GTP-binding_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7642_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,1,1,1
7643_HAMP_domain-containi...faa,,,,,,,,,,,,,,0,1,1,1,0,1
7644_SMI1-KNR4_family_pro...faa,,,,,,,,,,,,,,0,1,1,1,1,1
7645_hemJ.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7646_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7647_DUF3598_family_prote...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7648_DNA_cytosine_methylt...faa,,,,,,,,,,,,,,0,1,1,1,1,1
7649_ccsB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7650_LuxR_C-terminal-rela...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7651_alpha-beta_hydrolase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7652_DUF4112_domain-conta...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7653_ptsP.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7654_bcp.faa,,,,,,,,,,,,,,1,1,0,0,1,1
7655_tetratricopeptide_re...faa,,,,,,,,,,,,,,0,1,1,1,0,1
7656_YebC-PmpR_family_DNA...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7657_cas6.faa,,,,,,,,,,,,,,1,1,1,1,0,0
7658_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7659_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7660_DUF2262_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7661_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,1,1,1,0,1
7662_UDP-N-acetylmuramoyl...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7663_glutaredoxin_family_...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7664_NACHT_domain-contain...faa,,,,,,,,,,,,,,1,1,1,1,1,0
7665_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7666_anti-sigma_regulator...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7667_rlmD.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7668_carbohydrate_ABC_tra...faa,,,,,,,,,,,,,,0,1,1,1,1,1
7669_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7670_serine_hydrolase.faa,,,,,,,,,,,,,,0,1,1,1,1,1
7671_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7672_glutamate-5-semialde...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7673_rpsU.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7674_DUF3445_domain-conta...faa,,,,,,,,,,,,,,0,1,1,1,0,1
7675_ATP-binding_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7676_WD40_repeat_domain-c...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7677_tocopherol_cyclase_f...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7678_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7679_YdcF_family_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7680_DUF2288_domain-conta...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7681_1-acyl-sn-glycerol-3...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7682_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7683_cphA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7684_cyanophycinase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7685_trmD.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7686_DUF4351_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7687_DUF4351_domain-conta...faa,,,,,,,,,,,,,,0,1,1,1,1,1
7689_ylqF.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7690_APC_family_permease.faa,,,,,,,,,,,,,,0,1,1,1,1,1
7691_purQ.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7692_purS.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7693_transcriptional_repr...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7694_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7695_SDR_family_NAD-P--de...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7696_alpha-beta_fold_hydr...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7699_lysophospholipase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7700_RluA_family_pseudour...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7701_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7702_tsaB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7703_acetyl_ornithine_ami...faa,,,,,,,,,,,,,,1,1,1,1,0,1
7704_VWA_domain-containin...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7705_HEAT_repeat_domain-c...faa,,,,,,,,,,,,,,0,1,1,1,1,1
7706_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7707_Dethiobiotin_synthet...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7708_YciI_family_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7709_phycoerythrobilin-fe...faa,,,,,,,,,,,,,,1,1,0,0,1,1
7710_15-16-dihydrobiliver...faa,,,,,,,,,,,,,,1,1,0,0,1,1
7711_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7712_damage-control_phosp...faa,,,,,,,,,,,,,,0,1,1,1,0,0
7713_GTP-binding_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7714_STAS_domain-containi...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7715_hemF.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7716_polyketide_cyclase_-...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7717_Mrp-NBP35_family_ATP...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7718_rodA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7719_menA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7720_isochorismate_syntha...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7721_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7722_glgP.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7723_Ycf34_family_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7724_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7726_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7727_peptidylprolyl_isome...faa,,,,,,,,,,,,,,0,1,0,0,0,1
7728_tetratricopeptide_re...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7729_ribonuclease_D.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7730_Uma2_family_endonucl...faa,,,,,,,,,,,,,,1,1,1,1,1,0
7731_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7732_AAA_family_ATPase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7733_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7734_tatC.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7735_gshA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7736_tRNA_-cytidine-34--2...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7737_peptidoglycan_DD-met...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7738_chromophore_lyase_Cp...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7739_psb29.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7740_phage_holin_family_p...faa,,,,,,,,,,,,,,0,1,1,1,1,1
7741_biopolymer_transport...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7742_MotA-TolQ-ExbB_proto...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7743_YkvA_family_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7744_Uma2_family_endonucl...faa,,,,,,,,,,,,,,1,1,1,1,1,0
7745_sugar_phosphate_nucl...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7747_aldo-keto_reductase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7748_AmpG_family_muropept...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7749_ABC_transporter_perm...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7750_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7751_thrS.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7752_dapB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7753_phosphate_ABC_transp...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7754_tetratricopeptide_re...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7755_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,1,1,0,0,0,0
7756_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,0,0,1,0
7757_metK.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7758_ATP-binding_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7759_serine-threonine_pro...faa,,,,,,,,,,,,,,0,1,1,1,0,1
7760_F0F1_ATP_synthase_su...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7761_atpA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7762_atpH.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7763_F0F1_ATP_synthase_su...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7764_F0F1_ATP_synthase_su...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7765_atpE.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7766_atpB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7767_ATP_synthase_subunit...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7768_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7769_DUF433_domain-contai...faa,,,,,,,,,,,,,,1,1,1,1,0,0
7772_class_I_SAM-dependen...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7773_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7774_apcA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7775_apcB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7776_phycobilisome_linker...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7777_FtsW-RodA-SpoVE_fami...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7778_sulfite_exporter_Tau...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7779_cytochrome_c_biogene...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7780_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7781_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,1,0,1
7782_queF.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7783_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7784_phasin_family_protei...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7785_adenosine_deaminase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7786_hemolysin_family_pro...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7787_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,1,1,1,0,0
7788_D-alanyl-D-alanine_c...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7789_undecaprenyl-decapre...faa,,,,,,,,,,,,,,0,1,1,1,0,1
7790_nuclear_transport_fa...faa,,,,,,,,,,,,,,0,1,0,0,0,0
7791_glycosyltransferase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7792_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,0,1
7793_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7794_VOC_family_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7795_HetP_family_heterocy...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7796_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7797_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7799_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7800_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,1,1,1
7801_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7802_efflux_RND_transport...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7803_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
7804_ATP-binding_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
7805_FIST_C-terminal_doma...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7806_Nif11-like_leader_pe...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7807_trypsin-like_peptida...faa,,,,,,,,,,,,,,1,1,1,1,1,1
7808_tetratricopeptide_re...faa,,,,,,,,,,,,,,1,1,1,1,1,1
