Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Chamaesiphon_minutus_PCC_6605_GCF_000317145.1_genomic.gbff,Chondrocystis_sp_NIES-4102_GCF_002368355.1_genomic.gbff,Cyanobacterium_aponinum_PCC_10605_GCF_000317675.1_genomic.gbff,Dactylococcopsis_salina_PCC_8305_GCF_000317615.1_genomic.gbff,Euhalothece_natronophila_Z-M001_GCF_007904085.1_genomic.gbff,Geminocystis_herdmanii_PCC_6308_GCF_000332235.1_genomic.gbff,Geminocystis_sp_NIES-3708_GCF_001548095.1_genomic.gbff,Geminocystis_sp_NIES-3709_GCF_001548115.1_genomic.gbff,Halothece_sp_PCC_7418_GCF_000317635.1_genomic.gbff,Stanieria_cyanosphaera_PCC_7437_GCF_000317575.1_genomic.gbff,Stanieria_sp_NIES-3757_GCF_002355455.1_genomic.gbff
4767_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4770_DUF4189_domain-conta...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4772_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4779_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1
4780_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,1,0
4781_phosphate-starvation...faa,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,1,1,1
4782_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4783_gltD.faa,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,1,1,1
4784_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4785_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4786_lipid-A-disaccharide...faa,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,0,0
4787_glycosyltransferase_...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1
4789_glycoside_hydrolase_...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4790_DNA_phosphorothioati...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4791_pentapeptide_repeat-...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4792_gloA.faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,1,1
4795_DUF6464_family_prote...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4796_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4797_DUF1345_domain-conta...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0
4802_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4804_PAS_domain-containin...faa,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,0,0
4809_HEAT_repeat_domain-c...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4810_DNA-formamidopyrimid...faa,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1
4815_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4816_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4818_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4821_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4830_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4832_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
4834_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4835_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
4837_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4838_ATP-grasp_domain-con...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4839_formylglycine-genera...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4840_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4841_glutathione_S-transf...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4851_nitrate_ABC_transpor...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4853_ntrB.faa,,,,,,,,,,,,,,1,1,0,0,0,1,1,1,0,1,1
4854_ABC_transporter_subs...faa,,,,,,,,,,,,,,1,1,0,0,0,1,1,1,0,1,1
4855_LysR_family_transcri...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4856_M48_family_metallope...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4857_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4858_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4866_amylo-alpha-1-6-gluc...faa,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,1,1,1
4867_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4869_CAP_domain-containin...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4871_ATP--corrinoid_adeno...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4872_rph.faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
4873_pentapeptide_repeat-...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4874_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4875_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4876_HAD-IC_family_P-type...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4877_DUF58_domain-contain...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0
4879_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4880_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4884_NF038122_family_meta...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4887_TldD-PmbA_family_pro...faa,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,0,0
4888_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4889_TldD-PmbA_family_pro...faa,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,0,0
4890_DUF3352_domain-conta...faa,,,,,,,,,,,,,,1,0,1,0,0,1,0,1,1,0,1
4893_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4901_cax.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4902_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4907_type_II_toxin-antito...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4914_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1
4917_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1
4918_phycobilisome_protei...faa,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1
4919_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4920_hydrocarbon_binding_...faa,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1
4921_2Fe-2S_iron-sulfur_c...faa,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1
4923_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4926_COP23_domain-contain...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4927_serine_protease.faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,1,1
4928_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4931_pruA.faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,1,1
4932_HEAT_repeat_domain-c...faa,,,,,,,,,,,,,,1,1,0,0,0,0,1,1,0,1,1
4934_DUF2059_domain-conta...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4936_PH_domain-containing...faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,1,1
4938_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4943_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,0,0
4944_cation-dicarboxylase...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4945_proteasome-type_prot...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
4946_transglutaminase_fam...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
4947_alpha-E_domain-conta...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
4948_circularly_permuted_...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
4950_VWA_domain-containin...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
4953_pyridoxamine_5--phos...faa,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,0,0
4954_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4959_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4965_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4966_mscL.faa,,,,,,,,,,,,,,1,1,0,0,0,1,1,1,0,1,1
4969_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4971_HD_domain-containing...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4973_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4974_cobG.faa,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0
4975_precorrin-8X_methylm...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4977_T4_RnlA_family_RNA_l...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0
4978_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4979_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4981_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1
4984_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4987_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4991_lipopolysaccharide_a...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4994_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4996_sterol_desaturase_fa...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
4999_NAAT_family_transpor...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0
5000_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5001_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5003_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5005_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5010_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5012_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5017_HAD_hydrolase-like_p...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5018_DUF1361_domain-conta...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5019_sulfate_ABC_transpor...faa,,,,,,,,,,,,,,1,1,0,0,0,1,1,1,0,1,1
5020_DUF2330_domain-conta...faa,,,,,,,,,,,,,,1,0,1,1,0,0,1,1,1,1,1
5021_RnfABCDGE_type_elect...faa,,,,,,,,,,,,,,1,0,1,1,0,0,1,1,1,1,1
5024_DUF2996_domain-conta...faa,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1
5026_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1
5027_tetratricopeptide_re...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
5028_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5029_TROVE_domain-contain...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1
5030_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5031_PQQ-binding-like_bet...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5032_TerD_family_protein.faa,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1
5034_Matrixin.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5038_phosphate-phosphite-...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5039_CHAT_domain-containi...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5040_CHAT_domain-containi...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5041_polysaccharide_deace...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5045_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5046_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5051_radical_SAM_protein.faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
5052_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5053_hemerythrin_domain-c...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,1
5054_helix-turn-helix_dom...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5055_DUF2834_domain-conta...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5061_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5064_HetZ-related_protein...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5067_superoxide_dismutase.faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
5068_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,1,1
5071_S8_family_serine_pep...faa,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1
5073_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5074_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5075_phosphodiester_glyco...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5077_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5086_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1
5087_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5091_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5092_nucleoside_2-deoxyri...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5093_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5095_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5098_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5099_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5102_peptidoglycan-bindin...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5103_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
5107_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5109_RICIN_domain-contain...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5110_amidoligase_family_p...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5117_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5122_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5123_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5125_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5126_protein_kinase.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5127_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,1,1
5128_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5131_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5132_NADP-dependent_isoci...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5134_phosphomannomutase-p...faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,0,0
5138_nrdJ.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5140_insulinase_family_pr...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5141_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5142_MFS_transporter.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,1
5143_Spx-MgsR_family_RNA_...faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,0,0
5144_EAL_domain-containin...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5146_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5149_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5150_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
5151_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5154_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5161_thiO.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5162_FAD-NAD-P--binding_p...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0
5163_acetyltransferase.faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0
5167_sigC.faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,1,1
5168_J_domain-containing_...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5172_phosphatase_PAP2_fam...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5174_alpha-beta_hydrolase.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5180_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5181_prepilin-type_N-term...faa,,,,,,,,,,,,,,1,0,1,0,0,0,1,1,0,0,0
5182_GspH-FimT_family_pse...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5185_NlpC-P60_family_prot...faa,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,0,0
5194_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5198_YHYH_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5201_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5206_GxxExxY_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,1
5213_histidine_phosphatas...faa,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,0,1
5216_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
5218_ATP-binding_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5219_reverse_transcriptas...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5220_response_regulator_t...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,1
5221_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5224_HpsJ_family_protein.faa,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1
5226_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5227_FHA_domain-containin...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5244_sugar_ABC_transporte...faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,1,1
5249_isoprenylcysteine_ca...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5256_glycosyltransferase.faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
5257_rfbG.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5258_class_I_SAM-dependen...faa,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0
5259_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5261_rfbC.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5262_glucose-1-phosphate_...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5263_PIG-L_family_deacety...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5264_SDR_family_NAD-P--de...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5266_1-acyl-sn-glycerol-3...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
5267_chloride_channel_pro...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
5268_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5278_NAD-P-H-dependent_ox...faa,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,1
5281_DUF4114_domain-conta...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5282_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,1,1,0,0,0,1,0,1,0,1,1
5284_glycosyltransferase_...faa,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,1,1,1
5286_alpha-beta_fold_hydr...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5287_glycosyltransferase_...faa,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,0,0
5288_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5290_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5292_glycosyltransferase_...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0
5294_VOC_family_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5295_tRNA-dihydrouridine_...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5297_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5298_leucine-rich_repeat_...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5299_DUF1190_domain-conta...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5300_glutathionylspermidi...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5301_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5302_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5303_TetR-AcrR_family_tra...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
5304_fatty_acid_desaturas...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
5306_alpha-beta_fold_hydr...faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,1,1
5310_TetR-AcrR_family_tra...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0
5311_SRPBCC_family_protei...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5313_pentapeptide_repeat-...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1
5314_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5315_response_regulator.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,1,1
5316_response_regulator.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,1,1
5317_chemotaxis_protein_C...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,1,1
5320_chemotaxis_protein_C...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1
5321_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5325_cmk.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5326_panC.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5330_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5332_glycosyltransferase_...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,0
5334_3-deoxy-7-phosphohep...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
5343_neutral_zinc_metallo...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
5351_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5352_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5354_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5359_CPBP_family_intramem...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5364_class_I_SAM-dependen...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5365_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
5366_sodium-dependent_bic...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
5368_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5369_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5377_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5378_guanylyltransferase.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
5379_AAA_family_ATPase.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
