source:/home/lalibelulalo/PIPELINES_2023/ASR_ORTHOLOGUES/Pseudoanabaena_clade/pangenoma	Pseudanabaena_sp_ABRG5-3_GCF_003967015.1_genomic.gbff	Pseudanabaena_sp_PCC_7367_GCF_000317065.1_genomic.gbff	Synechococcus_sp_JA-2-3Ba_2-13_JA-2-3Ba_2-13_GCF_000013225.1_genomic.gbff	Synechococcus_sp_JA-3-3Ab_GCF_000013205.1_genomic.gbff	Synechococcus_sp_PCC_7336_GCF_000332275.1_genomic.gbff	Synechococcus_sp_PCC_7502_GCF_000317085.1_genomic.gbff	
3590_peptide_chain_releas...faa	1	1	1	0	1	1	
3592_LuxR_family_transcri...faa	1	0	0	0	0	0	
3593_C1_family_peptidase.faa	1	0	0	0	0	0	
3594_hypothetical_protein.faa	1	0	0	0	0	0	
3595_lipocalin_family_pro...faa	1	0	0	0	0	0	
3596_hypothetical_protein.faa	1	0	0	0	0	0	
3597_Coq4_family_protein.faa	1	0	0	0	0	1	
3598_SDR_family_NAD-P--de...faa	1	0	0	0	0	1	
3599_GNAT_family_N-acetyl...faa	1	1	0	0	0	0	
3602_Uma2_family_endonucl...faa	1	0	0	0	5	0	
3603_ABC_transporter_ATP-...faa	1	1	0	0	0	1	
3605_hypothetical_protein.faa	1	0	0	0	0	0	
3606_hypothetical_protein.faa	1	1	0	0	0	0	
3609_mechanosensitive_ion...faa	1	1	0	0	1	1	
3610_hypothetical_protein.faa	1	0	0	0	0	0	
3612_hypothetical_protein.faa	1	1	0	0	0	0	
3614_HigA_family_addictio...faa	1	0	0	0	0	0	
3615_type_II_toxin-antito...faa	1	0	0	0	0	0	
3616_DEAD-DEAH_box_helica...faa	1	0	0	0	0	0	
3618_restriction_endonucl...faa	1	1	0	0	0	0	
3619_nucleotidyltransfera...faa	1	0	0	0	0	0	
3621_DUF2281_domain-conta...faa	1	0	0	0	0	0	
3622_PIN_domain-containin...faa	1	0	0	0	0	0	
3623_type_I_restriction-m...faa	1	0	0	0	0	0	
3624_hypothetical_protein.faa	1	0	0	0	0	0	
3625_pentapeptide_repeat-...faa	1	0	0	0	0	0	
3628_hypothetical_protein.faa	1	0	0	0	0	0	
3630_RNA_pyrophosphohydro...faa	1	1	0	0	0	1	
3631_DUF5684_domain-conta...faa	1	0	0	0	0	0	
3632_DJ-1-PfpI_family_pro...faa	1	1	0	0	1	1	
3633_GGDEF_domain-contain...faa	1	0	0	0	0	0	
3635_GNAT_family_N-acetyl...faa	1	1	0	0	0	1	
3645_hypothetical_protein.faa	1	0	0	0	0	0	
3646_hypothetical_protein.faa	1	0	0	0	1	1	
3649_hypothetical_protein.faa	1	0	0	0	0	0	
3654_YdcF_family_protein.faa	1	1	0	0	0	1	
3656_DUF4157_domain-conta...faa	1	0	0	0	0	0	
3659_CHASE2_domain-contai...faa	1	1	0	0	0	0	
3662_filamentous_hemagglu...faa	1	1	0	0	0	0	
3664_hypothetical_protein.faa	1	0	0	0	0	0	
3665_hypothetical_protein.faa	1	1	0	0	0	1	
3667_archaeosortase-exoso...faa	1	0	0	0	0	0	
3670_prolyl_oligopeptidas...faa	1	1	0	0	0	0	
3671_hypothetical_protein.faa	1	0	0	0	0	0	
3672_ATP-binding_protein.faa	1	0	0	0	0	0	
3675_hypothetical_protein.faa	1	1	0	0	1	1	
3677_SGNH-GDSL_hydrolase_...faa	1	1	0	0	1	1	
3680_Uma2_family_endonucl...faa	1	0	0	0	0	0	
3681_DUF4349_domain-conta...faa	1	0	0	0	0	0	
3686_pentapeptide_repeat-...faa	1	0	0	0	0	1	
3687_tetratricopeptide_re...faa	1	1	0	0	0	1	
3688_hypothetical_protein.faa	1	0	0	0	0	0	
3689_CbtB-domain_containi...faa	1	0	0	0	0	1	
3690_hypothetical_protein.faa	1	0	0	0	0	1	
3691_DUF1636_domain-conta...faa	1	0	0	0	0	0	
3692_formylglycine-genera...faa	1	1	0	0	1	0	
3694_nthB.faa	1	1	0	0	1	0	
3695_nthA.faa	1	1	0	0	1	0	
3696_nitrile_hydratase_ac...faa	1	1	0	0	1	0	
3697_hypothetical_protein.faa	1	1	0	0	1	1	
3698_corA.faa	1	1	0	0	1	1	
3700_secondary_thiamine-p...faa	1	1	0	0	1	1	
3703_hypothetical_protein.faa	1	0	0	0	0	0	
3705_hisE.faa	1	1	0	0	0	0	
3715_hypothetical_protein.faa	1	0	0	0	0	1	
3735_hypothetical_protein.faa	1	1	0	0	0	1	
3738_hypothetical_protein.faa	1	0	0	0	0	0	
3739_hypothetical_protein.faa	1	0	0	0	0	0	
3740_lysozyme_inhibitor_L...faa	1	0	0	0	0	0	
3743_THUMP_domain-contain...faa	1	0	0	0	1	0	
3746_hypothetical_protein.faa	1	1	0	0	0	0	
3747_hypothetical_protein.faa	1	0	0	0	0	0	
3748_hypothetical_protein.faa	1	0	0	0	0	0	
3749_hypothetical_protein.faa	1	0	0	0	0	0	
3750_hypothetical_protein.faa	1	0	0	0	0	0	
3751_NAD-P--FAD-dependent...faa	1	0	0	0	0	0	
3753_NB-ARC_domain-contai...faa	1	1	0	0	0	1	
3755_family_10_glycosylhy...faa	1	0	0	0	0	1	
3757_leucine-rich_repeat_...faa	2	0	0	0	0	0	
3758_hypothetical_protein.faa	1	0	0	0	0	0	
3759_hypothetical_protein.faa	1	0	0	0	0	0	
3760_hypothetical_protein.faa	1	0	0	0	0	0	
3761_50S_ribosome-binding...faa	1	0	0	0	0	0	
3762_hypothetical_protein.faa	1	0	0	0	0	0	
3765_bioD.faa	1	1	0	0	1	1	
3766_PrsW_family_glutamic...faa	1	1	0	0	0	0	
3767_Uma2_family_endonucl...faa	2	1	0	0	1	2	
3769_AbrB-MazE-SpoVT_fami...faa	1	0	0	0	0	0	
3770_type_II_toxin-antito...faa	1	0	0	0	0	0	
3772_hypothetical_protein.faa	1	0	0	0	0	0	
3774_DUF4157_domain-conta...faa	1	0	0	0	0	0	
3775_YbjN_domain-containi...faa	1	1	0	0	0	0	
3780_hypothetical_protein.faa	1	1	0	0	0	1	
3781_antibiotic_biosynthe...faa	1	0	0	0	0	1	
3783_hypothetical_protein.faa	1	0	0	0	1	0	
3787_hypothetical_protein.faa	1	0	0	0	0	0	
3788_hypothetical_protein.faa	1	0	0	0	0	0	
3789_hypothetical_protein.faa	1	0	0	0	0	0	
3790_AAA_family_ATPase.faa	1	0	0	0	0	0	
3791_ATP-binding_protein.faa	1	0	0	0	0	0	
3792_hypothetical_protein.faa	1	0	0	0	0	0	
3793_Uma2_family_endonucl...faa	1	0	0	0	1	0	
3794_msrP.faa	1	1	1	0	1	1	
3800_DUF3095_domain-conta...faa	1	0	0	0	0	1	
3802_hypothetical_protein.faa	1	0	0	0	0	0	
3803_transposase.faa	1	0	0	0	0	0	
3804_pentapeptide_repeat-...faa	1	0	0	0	0	0	
3805_hypothetical_protein.faa	1	0	0	0	0	0	
3807_DUF2808_domain-conta...faa	1	1	0	0	1	1	
3808_gas_vesicle_protein_...faa	1	1	0	0	0	1	
3809_DUF111_family_protei...faa	1	1	0	0	0	0	
3810_larC.faa	1	1	0	0	0	0	
3811_pentapeptide_repeat-...faa	1	0	0	0	0	0	
3814_tetratricopeptide_re...faa	1	1	0	0	1	1	
3815_hypothetical_protein.faa	1	1	0	0	0	1	
3817_MASE1_domain-contain...faa	1	0	0	0	0	0	
3819_diguanylate_cyclase.faa	1	0	0	0	0	0	
3821_rhomboid_family_intr...faa	1	1	0	0	0	1	
3822_response_regulator_t...faa	1	1	0	0	0	0	
3824_hypothetical_protein.faa	1	1	0	0	0	0	
3826_hypothetical_protein.faa	1	1	0	0	0	1	
3829_arsS.faa	1	1	0	0	1	1	
3830_Hpt_domain-containin...faa	1	0	0	0	0	0	
3831_pyridoxal_phosphate-...faa	1	1	0	0	0	1	
3834_class_I_SAM-dependen...faa	1	0	0	0	1	0	
3835_STAS_domain-containi...faa	1	0	0	0	0	1	
3836_SpoIIE_family_protei...faa	1	0	0	0	0	1	
3845_hypothetical_protein.faa	1	1	0	0	0	1	
3848_hypothetical_protein.faa	1	0	0	0	0	0	
3849_GUN4_domain-containi...faa	1	1	0	0	0	0	
3850_hypothetical_protein.faa	1	0	0	0	0	0	
3851_hypothetical_protein.faa	1	0	0	0	0	0	
3852_hypothetical_protein.faa	1	1	0	0	0	1	
3853_GAF_domain-containin...faa	1	0	0	0	0	0	
3854_hypothetical_protein.faa	1	1	1	0	1	1	
3856_tetratricopeptide_re...faa	1	0	0	0	0	0	
3857_DUF4258_domain-conta...faa	1	0	0	0	0	0	
3858_YgiT-type_zinc_finge...faa	1	0	0	0	0	0	
3859_M1_family_metallopep...faa	1	1	0	0	1	1	
3862_hypothetical_protein.faa	1	0	0	0	0	0	
3863_hypothetical_protein.faa	1	0	0	0	0	0	
3864_hypothetical_protein.faa	1	0	0	0	0	0	
3865_AAA_family_ATPase.faa	1	0	0	0	0	0	
3866_hypothetical_protein.faa	1	0	0	0	0	0	
3867_arfB.faa	1	0	0	0	0	0	
3869_TIGR03643_family_pro...faa	1	0	0	0	0	1	
3870_hypothetical_protein.faa	1	0	0	0	0	0	
3871_lepB.faa	1	0	0	0	0	0	
3872_DUF2325_domain-conta...faa	1	1	0	0	0	0	
3875_hypothetical_protein.faa	1	1	0	0	0	0	
3877_HAD_domain-containin...faa	1	0	0	0	0	0	
3878_anhydro-N-acetylmura...faa	1	1	1	0	1	1	
3879_hypothetical_protein.faa	1	0	0	0	0	0	
3880_type_II_toxin-antito...faa	1	0	0	0	0	0	
3882_methyltransferase_do...faa	1	0	0	0	0	0	
3883_glycosyltransferase.faa	1	0	0	0	0	0	
3889_AAA-like_domain-cont...faa	1	0	0	0	0	0	
3890_restriction_endonucl...faa	1	0	0	0	0	0	
3891_Uma2_family_endonucl...faa	1	0	0	0	2	0	
3892_AAA-like_domain-cont...faa	1	0	0	0	0	0	
3893_DUF433_domain-contai...faa	3	0	0	0	0	0	
3894_DUF5615_family_PIN-l...faa	1	1	0	0	1	1	
3895_hypothetical_protein.faa	1	0	0	0	0	0	
3896_putative_toxin-antit...faa	1	0	0	0	0	0	
3900_diacylglycerol_kinas...faa	1	0	0	0	0	0	
3901_DUF1838_domain-conta...faa	1	0	0	0	1	0	
3902_glycosyltransferase_...faa	2	0	0	0	0	0	
3904_lipopolysaccharide_b...faa	1	1	0	0	1	0	
3905_glycosyltransferase_...faa	2	0	0	0	0	0	
3907_O-antigen_ligase_fam...faa	1	0	0	0	0	0	
3908_hypothetical_protein.faa	1	0	0	0	0	0	
3909_polysaccharide_biosy...faa	1	0	0	0	0	0	
3912_DUF2214_family_prote...faa	1	0	0	0	0	0	
3915_hypothetical_protein.faa	1	0	0	0	0	0	
3919_DUF5763_domain-conta...faa	1	1	0	0	0	0	
3920_hypothetical_protein.faa	1	0	0	0	0	0	
3921_element_excision_fac...faa	1	0	0	0	0	0	
3922_XisI_protein.faa	1	0	0	0	0	0	
3923_hypothetical_protein.faa	1	0	0	0	0	0	
3924_DUF433_domain-contai...faa	1	0	0	0	1	1	
3925_DUF5615_family_PIN-l...faa	1	0	0	0	0	1	
3928_methylglyoxal_syntha...faa	1	0	0	0	1	0	
3929_NAD-P--FAD-dependent...faa	1	0	0	0	0	0	
3930_FAD-dependent_oxidor...faa	1	0	0	0	0	0	
3932_insulinase_family_pr...faa	1	1	0	0	1	1	
3933_hypothetical_protein.faa	1	0	0	0	0	0	
3934_hypothetical_protein.faa	1	0	0	0	0	0	
3936_PH_domain-containing...faa	1	1	0	0	0	1	
3939_SpoIIE_family_protei...faa	1	0	0	0	0	1	
3941_hypothetical_protein.faa	1	0	0	0	0	0	
3942_methyl-accepting_che...faa	1	1	0	0	0	0	
3943_response_regulator.faa	1	0	0	0	0	0	
3945_tetratricopeptide_re...faa	2	0	0	0	0	0	
3946_AAA_family_ATPase.faa	2	0	0	0	0	0	
3947_hypothetical_protein.faa	1	0	0	0	0	0	
3950_phospholipid_carrier...faa	1	0	0	0	0	0	
3952_hypothetical_protein.faa	1	0	0	0	0	0	
3953_ATP-binding_protein.faa	1	0	0	0	0	0	
3955_MoaD-ThiS_family_pro...faa	1	1	1	0	1	1	
3958_PAS_domain_S-box_pro...faa	1	0	0	0	0	0	
3963_hypothetical_protein.faa	1	0	0	0	0	0	
3965_hypothetical_protein.faa	1	0	0	0	0	0	
3966_hypothetical_protein.faa	1	0	0	0	0	0	
3967_type_II_toxin-antito...faa	1	0	0	0	0	0	
3970_MFS_transporter.faa	1	0	1	0	0	1	
3976_GUN4_domain-containi...faa	1	0	0	0	0	0	
3977_hypothetical_protein.faa	1	0	0	0	0	0	
3978_type_II_toxin-antito...faa	1	0	0	0	0	0	
3979_hypothetical_protein.faa	1	0	0	0	0	0	
3980_hypothetical_protein.faa	1	0	0	0	0	1	
3987_hypothetical_protein.faa	1	0	0	0	0	0	
3988_alpha-beta_fold_hydr...faa	1	2	0	0	0	0	
3989_element_excision_fac...faa	1	0	0	0	0	0	
3990_element_excision_fac...faa	1	0	0	0	0	0	
3994_DUF3318_domain-conta...faa	1	1	0	0	0	1	
3996_nuclear_transport_fa...faa	1	0	0	0	0	0	
3998_DUF4058_family_prote...faa	1	0	0	0	1	0	
4000_leucine-rich_repeat_...faa	2	0	0	0	0	0	
4001_type_II_toxin-antito...faa	1	0	0	0	1	1	
4002_addiction_module_pro...faa	1	0	0	0	0	0	
4004_hypothetical_protein.faa	1	0	0	0	0	0	
4005_inositol_monophospha...faa	1	1	0	0	0	1	
4011_hypothetical_protein.faa	1	0	0	0	0	0	
4012_hypothetical_protein.faa	1	1	0	0	0	0	
4013_PPC_domain-containin...faa	1	1	0	0	0	0	
4018_DUF2834_domain-conta...faa	1	1	0	0	0	1	
4019_hypothetical_protein.faa	1	0	0	0	0	0	
4020_PIN_domain-containin...faa	1	0	0	0	1	0	
4024_SIMPL_domain-contain...faa	1	0	0	0	0	1	
4028_ATP-binding_protein.faa	1	0	0	0	0	0	
4029_hypothetical_protein.faa	1	0	0	0	0	0	
4030_alpha-L-glutamate_li...faa	1	0	0	0	0	0	
4035_hypothetical_protein.faa	1	0	0	0	0	0	
4037_hypothetical_protein.faa	1	0	0	0	0	0	
4038_adenylate-guanylate_...faa	1	1	0	0	0	1	
4041_esterase-like_activi...faa	1	0	0	0	0	0	
4045_DUF29_domain-contain...faa	1	0	0	0	0	1	
4047_Uma2_family_endonucl...faa	1	0	0	0	0	0	
4048_crcB.faa	1	0	1	0	0	0	
4049_crcB.faa	1	0	0	0	0	0	
4050_SpoIIE_family_protei...faa	1	0	0	0	0	0	
4052_PAS_domain-containin...faa	1	0	0	0	0	0	
4057_cation-translocating...faa	1	0	0	0	0	0	
4058_yidD.faa	1	0	0	0	0	0	
4061_hypothetical_protein.faa	1	1	0	0	1	1	
4062_OmpA_family_protein.faa	1	0	0	0	0	0	
4063_VWA_domain-containin...faa	1	0	0	0	0	0	
4066_hypothetical_protein.faa	1	0	0	0	0	0	
4069_hypothetical_protein.faa	1	1	0	0	0	0	
4073_response_regulator_t...faa	1	1	0	0	1	0	
4075_hypothetical_protein.faa	1	0	0	0	0	0	
4076_helix-turn-helix_dom...faa	1	0	0	0	0	0	
4077_DUF5615_family_PIN-l...faa	1	0	0	0	0	0	
4078_DUF433_domain-contai...faa	1	0	0	0	0	1	
4079_DUF433_domain-contai...faa	1	0	1	0	0	1	
4080_DUF4926_domain-conta...faa	1	0	0	0	1	0	
4081_hypothetical_protein.faa	1	0	0	0	1	0	
4083_tetratricopeptide_re...faa	2	0	0	0	0	0	
4085_CHAT_domain-containi...faa	1	0	0	0	0	0	
4087_hypothetical_protein.faa	1	0	0	0	0	0	
4093_lpxA.faa	1	0	0	0	0	0	
4094_response_regulator.faa	1	1	0	0	0	0	
4096_CPBP_family_glutamic...faa	1	1	0	0	1	1	
4098_energy-coupling_fact...faa	1	0	0	0	0	0	
4099_energy-coupling_fact...faa	1	0	0	0	0	0	
4101_PAS_domain_S-box_pro...faa	1	0	0	0	0	0	
4102_ATP-binding_protein.faa	1	0	0	0	0	0	
4103_ABC_transporter_subs...faa	1	0	0	0	0	1	
4104_response_regulator.faa	1	0	0	0	0	0	
4105_PAS_domain_S-box_pro...faa	1	0	0	0	0	0	
4107_Uma2_family_endonucl...faa	1	1	1	0	2	1	
4108_hypothetical_protein.faa	1	0	0	0	0	0	
4110_sterol_desaturase_fa...faa	1	0	0	0	0	0	
4111_hypothetical_protein.faa	1	0	0	0	0	0	
4112_sensor_histidine_kin...faa	1	0	0	0	0	0	
4114_MBOAT_family_protein.faa	1	1	0	0	0	0	
4116_B12-binding_domain-c...faa	1	1	1	0	1	1	
4117_ABC_transporter_subs...faa	1	1	0	0	0	1	
4118_cupin_domain-contain...faa	1	0	0	0	0	0	
4123_M23_family_metallope...faa	1	1	0	0	0	1	
4129_dTDP-4-dehydrorhamno...faa	1	0	0	0	0	0	
4133_hypothetical_protein.faa	1	0	0	0	0	0	
4134_hypothetical_protein.faa	1	0	0	0	0	0	
4137_sugE.faa	1	0	0	0	0	1	
4139_MBL_fold_metallo-hyd...faa	1	1	0	0	0	1	
4140_type_III_polyketide_...faa	1	0	0	0	0	0	
4141_methyltransferase_do...faa	1	0	0	0	0	0	
4142_hypothetical_protein.faa	1	0	0	0	0	0	
4144_type_II_toxin-antito...faa	1	1	0	0	1	0	
4145_Txe-YoeB_family_addi...faa	1	0	0	0	1	0	
4146_NAD-P--FAD-dependent...faa	1	0	0	0	0	0	
4147_MFS_transporter.faa	1	1	0	0	0	1	
4148_pentapeptide_repeat-...faa	1	1	0	0	0	0	
4151_ATP-binding_protein.faa	1	1	0	0	0	0	
4153_type_II_toxin-antito...faa	1	0	0	0	0	0	
4154_type_II_toxin-antito...faa	1	0	0	0	0	0	
4156_GNAT_family_N-acetyl...faa	1	0	0	0	0	0	
4157_tautomerase_family_p...faa	1	1	0	0	0	0	
4159_hypothetical_protein.faa	1	0	0	0	0	0	
4160_glycosyltransferase_...faa	1	0	0	0	0	0	
4161_glycosyltransferase.faa	1	1	0	0	1	1	
4162_DUF29_domain-contain...faa	1	0	0	0	0	1	
4163_class_I_SAM-dependen...faa	1	0	0	0	0	0	
4164_glycosyltransferase_...faa	1	0	0	0	0	0	
4165_hypothetical_protein.faa	1	1	0	0	0	0	
4166_psaM.faa	1	0	0	0	0	0	
4168_transglutaminase_fam...faa	1	1	0	0	0	0	
4173_hypothetical_protein.faa	1	1	0	0	0	1	
4178_ferredoxin.faa	1	1	0	0	1	1	
4179_DUF1257_domain-conta...faa	1	1	0	0	1	1	
4180_DUF2997_domain-conta...faa	1	1	0	0	1	1	
4182_hypothetical_protein.faa	1	0	0	0	0	0	
4183_HAMP_domain-containi...faa	1	0	0	0	0	0	
4184_response_regulator_t...faa	1	0	0	0	0	0	
4185_hypothetical_protein.faa	1	0	0	0	0	0	
4187_hypothetical_protein.faa	1	0	0	0	0	0	
4190_hypothetical_protein.faa	1	0	0	0	0	0	
4191_DUF2250_domain-conta...faa	1	0	0	0	0	0	
4192_type_II_toxin-antito...faa	1	0	0	0	0	0	
4193_hypothetical_protein.faa	1	0	0	0	0	0	
4194_AAA_family_ATPase.faa	1	0	0	0	0	0	
4195_hypothetical_protein.faa	1	0	0	0	0	0	
4196_hypothetical_protein.faa	1	0	0	0	0	0	
4197_hypothetical_protein.faa	1	0	0	0	0	0	
4198_DUF2442_domain-conta...faa	1	0	0	0	0	0	
4199_DUF4160_domain-conta...faa	1	0	0	0	0	0	
4200_C40_family_peptidase.faa	1	1	0	0	1	1	
4202_hypothetical_protein.faa	1	0	0	0	0	0	
4203_hypothetical_protein.faa	1	1	0	0	0	0	
4204_hypothetical_protein.faa	1	0	0	0	0	0	
4205_50S_ribosomal_protei...faa	1	0	0	0	0	0	
4206_agmatine_deiminase_f...faa	1	1	0	0	0	1	
4207_hypothetical_protein.faa	1	0	0	0	0	0	
4208_helix-turn-helix_dom...faa	1	0	0	0	0	0	
4209_DUF433_domain-contai...faa	2	0	0	0	1	1	
4210_BsuBI-PstI_family_ty...faa	1	0	0	0	0	0	
4211_hypothetical_protein.faa	1	0	0	0	0	0	
4212_PIN_domain-containin...faa	1	0	0	0	0	0	
4215_retroviral-like_aspa...faa	1	0	0	0	1	0	
4216_hypothetical_protein.faa	1	0	0	0	1	0	
4217_tetratricopeptide_re...faa	1	1	0	0	0	0	
4221_hypothetical_protein.faa	1	0	0	0	0	0	
4224_hypothetical_protein.faa	1	0	0	0	0	0	
4225_SPFH-Band_7-PHB_doma...faa	1	1	0	0	0	0	
4230_carotenoid_oxygenase...faa	1	0	0	0	0	0	
4232_hypothetical_protein.faa	1	0	0	0	0	0	
4233_hypothetical_protein.faa	1	0	0	0	0	0	
4234_hypothetical_protein.faa	1	0	0	0	0	0	
4236_hypothetical_protein.faa	1	0	0	0	0	0	
4237_glycoside_hydrolase_...faa	1	0	0	0	0	0	
4239_DUF1565_domain-conta...faa	1	0	0	0	0	0	
4241_sensor_histidine_kin...faa	1	0	0	0	0	0	
4242_DUF3488_and_transglu...faa	1	1	0	0	0	1	
4245_RnfABCDGE_type_elect...faa	1	1	0	0	1	1	
4246_DUF2330_domain-conta...faa	1	1	0	0	1	1	
4247_hypothetical_protein.faa	1	0	0	0	0	0	
4249_DEAD-DEAH_box_helica...faa	1	0	0	0	1	0	
4250_peptidoglycan-bindin...faa	1	0	0	0	0	0	
4251_peptidoglycan-bindin...faa	1	0	0	0	0	0	
4253_DUF2996_domain-conta...faa	1	1	0	0	0	1	
4256_DUF928_domain-contai...faa	1	1	0	0	0	2	
4257_hypothetical_protein.faa	1	0	0	0	0	1	
4260_Crp-Fnr_family_trans...faa	1	1	1	0	0	1	
4262_hypothetical_protein.faa	1	1	0	0	0	1	
4264_hypothetical_protein.faa	1	1	0	0	0	0	
4265_alpha-beta_hydrolase.faa	2	1	0	0	2	0	
4267_hypothetical_protein.faa	1	0	0	0	0	0	
4268_menE.faa	1	1	0	0	0	1	
4269_DUF393_domain-contai...faa	1	0	0	0	1	1	
4270_tryptophan-rich_sens...faa	1	0	0	0	0	1	
4271_egtD.faa	1	1	0	0	0	1	
4272_ovoA.faa	1	0	0	0	1	1	
4274_CBS_domain-containin...faa	1	0	0	0	0	0	
4276_pentapeptide_repeat-...faa	1	0	0	0	0	0	
4277_DUF4114_domain-conta...faa	1	0	0	0	0	0	
4278_prohibitin_family_pr...faa	1	1	0	0	1	1	
4280_amino_acid_ABC_trans...faa	1	1	0	0	0	0	
4281_leucine-rich_repeat_...faa	1	0	0	0	0	0	
4282_type_II_toxin-antito...faa	1	1	0	0	0	0	
4287_DNA-binding_transcri...faa	1	0	0	0	1	0	
4288_type_II_toxin-antito...faa	1	0	0	0	0	0	
4289_DUF5615_family_PIN-l...faa	1	0	0	0	0	0	
4290_DUF433_domain-contai...faa	1	0	0	0	1	0	
4291_hypothetical_protein.faa	1	0	0	0	0	0	
4292_ABC_transporter_ATP-...faa	1	1	0	0	1	1	
4293_response_regulator.faa	1	0	0	0	0	0	
4295_hybrid_sensor_histid...faa	1	0	0	0	1	0	
4296_PAS_domain_S-box_pro...faa	1	0	0	0	0	0	
4299_hypothetical_protein.faa	1	0	0	0	0	0	
4305_BrnA_antitoxin_famil...faa	2	0	0	0	0	0	
4306_hypothetical_protein.faa	1	0	0	0	0	0	
4307_hypothetical_protein.faa	1	0	0	0	0	0	
4308_BrnT_family_toxin.faa	1	0	0	0	0	0	
4312_OmpA_family_protein.faa	1	1	0	0	0	0	
4314_type_II_toxin-antito...faa	1	0	0	0	0	0	
4315_hypothetical_protein.faa	1	0	0	0	0	0	
4317_hypothetical_protein.faa	1	0	0	0	0	0	
4318_hypothetical_protein.faa	1	0	0	0	0	0	
4323_bile_acid-sodium_sym...faa	1	0	0	0	0	0	
4325_TerB_family_tellurit...faa	1	1	0	0	1	1	
4327_tetratricopeptide_re...faa	1	1	0	0	0	0	
4328_hypothetical_protein.faa	1	0	0	0	0	0	
4329_hypothetical_protein.faa	1	0	0	0	0	0	
4330_hypothetical_protein.faa	1	0	0	0	0	0	
4331_hypothetical_protein.faa	1	0	0	0	0	0	
4334_rhodanese-like_domai...faa	1	1	0	0	0	0	
4335_sterol_desaturase_fa...faa	1	0	0	0	0	0	
4336_pentapeptide_repeat-...faa	1	0	0	0	0	0	
4337_type_IV_pilin-like_G...faa	1	0	0	0	0	0	
4341_TIGR01548_family_HAD...faa	1	1	0	0	1	1	
4343_hypothetical_protein.faa	1	0	0	0	0	0	
4344_pentapeptide_repeat-...faa	1	1	0	0	0	0	
4345_N-acetyltransferase.faa	1	0	0	0	1	0	
4349_nagA.faa	1	1	0	0	0	1	
4352_hypothetical_protein.faa	1	0	0	0	0	0	
4354_HNH_endonuclease.faa	1	0	0	0	1	1	
4356_hypothetical_protein.faa	1	0	0	0	1	0	
4357_BrnT_family_toxin.faa	1	0	0	0	0	0	
4360_lnt.faa	1	1	0	0	0	1	
4361_DUF389_domain-contai...faa	1	0	0	0	0	0	
4362_hypothetical_protein.faa	1	1	0	0	0	0	
4363_AAA_family_ATPase.faa	1	0	0	0	0	0	
4364_hypothetical_protein.faa	1	0	0	0	0	0	
4368_nucleoside-proton_sy...faa	1	1	0	0	0	0	
4371_DEAD-DEAH_box_helica...faa	1	1	0	0	0	1	
4374_cysteine_hydrolase.faa	1	0	1	0	0	1	
4375_cupin_domain-contain...faa	1	0	0	0	0	1	
4378_AAA_family_ATPase.faa	1	0	0	0	1	0	
4379_hypothetical_protein.faa	1	0	0	0	0	0	
4380_photosystem_II_react...faa	1	1	0	0	0	1	
4382_glycerate_kinase.faa	1	1	0	0	0	1	
4387_hypothetical_protein.faa	1	1	1	0	0	0	
4390_ATP-binding_protein.faa	1	0	0	0	0	0	
4392_LuxR_C-terminal-rela...faa	1	0	0	0	1	0	
4393_adenylate-guanylate_...faa	1	0	0	0	0	0	
4394_hypothetical_protein.faa	1	1	0	0	1	0	
4398_hypothetical_protein.faa	1	0	0	0	0	0	
4400_PAS_domain-containin...faa	1	0	0	0	0	0	
4402_ppk2.faa	1	1	0	0	1	1	
4405_polysaccharide_biosy...faa	1	1	0	0	0	1	
4410_putative_toxin-antit...faa	1	0	0	0	0	0	
4411_hypothetical_protein.faa	1	0	0	0	0	1	
4412_hypothetical_protein.faa	1	0	0	0	0	0	
4413_AAA_family_ATPase.faa	1	0	0	0	0	1	
4414_hypothetical_protein.faa	1	0	0	0	0	0	
4416_DEAD-DEAH_box_helica...faa	1	0	0	0	0	0	
4418_DUF559_domain-contai...faa	1	0	0	0	0	1	
4419_DUF2281_domain-conta...faa	1	0	0	0	0	1	
4420_hypE.faa	1	0	0	0	1	0	
4421_DUF4327_family_prote...faa	1	1	0	0	0	0	
4422_phosphoribosyltransf...faa	1	1	0	0	1	0	
4423_Ni-Fe_hydrogenase_su...faa	1	0	0	0	1	0	
4424_oxidoreductase.faa	1	0	0	0	1	0	
4425_hoxU.faa	1	0	0	0	1	0	
4426_glgX.faa	1	2	0	0	1	1	
4427_tetratricopeptide_re...faa	1	0	0	0	0	0	
4428_psb28.faa	1	0	0	0	0	0	
4429_NAD-P-H-dependent_ox...faa	1	0	0	0	1	0	
4430_hoxE.faa	1	0	0	0	1	0	
4431_ATP-dependent_6-phos...faa	1	0	0	0	0	0	
4432_hypothetical_protein.faa	1	0	0	0	0	0	
4433_hypothetical_protein.faa	1	0	0	0	0	0	
4434_DUF4926_domain-conta...faa	1	0	0	0	0	1	
4438_DUF5615_family_PIN-l...faa	1	0	0	0	0	1	
4439_hypothetical_protein.faa	1	0	0	0	0	0	
4440_TPM_domain-containin...faa	1	0	0	0	0	0	
4441_LemA_family_protein.faa	1	0	0	0	0	0	
4442_elongation_factor_G.faa	1	0	0	0	1	0	
4443_hydrogenase_maturati...faa	1	0	0	0	0	0	
